zcta,Num Eligible,Num Ineligible
73770,8,8
73771,76,102
73772,663,632
73773,283,380
73801,2912,2773
73832,166,158
73834,260,248
73835,59,57
73838,106,101
73840,119,113
73841,252,240
73842,66,62
73843,145,138
73844,35,33
73848,336,320
73851,18,18
73852,369,351
73853,94,90
73855,29,27
73857,115,109
73858,287,273
73859,254,242
73860,213,203
73901,27,25
73931,74,70
73932,340,324
73933,293,279
73937,37,35
73938,133,127
73939,266,254
73942,2678,2551
73944,70,66
73945,510,486
73946,10,10
73947,82,78
73949,216,206
73950,330,314
73951,201,191
73960,5,7
74001,58,57
74002,393,385
74003,2699,2644
74006,5457,5346
74008,5197,7417
74010,2022,2015
74011,4758,7277
74012,9633,14658
74014,7739,8223
74015,1382,1791
74016,968,1297
74017,4618,6490
74019,3230,4539
74020,1414,1386
74021,4095,3762
74022,320,313
74023,2194,2305
74026,153,204
74027,121,170
74028,340,339
74029,979,959
74030,681,682
74032,419,436
74033,2387,3180
74034,29,28
74035,842,825
74036,1160,1587
74037,4273,5694
74038,424,418
74039,727,726
74041,518,517
74042,71,100
74044,1425,1420
74045,59,58
74046,17,17
74047,1308,1416
74048,879,1234
74050,82,85
74051,378,370
74052,197,197
74053,789,1109
74054,147,144
74055,9062,8796
74056,954,935
74058,731,716
74059,1039,1085
74060,92,90
74061,418,409
74062,183,188
74063,5818,7141
74066,6041,6029
74068,10,10
74070,3027,2843
74071,23,23
74072,265,369
74073,1057,940
74074,5919,6102
74075,4570,4739
74077,235,243
74078,82,84
74079,724,944
74080,439,596
74081,351,344
74082,29,28
74083,175,217
74084,89,88
74085,431,443
74103,583,747
74104,2337,3003
74105,5025,6456
74106,3315,2738
74107,3669,4715
74108,1383,1776
74110,2999,2472
74112,3801,5069
74114,2939,3848
74115,4824,3979
74116,747,781
74117,25,21
74119,650,835
74120,952,1202
74126,2039,1703
74127,3000,3511
74128,2372,3164
74129,3426,4569
74130,436,357
74131,576,575
74132,2014,2494
74133,8409,11490
74134,4292,5725
74135,3688,4916
74136,5481,7300
74137,5107,6805
74145,3299,4400
74146,2997,3999
74171,359,479
74301,2171,1950
74330,546,489
74331,1351,1210
74332,359,362
74333,241,216
74337,953,864
74338,1011,905
74339,470,421
74340,46,41
74342,543,487
74343,614,550
74344,3060,2740
74346,1574,1410
74347,591,508
74349,165,148
74350,163,146
74352,1251,1110
74354,3542,3172
74358,48,43
74359,68,60
74360,5,5
74361,3425,3067
74363,556,498
74364,385,320
74365,838,750
74366,272,243
74367,117,105
74368,10,9
74369,363,325
74370,741,664
74401,3033,3220
74403,5517,5857
74421,916,914
74422,139,145
74423,169,179
74425,199,158
74426,2013,1602
74427,297,185
74428,185,163
74429,2995,3179
74430,99,79
74431,172,172
74432,1920,1528
74434,1785,1649
74435,657,435
74436,878,927
74437,1770,1739
74438,85,68
74441,1246,776
74442,170,135
74445,539,538
74446,102,109
74447,3002,2996
74450,304,323
74451,859,535
74452,93,71
74454,533,566
74455,493,496
74456,23,23
74457,113,71
74458,39,41
74459,12,9
74460,71,71
74462,1661,1198
74463,401,425
74464,7434,4630
74467,2622,2783
74468,41,44
74469,451,477
74470,238,252
74471,347,216
74472,129,92
74477,3,3
74501,6088,4845
74521,14,10
74522,28,23
74523,1324,948
74525,2122,1913
74528,35,28
74530,37,34
74531,202,160
74533,175,158
74534,45,41
74535,16,14
74536,299,215
74538,775,699
74540,41,35
74543,81,58
74546,154,122
74547,683,542
74549,25,18
74552,222,158
74553,253,203
74554,390,310
74555,133,120
74556,66,60
74557,115,82
74558,90,64
74560,129,103
74561,411,319
74562,168,120
74563,401,287
74565,128,102
74567,31,22
74569,112,101
74570,232,184
74571,741,530
74572,151,136
74574,238,171
74576,36,31
74577,53,38
74578,1293,925
74601,3040,4089
74604,2060,2579
74630,127,170
74631,1076,1448
74632,72,97
74633,83,81
74636,35,47
74637,317,311
74640,58,79
74641,99,134
74643,76,102
74644,72,97
74646,29,39
74647,571,769
74650,114,112
74651,119,159
74652,147,146
74653,589,792
74701,5311,4789
74720,85,77
74721,5,5
74722,45,32
74723,316,285
74724,42,30
74726,451,407
74727,440,325
74728,2472,1767
74729,582,524
74730,1067,963
74731,316,285
74733,560,505
74734,194,138
74735,410,293
74736,213,152
74737,17,12
74738,101,72
74740,443,317
74741,175,158
74743,1866,1334
74745,2158,1543
74747,53,48
74748,149,134
74750,45,32
74753,13,12
74754,87,62
74755,25,18
74756,163,116
74759,233,167
74760,45,32
74761,17,12
74764,730,522
74766,272,195
74801,3454,4613
74804,3502,4677
74820,6505,5867
74824,194,253
74825,426,373
74826,188,251
74827,80,64
74829,307,245
74830,40,32
74831,126,182
74832,140,187
74833,116,92
74834,1101,1470
74836,42,38
74837,31,24
74839,158,126
74840,366,398
74842,40,36
74843,53,48
74844,53,48
74845,90,71
74848,1735,1381
74849,601,504
74850,54,43
74851,1696,2274
74852,242,323
74854,326,341
74855,705,942
74856,146,133
74857,1760,2123
74859,1293,1029
74860,329,262
74864,838,1117
74865,351,329
74866,8,11
74867,158,126
74868,2603,2072
74869,101,135
74871,470,424
74872,533,752
74873,1804,2410
74875,165,220
74878,220,294
74880,390,314
74881,717,953
74883,466,371
74884,1175,935
74901,412,295
74902,951,680
74930,421,301
74931,297,185
74932,516,369
74935,31,22
74936,257,160
74937,1164,833
74939,320,229
74940,513,367
74941,525,375
74942,34,24
74943,17,12
74944,224,160
74945,45,28
74946,8,5
74947,31,22
74948,2807,1748
74949,53,38
74951,300,215
74953,2719,1944
74954,1115,695
74955,3411,2124
74956,421,301
74957,236,169
74959,1397,999
74960,2840,1768
74962,1103,687
74963,118,84
74964,552,364
74965,1075,669
74966,811,580
75001,2214,5069
75002,4822,19132
75006,5481,14855
75007,5847,17646
75009,1396,6516
75010,3690,10737
75013,2989,13320
75019,3666,14269
75020,3795,5686
75021,1322,1980
75022,1445,7909
75023,5196,11593
75024,3791,14337
75025,4939,15388
75028,2638,13844
75032,4666,8120
75033,2326,13327
75034,2700,14361
75035,5235,25587
75036,1692,10186
75038,5010,8172
75039,2639,7173
75040,7708,13688
75041,6366,4533
75042,6289,7099
75043,11416,10024
75044,6497,9370
75048,2493,6806
75050,7197,8205
75051,6975,6743
75052,14939,17134
75054,1322,3975
75056,5156,20577
75057,1955,4869
75058,605,906
75060,7809,7577
75061,8926,10193
75062,7679,12527
75063,3975,14619
75065,1267,3534
75067,8341,20927
75068,3736,19057
75069,3730,10683
75070,5807,15874
75071,5580,18396
75072,4890,15927
75074,5660,13533
75075,4562,10233
75076,1284,1924
75077,3292,11401
75078,2899,11675
75080,7095,13561
75081,5128,8315
75082,3696,8410
75087,5447,9508
75088,2744,6256
75089,3398,8041
75090,3992,5981
75092,4339,6500
75093,4512,15122
75094,1649,6661
75098,5403,18043
75101,70,159
75102,258,284
75103,2784,3209
75104,5733,9528
75105,54,59
75109,817,898
75110,5203,5723
75114,772,1422
75115,8714,10621
75116,2769,3767
75117,765,882
75119,3224,7239
75124,936,906
75125,884,1829
75126,7867,14470
75127,301,347
75132,17,29
75134,3167,3813
75135,1087,1892
75137,2295,3821
75140,1381,1595
75141,1200,480
75142,2671,4916
75143,2351,3012
75144,593,652
75146,3800,4424
75147,1176,1658
75148,1063,987
75149,9365,9851
75150,10559,11077
75152,644,1456
75153,91,100
75154,5611,10786
75155,598,658
75156,2880,2677
75157,32,59
75158,635,1168
75159,4885,2349
75160,3261,5982
75161,919,1692
75163,424,393
75164,29,92
75165,5518,12476
75166,458,1471
75167,1380,3119
75169,2973,3658
75172,1282,513
75173,648,2084
75180,4307,4190
75181,3820,5012
75182,1087,1464
75189,4876,9017
75201,2591,7757
75202,370,1110
75203,3291,1982
75204,4964,14877
75205,3891,8335
75206,5896,17699
75207,1055,2098
75208,5650,5541
75209,2186,4340
75210,2105,916
75211,13562,12933
75212,5203,5249
75214,5441,11518
75215,4304,2772
75216,13388,5779
75217,17790,9019
75218,3665,5142
75219,4126,8712
75220,5542,10409
75223,2594,3768
75224,6991,5155
75225,3261,6327
75226,681,1918
75227,12192,6494
75228,10831,15127
75229,4573,8410
75230,3804,7063
75231,8928,8644
75232,5983,4825
75233,3068,2391
75234,4233,9877
75235,2840,5640
75236,3213,3042
75237,3351,3245
75238,7234,6934
75240,3442,6549
75241,7619,3091
75243,13222,12941
75244,1706,3450
75246,358,1075
75247,123,245
75248,5088,9793
75249,1752,2918
75251,525,974
75252,3598,8395
75253,6000,2402
75254,3295,7120
75261,0,0
75287,6357,16976
75401,2637,4589
75402,2562,4457
75407,2158,6937
75409,1786,5742
75410,931,1073
75411,263,230
75412,123,108
75413,27,41
75414,561,840
75415,42,37
75416,587,515
75417,487,427
75418,2358,3532
75420,249,219
75421,204,179
75422,392,683
75423,419,727
75424,404,1210
75426,974,853
75428,1529,2618
75429,0,0
75431,425,387
75432,695,609
75433,577,511
75434,16,14
75435,204,179
75436,438,384
75437,247,216
75438,153,229
75439,146,219
75440,1267,1459
75441,23,20
75442,1011,2984
75446,553,776
75447,187,280
75448,140,122
75449,174,268
75450,62,54
75451,230,263
75452,743,1157
75453,550,856
75454,1363,4383
75455,5634,4938
75457,1236,1084
75459,887,1328
75460,4732,4148
75462,2479,2173
75468,191,168
75469,80,78
75470,49,43
75471,256,227
75472,707,814
75473,756,663
75474,2154,3754
75475,24,36
75476,194,290
75477,175,154
75478,208,182
75479,296,443
75480,327,290
75481,81,71
75482,5313,4657
75486,558,489
75487,312,273
75488,183,275
75489,163,244
75490,448,672
75491,818,1232
75492,88,132
75493,104,91
75494,2237,2409
75495,1415,2174
75496,476,809
75497,688,768
75501,6324,7439
75503,4434,5216
75550,123,108
75551,1801,2119
75554,306,283
75555,304,346
75556,196,230
75558,315,276
75559,951,1114
75560,160,188
75561,847,996
75562,21,25
75563,659,776
75564,2,2
75565,19,22
75566,118,139
75567,655,771
75568,579,550
75569,579,681
75570,1963,2309
75571,539,472
75572,588,691
75573,48,57
75574,295,347
75601,2955,3002
75602,4170,4141
75603,1049,1089
75604,5673,5903
75605,6153,6240
75630,507,497
75631,421,432
75633,2319,2375
75638,1120,984
75639,464,475
75640,1098,958
75641,25,25
75642,38,33
75643,359,355
75644,2367,2065
75645,2163,1891
75647,2493,2538
75650,2048,1787
75651,420,366
75652,2727,2794
75654,2060,2110
75656,804,919
75657,1589,1407
75658,36,37
75659,12,11
75661,480,419
75662,4490,4700
75667,210,215
75668,346,302
75669,101,103
75670,3421,2985
75672,3491,3046
75680,2,2
75681,458,469
75682,96,99
75683,762,665
75684,1125,1205
75686,2481,2746
75687,2,2
75689,36,37
75691,689,706
75692,1023,899
75693,1200,1250
75701,5222,6934
75702,4062,5379
75703,6635,8975
75704,1423,2077
75705,282,452
75706,1368,2168
75707,2319,3439
75708,1108,1739
75709,915,1211
75711,20,26
75750,496,796
75751,3136,2911
75752,1362,1282
75754,1218,1404
75755,1059,929
75756,817,764
75757,1972,2612
75758,1813,1711
75759,21,22
75760,523,455
75762,1840,2930
75763,1037,963
75764,30,31
75765,1420,1632
75766,4340,4446
75770,532,494
75771,2876,4613
75773,2438,2869
75778,635,636
75779,15,14
75780,81,83
75782,15,14
75783,1427,1644
75784,92,94
75785,1827,1871
75788,22,19
75789,1175,1591
75790,795,923
75791,1906,2989
75792,472,757
75801,3092,2871
75803,4086,3793
75831,884,971
75833,594,652
75835,2219,1862
75838,91,100
75839,967,897
75840,1205,1325
75844,998,849
75845,546,458
75846,419,460
75847,304,255
75848,14,16
75849,19,16
75850,109,120
75851,954,800
75852,662,720
75853,177,165
75855,397,436
75856,37,31
75858,19,16
75859,380,418
75860,1137,1251
75861,259,241
75862,1833,1538
75865,4,3
75884,763,708
75886,542,503
75901,5879,4994
75903,28,24
75904,7188,6106
75925,622,638
75926,208,174
75928,262,190
75929,311,226
75930,431,313
75931,540,392
75932,295,214
75933,285,207
75934,15,12
75935,2883,2092
75936,182,136
75937,225,191
75938,538,390
75939,727,610
75941,1787,1518
75942,28,21
75943,269,229
75944,235,199
75946,692,608
75948,1233,894
75949,1668,1417
75951,3171,2300
75954,704,521
75956,1641,1190
75959,182,132
75960,160,134
75961,3243,2755
75962,563,479
75964,4141,3518
75965,3659,3108
75966,929,674
75968,401,291
75969,888,759
75972,1301,944
75973,505,366
75974,604,465
75975,737,544
75976,180,184
75977,125,91
75979,2284,1657
75980,509,430
76001,3687,7576
76002,4445,6787
76005,734,1323
76006,4218,7605
76008,2644,5663
76009,2652,5650
76010,9910,10338
76011,3996,5710
76012,4105,6201
76013,5406,7956
76014,6466,6548
76015,2571,3711
76016,4286,7122
76017,4605,10635
76018,3526,5384
76020,3466,8854
76021,5677,9600
76022,2314,3747
76023,1144,1428
76028,8831,16939
76031,2089,4450
76033,3111,6576
76034,1635,7786
76035,374,641
76036,4341,6678
76039,5129,12062
76040,5259,9310
76041,45,101
76043,1290,1517
76044,649,1383
76048,4715,5547
76049,5587,6661
76050,851,1752
76051,2844,15175
76052,2391,7287
76053,4931,7650
76054,1402,3140
76055,527,580
76058,2377,5063
76059,559,1192
76060,1106,1766
76061,22,48
76063,6946,19171
76064,213,482
76065,4744,10722
76066,452,982
76067,3719,4428
76070,108,129
76071,685,905
76073,1126,1355
76077,101,119
76078,1646,2119
76082,2623,5448
76084,1353,2914
76085,1414,3173
76086,2475,5554
76087,3878,8623
76088,1594,3576
76092,1871,9610
76093,265,544
76102,2217,2868
76103,3244,1611
76104,4198,2739
76105,5084,2113
76106,6560,6335
76107,5333,7605
76108,7508,10807
76109,3903,5546
76110,4504,5964
76111,3870,4323
76112,6965,8529
76114,4404,6118
76115,3644,3388
76116,8986,13277
76117,5860,6097
76118,2552,3960
76119,10718,5126
76120,2862,4539
76123,5785,8605
76126,4376,6627
76127,366,508
76129,380,531
76131,4190,13312
76132,4597,6840
76133,7773,10941
76134,3846,5527
76135,2964,5427
76137,5909,14750
76140,4344,6459
76148,1923,6388
76155,941,1696
76164,2832,2594
76177,1936,6332
76179,5901,18748
76180,4577,8877
76182,2531,8425
76201,4779,6838
76203,39,56
76205,3284,4698
76207,1920,4329
76208,2978,7386
76209,4767,6993
76210,7879,11496
76225,650,782
76226,2277,10876
76227,4597,13070
76228,171,206
76230,1711,2060
76233,595,891
76234,3191,3893
76238,71,107
76239,175,220
76240,4526,6780
76241,0,0
76244,4780,21366
76245,313,468
76247,1711,4749
76248,3294,11104
76249,936,2603
76250,149,224
76251,123,148
76252,455,680
76253,31,46
76255,933,1123
76258,756,2036
76259,632,1746
76261,43,52
76262,2509,12339
76263,7,10
76264,238,356
76265,271,329
76266,1668,4645
76267,24,29
76268,34,51
76270,380,457
76271,299,448
76272,874,1319
76273,1573,2357
76301,2576,3234
76302,2087,2619
76305,872,1076
76306,2468,3097
76308,3419,4280
76309,2196,2756
76310,3407,4252
76311,1068,1341
76351,310,373
76354,1934,2428
76357,118,142
76360,487,610
76363,43,44
76364,32,39
76365,818,985
76366,348,418
76367,2263,2840
76370,40,48
76371,288,292
76372,150,179
76373,27,32
76374,667,802
76377,102,122
76379,88,106
76380,605,726
76384,2121,2553
76388,40,40
76389,209,251
76401,5517,6490
76402,179,211
76424,1603,1625
76426,2008,2417
76427,110,132
76429,41,43
76430,443,449
76431,602,724
76432,241,245
76433,366,430
76435,133,135
76436,46,55
76437,1099,1114
76439,3,8
76442,1433,1469
76443,321,325
76444,702,712
76445,63,64
76446,1567,1813
76448,1031,1045
76449,467,549
76450,2237,2688
76452,22,22
76453,215,253
76454,285,289
76455,155,157
76457,613,820
76458,1035,1246
76459,32,39
76460,67,80
76462,611,882
76463,91,107
76464,97,99
76466,29,29
76469,18,18
76470,584,592
76471,328,333
76472,262,308
76474,47,48
76475,159,185
76476,560,659
76481,35,42
76483,184,186
76484,187,220
76486,204,278
76487,414,801
76490,12,27
76491,72,73
76501,2528,3991
76502,7037,11112
76504,3673,5800
76511,323,620
76513,6502,10267
76518,224,246
76519,93,122
76520,1473,1617
76522,6236,9079
76523,34,37
76524,354,613
76525,156,226
76527,555,1272
76528,2845,4148
76530,303,735
76531,714,1038
76534,397,621
76537,1249,3024
76538,144,209
76539,1354,2002
76541,3555,3720
76542,9479,10326
76543,5452,5887
76544,4416,6254
76548,5758,6416
76549,10086,10753
76550,1949,2837
76554,318,502
76556,274,301
76557,704,1252
76559,946,1493
76561,159,233
76565,12,17
76566,53,77
76567,1672,1835
76569,405,621
76570,411,452
76571,1329,2098
76573,4,9
76574,2209,5348
76577,583,671
76578,209,497
76579,763,1195
76596,176,256
76597,490,714
76598,67,98
76599,208,303
76621,171,191
76622,196,220
76623,23,53
76624,305,588
76626,281,317
76627,289,318
76628,14,16
76629,359,394
76630,228,444
76631,68,75
76632,264,290
76633,709,1325
76634,1256,1384
76635,196,215
76636,258,284
76637,83,94
76638,379,745
76639,278,306
76640,370,727
76641,299,334
76642,1140,1254
76643,1943,3818
76645,1934,2127
76648,431,474
76649,132,146
76650,9,9
76651,373,844
76652,184,203
76653,196,215
76654,17,33
76655,1274,2400
76656,383,421
76657,1390,2719
76660,82,90
76661,1370,1506
76664,416,759
76665,411,452
76666,51,56
76667,1852,2037
76670,194,347
76671,340,374
76673,200,222
76676,54,59
76678,20,22
76679,247,271
76680,48,53
76681,88,97
76682,367,638
76685,17,19
76686,43,47
76687,260,286
76689,623,819
76690,257,288
76691,802,1565
76692,1812,1993
76693,320,352
76701,352,302
76704,1518,1308
76705,4064,7411
76706,7159,7819
76707,3415,2936
76708,5000,5794
76710,5235,4500
76711,2027,1797
76712,3367,6615
76798,521,447
76801,4839,4909
76802,1049,1063
76820,19,20
76821,879,892
76823,530,537
76824,0,0
76825,1220,1283
76827,76,77
76828,32,33
76831,6,9
76832,82,120
76834,952,965
76836,10,11
76837,428,450
76841,13,13
76842,38,44
76844,505,735
76845,36,37
76848,13,13
76849,643,681
76852,40,42
76853,235,342
76854,69,73
76856,662,697
76857,350,354
76858,40,42
76859,352,370
76861,374,434
76862,42,44
76864,109,158
76865,25,26
76866,115,121
76869,7,8
76870,9,13
76871,98,141
76872,107,118
76873,11,11
76874,10,11
76875,116,119
76877,663,966
76878,285,289
76880,3,4
76882,58,58
76884,22,22
76885,21,30
76887,21,22
76888,22,22
76890,163,171
76901,5008,6784
76902,0,0
76903,5190,7031
76904,5920,8015
76905,2196,2975
76908,244,330
76909,31,42
76930,21,22
76932,627,659
76933,242,254
76934,215,291
76935,278,372
76936,436,458
76937,19,25
76939,4,5
76940,21,29
76941,235,247
76943,561,588
76945,323,340
76950,627,656
76951,254,267
76953,10,11
76955,23,30
76957,12,16
76958,48,65
77002,3396,4506
77003,2187,2287
77004,6115,10981
77005,3430,10910
77006,2656,9882
77007,5273,16501
77008,6409,10295
77009,6373,10237
77010,164,162
77011,3137,3081
77012,3444,3274
77013,3340,1851
77014,6577,5276
77015,11117,6505
77016,6006,3826
77017,7451,3559
77018,5801,3975
77019,2492,10222
77020,4453,6072
77021,4855,7873
77022,5976,4095
77023,4989,4899
77024,6686,11301
77025,5103,7521
77026,4226,5732
77027,1961,8044
77028,3747,2410
77029,3321,2268
77030,2288,3711
77031,3308,2380
77032,2377,1594
77033,6665,3218
77034,6794,6007
77035,7718,6970
77036,17902,11404
77037,4059,2437
77038,5958,3664
77039,5890,2041
77040,10888,7810
77041,6283,7809
77042,8293,9773
77043,4116,6288
77044,8030,10377
77045,7667,4603
77046,179,735
77047,7591,4558
77048,4859,2918
77049,6312,5606
77050,1003,639
77051,4314,2110
77053,5217,5644
77054,4525,6202
77055,6695,9701
77056,4882,6211
77057,8316,12198
77058,2115,5386
77059,1889,5261
77060,8444,4272
77061,5283,2757
77062,3022,6682
77063,7338,10616
77064,8512,8657
77065,5015,7985
77066,5585,6428
77067,5911,4793
77068,2048,2393
77069,3334,3984
77070,7108,11990
77071,5563,4984
77072,12777,8952
77073,7909,7940
77074,8830,6166
77075,6990,5585
77076,6726,4609
77077,12739,13680
77078,2978,1897
77079,5692,9346
77080,7596,9800
77081,11842,7903
77082,11584,12316
77083,12577,11567
77084,14736,23287
77085,3738,3140
77086,5739,3529
77087,7652,4621
77088,10670,6590
77089,9734,11799
77090,7634,7480
77091,5853,3986
77092,7834,5372
77093,9770,3561
77094,1599,2536
77095,9693,14230
77096,7092,6291
77098,1698,6512
77099,10786,4773
77204,740,1200
77301,5435,7316
77302,2918,3945
77303,3173,4271
77304,3894,10515
77306,2289,3081
77316,3319,8934
77318,2258,4381
77320,7307,6130
77326,26,22
77327,4880,5863
77328,2864,3155
77331,1362,1143
77334,26,22
77335,379,318
77336,1247,3711
77338,6088,9468
77339,4147,10152
77340,6854,5751
77342,4,3
77345,2285,6798
77346,9011,14642
77350,52,44
77351,7311,6134
77354,4515,11928
77355,3248,8458
77356,4408,7492
77357,4018,6070
77358,923,808
77359,134,112
77360,1098,922
77362,759,2050
77363,696,766
77364,453,380
77365,5405,8428
77367,56,47
77368,4,5
77369,112,134
77371,1539,1294
77372,1848,2621
77373,8908,14580
77374,67,89
77375,5667,16196
77376,76,101
77377,3817,9671
77378,2692,3494
77379,11899,18855
77380,3536,8315
77381,4501,10582
77382,4828,11353
77384,2826,7102
77385,4039,5622
77386,8594,13121
77388,7262,11736
77389,4168,10104
77396,9288,10934
77401,2872,4868
77406,7125,13547
77407,9858,14639
77412,10,11
77414,4106,4820
77415,13,15
77417,225,514
77418,1762,2068
77419,234,275
77420,401,474
77422,1974,2897
77423,2655,3411
77426,376,415
77428,16,19
77429,10467,22341
77430,284,494
77431,12,18
77432,23,27
77433,12891,23865
77434,774,908
77435,809,1001
77436,23,27
77437,3128,3671
77440,10,11
77441,2420,5524
77442,202,237
77443,26,31
77444,121,246
77445,2484,2916
77446,1092,1282
77447,2720,4758
77448,81,95
77449,16177,26953
77450,10213,15910
77451,52,118
77453,42,50
77454,33,38
77455,310,363
77456,208,244
77457,75,88
77458,68,80
77459,9173,18075
77460,10,11
77461,1242,2843
77464,53,121
77465,1260,1468
77466,111,130
77467,3,4
77468,3,4
77469,7344,13243
77470,49,57
77471,5596,9552
77473,7,8
77474,2484,2916
77475,127,149
77476,64,145
77477,4530,7627
77478,2853,5666
77479,12029,21014
77480,1148,1666
77481,13,31
77482,393,462
77483,39,46
77484,2168,2845
77485,540,798
77486,1076,1579
77488,2432,2855
77489,4538,8136
77493,6485,11746
77494,14648,30056
77498,6345,11085
77502,7452,4812
77503,4378,3887
77504,5030,3372
77505,2931,5781
77506,6844,4419
77507,79,219
77510,3095,3310
77511,7036,11001
77514,744,894
77515,4511,6959
77517,1302,1395
77518,1013,2633
77519,146,192
77520,6160,6169
77521,10355,10476
77523,4190,5003
77530,4590,6215
77531,2251,3305
77532,3848,7537
77533,148,178
77534,403,641
77535,5520,6632
77536,4379,5928
77538,123,148
77539,6688,12492
77541,2356,3469
77545,2789,6341
77546,7254,13673
77547,1913,1060
77550,5231,5594
77551,4892,5232
77554,1933,2067
77555,4,4
77560,144,173
77561,15,18
77562,1893,1896
77563,2110,2256
77564,314,382
77565,729,1895
77566,4390,6441
77568,4370,4673
77571,4396,8096
77573,9965,25910
77575,2386,2864
77577,168,268
77578,2671,6214
77580,15,18
77581,3953,13769
77582,40,48
77583,4750,10346
77584,7035,26100
77585,146,192
77586,2391,6660
77587,2909,2324
77590,6633,7094
77591,3742,4001
77597,111,133
77598,4320,5700
77611,1641,2164
77612,2056,1491
77613,184,256
77614,104,75
77615,68,50
77616,144,104
77617,26,28
77619,2480,3450
77622,198,276
77623,75,80
77624,118,86
77625,1412,1862
77627,3330,4633
77629,123,170
77630,4811,6345
77632,3798,4762
77640,2375,3304
77642,5577,7759
77650,496,531
77651,1958,2724
77655,42,59
77656,2852,3691
77657,3636,4794
77659,815,1074
77660,266,193
77661,65,78
77662,4210,5477
77663,238,252
77664,643,472
77665,1062,1310
77701,2605,2741
77702,527,555
77703,2628,2765
77705,6389,7693
77706,5888,6195
77707,3431,3624
77708,2456,2584
77713,2501,2934
77801,2700,2863
77802,4562,4836
77803,5461,5788
77807,2353,2498
77808,2726,2894
77830,518,569
77831,647,681
77833,5368,5899
77835,449,494
77836,2139,2349
77837,249,274
77840,9866,10459
77843,1556,1650
77845,12538,13290
77852,8,9
77853,167,248
77855,28,31
77856,944,1036
77857,179,197
77859,1299,1424
77861,521,572
77863,11,12
77864,1322,1451
77865,286,314
77866,6,6
77867,20,22
77868,3033,3322
77871,672,738
77872,364,400
77873,259,285
77875,11,12
77876,8,9
77878,109,120
77879,913,1002
77880,350,384
77882,8,9
77901,7812,8368
77904,5782,6194
77905,2971,3189
77950,28,29
77951,439,470
77954,2131,2350
77957,1625,1791
77960,14,15
77961,30,33
77962,637,702
77963,964,1062
77964,1530,1687
77968,663,710
77969,38,42
77970,52,57
77971,155,171
77973,9,9
77974,88,96
77975,327,360
77976,13,14
77977,130,140
77978,122,130
77979,3271,3504
77982,189,203
77983,337,361
77984,836,921
77986,5,6
77987,30,33
77988,70,74
77990,120,124
77991,79,87
77993,30,33
77994,57,63
77995,1832,2017
78001,0,0
78002,1508,1370
78003,1493,1767
78004,75,142
78005,128,151
78006,5583,11240
78007,21,9
78008,34,39
78009,1356,1606
78010,493,931
78011,303,359
78012,58,69
78013,862,1626
78014,1070,448
78015,2049,5509
78016,1640,1941
78017,924,1087
78019,306,133
78021,33,14
78022,904,571
78023,2587,7777
78024,162,301
78025,755,1424
78026,965,1138
78027,69,131
78028,5989,11294
78029,2,4
78039,284,325
78040,8116,3319
78041,9817,4888
78043,8524,4533
78044,30,26
78045,10538,8066
78046,11883,8724
78050,91,108
78052,1165,1358
78055,244,291
78056,329,389
78057,190,225
78058,195,357
78059,891,1055
78061,1646,1949
78062,0,0
78063,1449,1718
78064,2451,2899
78065,1876,2221
78066,102,120
78067,130,55
78069,936,1003
78070,2418,6187
78071,859,542
78072,88,37
78073,1601,1518
78074,14,26
78075,22,14
78076,2746,1151
78101,1623,1643
78102,4921,5002
78104,9,10
78107,57,63
78108,5789,9967
78109,6866,12321
78111,3,3
78112,1628,1480
78113,412,457
78114,4120,4545
78116,41,45
78117,120,132
78118,912,1005
78119,1309,1433
78121,2759,3145
78122,65,72
78123,303,514
78124,922,1503
78125,9,10
78130,10748,24241
78132,4358,11263
78133,2416,6257
78140,666,745
78141,136,150
78142,21,22
78143,14,15
78144,5,6
78145,14,14
78146,113,115
78147,340,375
78148,2323,5853
78150,1,3
78151,242,267
78152,512,465
78154,5154,9959
78155,6832,11582
78159,147,162
78160,844,930
78161,131,144
78162,54,55
78163,1622,4201
78164,645,711
78201,10310,6401
78202,2202,2090
78203,1289,903
78204,2817,1262
78205,585,250
78207,12945,5532
78208,748,707
78209,6616,9853
78210,8138,4194
78211,6572,3003
78212,5397,4981
78213,8477,8666
78214,5266,3065
78215,862,460
78216,6368,11183
78217,4763,8183
78218,5994,7350
78219,2754,3310
78220,3454,3322
78221,8445,4875
78222,5014,3707
78223,12932,7919
78224,4486,2492
78225,2756,1260
78226,1645,603
78227,9943,5089
78228,13522,5857
78229,6324,7447
78230,5941,13691
78231,1264,2931
78232,4517,10272
78233,6830,11375
78234,1163,1732
78235,564,321
78236,2315,744
78237,8592,2935
78238,4787,4265
78239,5145,6099
78240,10655,12784
78242,7252,3393
78243,54,17
78244,5961,6753
78245,15592,17681
78247,6359,14046
78248,1941,4503
78249,10505,14192
78250,8944,11158
78251,9710,12196
78252,2915,2648
78253,5799,16977
78254,7552,17774
78255,1479,4603
78256,1200,3596
78257,1142,3277
78258,4811,13767
78259,3011,8070
78260,3490,9984
78261,2541,7271
78263,850,772
78264,2478,2307
78266,861,2220
78330,111,158
78332,5655,3565
78336,2163,2204
78338,11,7
78339,90,127
78340,61,62
78341,300,126
78342,66,42
78343,628,893
78344,41,35
78347,3,5
78349,67,28
78351,83,118
78352,45,45
78353,79,50
78355,1453,917
