puma22,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
3604408,29465,26777,182,11932,4594,0,8858,7105,663,15880,8207,16192,52.39
3604409,25484,19381,877,6565,4300,54,8836,11860,684,11661,7934,13526,56.8
3604410,24212,18212,946,6557,4127,0,10012,8578,1635,13600,8480,7908,57.07
3604411,19926,24510,132,11539,153,0,8331,2390,1303,11803,5636,11262,44.84
3604412,51198,28936,584,9362,31933,30,3000,9018,2074,27334,16400,16692,63.89
3604413,26908,36638,440,5738,14925,0,4587,5272,1324,16207,7690,8566,42.34
3604414,27307,19627,182,521,13413,0,12076,9077,983,14961,9475,8175,58.18
3604501,32123,30646,1721,3786,9891,0,17911,9893,1696,14023,11196,9271,51.18
3604502,18850,28391,135,5170,1824,393,11711,4947,1535,11117,6615,8907,39.9
3604503,20337,40414,0,2520,195,0,18110,1805,1159,12327,7398,4162,33.48
3700100,27366,27550,558,917,825,0,26732,2463,2770,12955,10473,484,49.83
3700200,33651,27579,1287,265,1808,72,31952,4323,3648,15693,14258,2153,54.96
3700300,29537,28861,2816,3,5981,1,23959,2304,2934,15182,13523,1703,50.58
3700400,22479,24216,1149,122,9013,92,13028,2876,1959,13385,10748,1447,48.14
3700500,21844,20271,521,97,11143,0,10478,1725,2497,10321,8735,1063,51.87
3700600,27021,16745,1134,351,17621,0,8812,945,3113,14736,11767,761,61.74
3700700,21578,27363,877,92,7250,117,13815,1061,4511,10387,8294,414,44.09
3700800,28104,37632,1140,439,9764,0,18456,1494,2986,14612,12366,766,42.75
3700900,28978,27792,1353,567,16897,0,11480,1055,3547,15385,11075,839,51.04
3701001,30156,27924,792,717,14143,8,14584,4901,2202,12879,12283,2756,51.92
3701101,28127,35347,727,611,8133,28,18852,5091,2802,12545,10416,3307,44.31
3701201,23458,36648,1033,1256,11386,0,11715,3262,1405,7887,8308,2932,39.03
3701202,21768,42678,576,916,8222,0,12294,2729,1066,7373,6279,2454,33.78
3701203,11723,38791,906,659,4504,0,5846,2712,1490,1835,2565,2369,23.21
3701204,18884,31724,1504,279,7075,0,10002,5869,2331,6982,8412,5765,37.31
3701205,15869,35758,959,628,4789,0,12172,1596,2559,7736,6621,1347,30.74
3701206,9853,43904,124,1577,3305,0,5670,763,929,4184,3649,1376,18.33
3701207,12268,42561,0,1559,1782,0,8923,2704,691,4353,3704,3002,22.38
3701208,8970,44666,422,879,1559,0,6713,821,479,3280,2878,1209,16.72
3701301,24426,58567,713,1601,15604,0,7453,3683,1812,6546,6183,2755,29.43
3701302,25144,30504,1169,515,13323,0,10106,4743,2924,11328,6686,3911,45.18
3701400,19312,36612,1228,1880,4357,43,14219,3260,2436,7440,5084,2399,34.53
3701500,23036,32362,666,485,6436,0,15935,4956,2716,9888,6975,3811,41.58
3701600,27527,41925,603,1239,8986,0,18200,3933,3274,10808,8307,3133,39.63
3701701,20915,36580,630,693,9213,0,10247,2469,1298,8893,6615,2245,36.38
3701702,27234,23401,792,1952,17571,0,9190,2592,1184,9959,7798,2659,53.78
3701703,15799,35415,423,789,6383,0,8466,1975,1363,7492,5287,1841,30.85
3701704,25779,27358,928,1906,12642,0,12800,3161,3210,10631,8815,2673,48.51
3701801,23290,21021,240,704,13926,0,9199,4136,1765,9127,9737,3331,52.56
3701802,28340,25209,1425,637,12214,0,15817,5365,1691,9890,8443,3414,52.92
3701803,21232,36682,605,917,5054,0,15964,2685,3307,9306,6610,1990,36.66
3701900,18277,25149,2032,263,1062,0,16099,2186,2356,9655,8033,1622,42.09
3702000,22430,24127,982,403,2342,0,19991,1071,2939,11607,9528,509,48.18
3702100,25264,29341,998,1035,2084,0,22779,2574,2217,11982,10047,1782,46.27
3702201,19248,31646,809,936,3692,0,15421,2291,1659,9315,8905,1757,37.82
3702202,18651,28379,361,184,827,93,17871,904,2364,8868,7221,668,39.66
3702300,23950,23580,3724,608,108,0,21899,1187,2899,11643,9415,542,50.39
3702400,27068,28438,2705,359,875,78,25436,1885,3329,12285,9098,1439,48.77
3702500,25391,37231,1437,185,1643,0,23598,3321,2772,10990,10827,1876,40.55
3702600,29195,25751,1059,339,7541,0,23918,964,3185,13279,11904,963,53.13
3702700,24482,32080,2146,711,3430,175,22833,1244,2555,13289,13720,917,43.28
3702800,28828,35482,1254,1576,3755,299,23878,3693,2130,13365,13648,2545,44.83
3702900,20339,41862,1014,1144,4302,0,15943,3159,2491,9222,7064,2403,32.7
3703001,21175,22158,919,81,3768,0,18046,1461,2101,9623,9384,1302,48.87
3703002,23806,26796,1255,933,8755,0,15008,3535,1899,9578,9611,2097,47.05
3703101,21749,41063,263,752,12322,0,8312,3569,1279,4961,4567,3083,34.63
3703102,26567,21153,477,934,19033,54,4376,4757,2749,11656,8556,5231,55.67
3703103,21938,26238,135,2379,13135,70,6355,3427,1247,6225,4869,4896,45.54
3703104,12697,53105,227,1501,3125,0,8766,1424,1026,6162,3112,1958,19.3
3703105,18616,35232,306,761,8686,0,6804,5214,1520,5655,4257,4044,34.57
3703106,14951,54256,486,1305,6403,0,7331,1436,1273,6859,4513,2215,21.6
3703107,17691,35431,405,1089,8519,0,7539,3874,1090,4869,4028,3526,33.3
3703108,13951,43356,262,1443,4090,0,8047,3672,1157,5575,3094,4484,24.34
3703200,21104,34992,471,853,7484,88,13680,3281,3592,8188,7288,2564,37.62
3703300,17730,24177,466,255,3069,0,15050,1318,2770,8332,5991,687,42.31
3703400,27555,29590,2754,484,7219,84,21301,3852,4026,12847,12423,2459,48.22
3703500,32105,34298,1113,977,6049,0,27549,3170,5009,14215,15327,2373,48.35
3703600,24852,31181,1665,442,2423,0,20919,4754,2625,10413,10873,2438,44.35
3703700,21548,32113,1041,607,5526,0,15472,3624,2502,11125,6730,2071,40.16
3703800,23221,26536,2010,425,6847,0,16000,4010,4186,8704,9790,1833,46.67
3703900,24956,16425,1126,85,8781,0,12936,5039,3147,10538,9841,3316,60.31
3704000,24322,22611,623,699,10103,0,13678,2561,3528,10700,7084,1568,51.82
3704101,23495,21725,1245,479,9730,0,12680,2744,4611,9739,11257,2451,51.96
3704200,36503,39064,660,1013,17406,0,18557,2885,3428,11711,13071,1846,48.31
3704300,32185,39180,1248,1220,9525,0,22447,1916,4959,15500,11517,806,45.1
3704501,23247,31279,1858,77,6556,0,17711,4753,7213,5589,8219,1786,42.63
3704601,16267,31262,914,481,3058,0,12887,1277,1616,9052,5941,871,34.23
3704701,28998,50581,1969,1372,5072,0,22188,2457,2474,10625,10696,1925,36.44
3704800,22705,42622,1087,328,4337,0,19374,2778,3152,12474,8033,572,34.76
3704900,47984,26539,15369,293,16069,0,18160,2555,3745,22524,17472,1758,64.39
3705001,25117,23683,826,1107,15576,76,9661,2626,6576,9031,9066,1426,51.47
3705002,18173,21037,1900,953,7665,108,10442,2563,5254,6818,5718,1310,46.35
3705003,21614,20109,1806,886,11813,46,9478,4478,7135,6101,7242,1764,51.8
3705200,27407,20682,3803,469,12755,0,12600,2677,3807,10735,10076,1558,56.99
3705301,16871,24533,518,48,5408,0,10140,3155,1204,8461,6382,1992,40.75
3705401,14444,35522,828,1398,2458,0,11312,2164,1566,5477,4822,2607,28.91
3800100,14514,29104,1751,180,1250,0,13400,1596,2092,5744,5770,1007,33.28
3800200,15376,30103,1925,210,1252,0,14092,1577,2172,6206,6096,996,33.81
3800300,16125,36527,767,395,2457,56,13617,958,1279,6406,4826,64,30.63
3800400,18768,28244,3002,527,732,4,15843,466,2119,8960,7097,308,39.92
3800500,19145,30850,1781,598,993,0,17272,1121,1833,6797,6558,1134,38.29
3800600,25376,58385,2003,393,3532,0,21313,3003,2290,6534,7117,3870,30.3
3900100,22980,44689,813,152,803,14,22260,1728,2191,9368,9524,891,33.96
3900200,15903,26642,596,153,862,4,15015,1901,1915,5960,6423,620,37.38
3900301,16684,38748,1073,837,1357,0,15522,1284,1630,8619,5292,414,30.1
3900302,37012,33772,1981,1266,14554,103,23001,3557,2731,13490,15221,1362,52.29
3900303,31059,18621,1757,741,14688,12,17418,3807,2968,10937,12892,1145,62.52
3900401,19693,31738,200,363,2393,0,17905,1635,2258,9603,8485,366,38.29
3900500,23284,31833,595,204,2795,0,21211,2307,2659,10643,10686,723,42.24
3900601,30180,27772,886,1304,6015,0,23581,6996,3796,11248,11862,2003,52.08
3900602,17979,49343,570,870,1499,0,16732,1339,3226,9858,6382,548,26.71
3900701,11375,32161,207,691,618,0,10660,755,1022,6416,4860,1219,26.13
3900702,23676,45247,1260,567,2796,0,21645,1945,1914,9890,9982,2873,34.35
3900703,25374,24321,656,1338,9699,0,16546,5539,2288,8977,11280,4391,51.06
3900704,23415,31212,235,912,3441,0,20052,2968,2376,12517,10774,3172,42.86
3900705,12228,35002,228,1004,846,0,10250,1042,1043,7561,4332,2746,25.89
3900706,24203,20566,245,240,16073,0,8102,976,2681,12156,8626,450,54.06
3900707,36344,19251,1056,1131,16418,0,17554,8542,1890,11705,14236,4190,65.37
3900708,48874,18593,1090,984,44290,1,5098,1334,3457,22788,22439,1481,72.44
3900709,35021,28716,732,1034,22887,191,12354,457,2029,14333,13263,1032,54.95
3900710,14910,46019,3,845,4954,0,9880,436,1052,8433,4815,1714,24.47
3900801,13912,34131,52,507,1827,0,11891,496,1582,7919,6234,636,28.96
3900802,18502,32861,493,785,1620,0,17588,1815,2279,10507,6699,2278,36.02
3900900,30558,45371,801,248,2608,0,29020,2328,4712,15149,12334,2186,40.25
3901001,20838,32307,575,139,732,0,20386,798,2631,10410,8081,612,39.21
3901002,25889,23416,558,669,5596,0,21628,1231,3227,10702,13188,397,52.51
3901003,43788,37512,1487,720,14981,117,31371,5293,4263,20115,17453,2857,53.86
3901100,25610,37485,1457,873,2634,0,23948,1600,2580,11489,10799,98,40.59
3901201,10025,36790,809,618,2091,0,7935,358,1091,5432,3873,862,21.41
3901202,19206,28926,691,996,2507,0,16163,470,1970,7908,6519,777,39.9
3901203,51746,34487,3343,2641,20369,0,33264,1855,4252,19447,18047,2797,60.01
3901204,16883,30904,1376,287,1680,0,15957,427,1500,9638,6517,500,35.33
3901300,20192,52048,433,466,1361,0,18935,1012,2214,8644,7642,261,27.95
3901400,17810,26391,694,729,463,0,16872,365,2229,8542,6702,1832,40.29
3901500,21549,29513,765,59,843,0,20997,821,2528,10041,9617,663,42.2
3901600,21918,27618,929,184,2358,28,20811,1009,2346,9808,8610,356,44.25
3901700,22520,27109,921,246,1354,0,22052,1136,2474,10482,8732,402,45.38
3901800,19653,33883,540,381,987,0,18647,1751,2211,8306,7631,475,36.71
3901900,15676,27357,928,172,1177,0,14885,1614,2096,6335,6420,384,36.43
3902000,21052,19969,862,222,4625,0,17066,1785,2177,8687,9165,950,51.32
3902100,20157,32609,1175,54,1038,0,19843,599,1836,8273,8545,199,38.2
3902200,21721,34887,1190,181,1440,7,21584,1171,2162,9654,7339,153,38.37
3902300,15219,28676,248,151,898,0,14426,859,1872,7432,5819,704,34.67
3902400,27109,29904,829,533,5296,0,23927,1556,2911,11606,10087,373,47.55
3902500,19278,41350,790,523,1138,0,18637,482,2239,8115,7846,433,31.8
3902600,26621,34869,1456,371,1294,0,26309,807,3742,14209,12456,698,43.29
3902701,22668,36538,569,662,2453,0,21668,530,3134,9639,6822,436,38.29
3902702,29420,29994,1409,551,6894,0,25833,1705,2624,10661,11871,180,49.52
3902703,21092,28635,578,175,2054,0,20273,748,3613,10269,8905,486,42.42
3902800,32189,35303,605,439,1796,0,31090,478,3897,14680,14884,123,47.69
3902900,18105,26483,62,104,359,0,18105,145,2436,8888,9185,127,40.61
3903000,23366,28786,762,281,1497,0,22203,528,2900,11356,9782,192,44.8
3903100,26594,26242,757,261,3199,0,26204,482,2648,11430,11494,405,50.33
3903200,25004,42513,1376,985,1908,0,23125,607,3589,10716,10621,504,37.03
3903301,7751,30114,246,735,756,0,6905,602,1052,3420,3202,652,20.47
3903302,8750,34024,274,829,857,0,7790,682,1189,3867,3627,737,20.46
3903401,12050,37687,2,1482,3848,0,6907,635,855,3706,2970,2602,24.23
3903402,20426,30039,726,1270,10230,98,11094,2191,1059,7849,6036,4038,40.48
3903403,15616,31576,525,1530,3961,95,11837,1558,902,4870,3826,2095,33.09
3903404,13128,34083,407,835,3617,7,9896,1672,467,3722,2937,1204,27.81
3903405,17623,38837,459,1911,3795,4,13426,2462,1262,5786,6122,3332,31.21
3903406,17757,30179,345,2708,2669,118,14445,1242,1208,4266,3950,1675,37.04
3903407,22234,21856,658,1656,13566,1,8906,2303,1265,7988,7821,4402,50.43
3903408,26773,26848,822,972,17801,0,11493,2376,3146,9692,11134,2468,49.93
3903409,31108,37099,966,1309,17459,3,16045,2711,3508,11523,13461,2464,45.61
3903410,20232,19778,561,395,7772,127,12687,2198,2253,7619,7213,3352,50.57
3903411,17154,27450,512,1410,4984,0,12405,2032,1657,6494,7732,2337,38.46
3903500,24015,35804,1700,1032,2936,0,20260,1197,3367,8984,9620,2395,40.15
3903600,23592,44232,882,700,2659,52,21416,1091,3068,9681,6689,643,34.78
3903701,25161,30004,382,551,11446,102,15755,402,3291,11813,10516,782,45.61
3903702,18582,28177,440,1352,2555,0,15731,823,2530,8436,6186,1405,39.74
3903703,38331,27819,1107,797,19242,0,20612,2212,3804,14836,14841,2500,57.95
3903704,18074,40429,764,1095,2683,0,14985,545,2732,7578,5267,476,30.89
3903801,23991,24097,1259,206,4192,0,21812,1613,1720,8721,8279,1086,49.89
3903802,25586,28602,1238,1458,3261,0,21642,3584,3195,10590,12600,2802,47.22
3903803,8631,35151,208,912,1296,0,7439,601,460,2468,2142,806,19.71
3903901,10264,31993,827,503,1071,0,9194,536,1137,4350,3944,687,24.29
3903902,12925,34334,592,590,1010,0,11338,821,686,4171,5508,858,27.35
3904000,20927,24322,685,106,1453,45,20033,318,2389,9663,8921,103,46.25
3904100,23358,23318,971,117,1694,0,22978,345,2662,9646,10887,73,50.04
3904200,28104,27305,1527,640,1473,0,27387,440,4561,12051,11596,271,50.72
3904300,25968,19608,1019,344,1231,0,25618,613,3060,10985,12941,154,56.98
3904400,27226,21969,975,204,1347,15,26717,691,2973,12268,13885,106,55.34
3904501,19946,22753,757,251,615,126,19866,245,1328,10353,9794,466,46.71
3904602,20035,38212,234,482,717,0,19810,409,2174,9535,7779,358,34.4
3904701,9082,30708,272,169,988,0,8082,817,676,3393,3092,70,22.82
3904702,15246,29764,383,670,4825,0,10232,904,1283,6989,5754,636,33.87
3904703,23615,38993,531,782,10124,4,14434,135,2766,9609,11148,773,37.72
3904704,12067,29261,285,544,2189,23,9923,49,2015,6587,4468,1045,29.2
3904705,32188,20613,1228,520,19960,214,14228,1899,2352,9567,10461,1834,60.96
3904706,31987,26169,1039,1791,17591,0,14098,2242,2770,9643,12082,1171,55.0
3904707,18681,35238,973,648,8941,0,10434,884,1417,6041,6738,707,34.65
4020100,20477,19501,3631,340,650,159,17276,5654,2260,8290,8853,3719,51.22
4020200,19500,26229,3143,59,1600,6,16980,2667,2563,8731,9594,771,42.64
4020300,22345,21891,6441,435,1285,29,19235,2260,2216,10042,9555,1053,50.51
4020400,16607,23337,6124,576,817,46,14343,1709,2279,7394,7973,823,41.58
4020500,25391,22741,10047,801,866,152,22084,1660,3128,11128,12366,811,52.75
4020600,25176,15678,14272,436,993,0,18299,1607,3506,10962,12463,1059,61.62
4020700,27627,29330,9742,528,3149,0,22231,2257,3165,12466,14360,878,48.51
4020801,25177,20647,5218,301,8734,44,12963,4800,3083,8223,12051,3865,54.94
4020802,21384,27474,4762,1074,3575,23,16613,2753,2253,7460,7344,1442,43.77
4020803,27017,36033,4852,1498,5223,0,20476,4481,2591,9040,8759,3241,42.85
4020804,28754,38315,5900,1540,4944,22,22297,4225,2976,10143,9842,2628,42.87
4020805,18062,27629,2849,1198,3064,4,14193,3677,1868,7018,6418,2940,39.53
4020900,20962,20919,6242,598,2371,20,17070,1812,2327,8895,9698,801,50.05
4021000,23643,18815,6933,451,2519,0,19626,1749,3032,9413,11076,1009,55.69
4021100,24022,24763,5428,749,2494,32,20341,1824,3187,9663,10305,1253,49.24
4021200,16628,22208,3039,457,1606,57,14737,1181,2550,8144,7518,330,42.82
4021301,23692,32800,3678,1615,2056,82,19913,3805,4258,8254,8427,2160,41.94
4021302,25005,34626,3881,1705,2170,86,21014,4012,4493,8710,8896,2282,41.93
4021401,30183,42960,3094,2345,9122,318,22096,3981,2290,7560,10212,2134,41.27
4021402,19627,45076,1503,1250,5272,0,14778,1823,2330,5578,7041,1597,30.33
4021403,23577,24045,3503,1179,7311,260,16919,3725,4553,9368,10652,908,49.51
4021404,20254,32700,1712,891,10491,0,10916,866,1452,7701,7404,832,38.25
4021405,25560,15673,2883,594,4085,55,17366,10022,1383,7719,8903,6973,61.99
4021406,25373,19765,4380,783,6974,0,17188,9675,1554,6547,9699,5661,56.21
4021500,20237,37510,2710,1429,1222,168,16980,3886,3988,8838,9225,1673,35.04
4021600,28419,23902,3140,1289,2943,0,24364,6872,5254,11240,12170,761,54.32
4021700,24561,22895,4529,555,7389,311,18044,5002,4866,8523,12175,973,51.76
4021800,18271,28060,4145,47,1251,18,16988,2236,1865,7278,8852,309,39.44
4021900,23177,22668,5588,419,2032,51,21258,3527,2602,9045,10717,934,50.56
4022000,26553,23947,8835,131,1365,120,24121,2532,4092,11320,12901,1039,52.58
4022100,28058,20061,8644,326,2675,0,23870,2050,4264,11722,13489,853,58.31
4100301,20849,22372,1351,1624,1064,221,19010,2474,2613,7422,7370,1383,48.24
4100501,15319,24889,1304,1313,764,62,14266,2683,2225,6391,5746,1291,38.1
4100502,15293,24042,1327,1363,859,48,14237,2736,2190,6347,5676,1278,38.88
4100503,12928,26841,878,868,163,118,11996,1838,1900,5760,5206,1161,32.51
4100504,12642,29877,565,1410,1138,0,11288,1495,902,6364,4822,1177,29.73
4101701,18475,28791,1164,731,0,17,17783,2382,2258,7074,5259,589,39.09
4101702,23852,32022,2019,752,340,69,22274,3960,3481,9847,7863,1819,42.69
4101900,22856,23103,2170,924,359,224,22367,1851,5092,12386,12573,1001,49.73
4102901,23346,22979,1955,654,902,0,21774,4993,4394,10196,9970,1970,50.4
4102902,21102,23390,1642,1147,680,104,20418,3215,1664,10793,7430,1204,47.43
4103903,33690,32483,2323,2236,1376,56,31377,4890,3292,9335,10937,2173,50.91
4103904,22348,24749,2078,2285,1108,327,21006,3445,2032,8009,9278,1056,47.45
4103905,21942,24865,1507,1128,495,0,21571,2566,4238,12089,10167,473,46.88
4104301,22907,24610,1482,1782,1165,243,20881,2731,2875,8160,8107,1532,48.21
4104703,20004,18461,2684,1152,465,101,15373,7951,2222,6416,7343,6205,52.01
4104704,20993,21941,2146,1006,914,126,18988,5026,3029,8932,8242,2690,48.9
4104705,18463,24681,1606,607,350,18,16072,7127,1501,9086,7380,5170,42.79
4105101,21162,30696,1321,1987,3289,48,17791,3435,1639,6693,6257,2118,40.81
4105102,22534,23955,1660,3362,4231,70,14929,4708,2030,8502,9629,7180,48.47
4105103,22445,27833,1398,3668,1522,0,18474,3128,1911,7314,9281,3284,44.64
4105105,20132,39881,1173,1491,1970,188,18449,3372,1461,4864,4202,1019,33.55
4105114,26999,48451,2218,2547,2299,84,23663,2727,2193,8946,9295,915,35.78
4105116,31573,32574,1648,4079,2876,405,25476,6761,2890,12874,13590,8310,49.22
4105901,19461,18901,1895,542,731,0,17351,4545,1514,8552,8958,1353,50.73
4106501,20055,20224,2247,436,725,83,17866,4515,3076,9070,8302,2462,49.79
4106720,16158,33072,1749,1553,876,93,12675,3792,1925,6670,4889,3384,32.82
4106721,15889,27492,1759,1436,314,0,12593,4163,1058,5982,5892,2315,36.63
4106722,16937,29724,912,3132,505,244,13105,6056,2501,5900,5507,3822,36.3
4106723,15303,29490,247,3476,1993,52,11706,2545,1329,5860,5674,3716,34.16
4106724,18285,31034,927,2584,2367,0,14786,5472,1025,7032,7614,2957,37.07
4107100,17752,22175,1932,725,584,76,16110,3396,2592,7611,7894,1620,44.46
4109000,22450,29178,1431,616,676,186,21126,2368,3939,10827,10051,916,43.48
4109100,39790,33763,3803,1192,87,252,38959,5133,8165,20638,19376,1185,54.1
4109200,27006,18547,3441,436,142,19,24473,5603,3479,13539,11309,2946,59.28
4109300,23799,30153,2167,847,759,140,21914,3752,3747,10703,10620,1697,44.11
4200111,30741,33074,1066,948,6480,0,26041,2992,2843,12977,11767,2416,48.17
4200112,18471,28275,543,426,1211,0,18368,1143,2084,8210,7312,287,39.51
4200200,23057,26184,615,291,523,63,22113,777,3479,11016,9280,709,46.82
4200300,33169,35615,652,88,572,0,32999,419,3414,16339,16704,215,48.22
4200400,25917,32527,449,281,923,0,25741,1096,3788,12523,10612,452,44.35
4200500,19590,24237,560,341,1156,0,19204,1777,2527,10147,7641,782,44.7
4200600,26561,39345,1385,784,4546,0,21887,6075,4430,14091,11427,3415,40.3
4200701,22181,23044,1732,975,2844,0,18923,4567,1643,10829,9377,2298,49.05
4200702,22764,31513,890,365,548,2,22266,1896,2373,11110,8196,490,41.94
4200801,21865,34189,601,325,1246,3,20787,1302,2044,9752,11023,271,39.01
4200802,28708,24816,585,663,4022,67,21240,9501,3909,12606,11338,7364,53.64
4200803,21956,27562,393,364,1434,363,21200,1517,2860,10430,9421,484,44.34
4200900,25583,35708,420,345,1897,10,23756,785,3944,11800,9668,277,41.74
4201000,20242,25670,160,59,582,0,19890,807,2657,11239,7875,271,44.09
4201100,22432,32543,309,334,646,0,21902,1007,2533,10301,8433,1381,40.8
4201200,24281,33237,821,2799,1576,183,21187,1377,1985,7880,6388,1439,42.21
4201300,25174,28743,616,269,481,0,24560,358,3978,12962,10999,423,46.69
4201400,20522,26177,659,72,2513,22,18982,504,2628,10166,10486,349,43.95
4201511,20361,29122,1310,86,2090,8,19765,899,2638,11261,9546,241,41.15
4201512,25353,32867,1151,192,4080,85,22708,1251,2582,12007,11193,82,43.55
4201600,27425,54028,1247,473,1022,0,26795,762,2404,13315,10584,434,33.67
4201701,38635,46312,1643,3813,16418,47,20733,1622,3247,13712,13395,2628,45.48
4201702,21858,31066,730,634,6256,0,16226,2068,2140,10943,8155,1654,41.3
4201801,15137,33391,124,719,2195,0,13847,346,1928,7040,4150,573,31.19
4201802,16079,49898,136,999,771,0,14679,1157,1723,7765,6488,759,24.37
4201803,17147,40148,690,373,1693,0,15737,915,1259,9161,5721,437,29.93
4201804,32616,45438,790,820,12165,0,22078,978,3175,14874,14338,1005,41.79
4201805,25080,25582,575,390,8183,0,18482,348,2724,12059,10710,416,49.5
4201806,16950,41592,0,369,2468,0,14442,387,2276,7699,5795,1001,28.95
4201807,13525,35188,2,1228,1490,0,11435,1,1535,7753,5560,486,27.76
4201900,30925,29789,819,636,934,0,30075,595,4252,14562,12544,655,50.94
