puma22,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
2800800,26609,14742,208,88,21607,0,5250,216,1457,12312,11816,652,64.35
2800900,19853,30240,219,244,14036,0,6397,91,2753,8651,9189,347,39.63
2801001,25181,22692,648,207,16416,0,8841,693,1503,9485,11034,845,52.6
2801101,41180,30789,815,218,34615,0,7059,807,2749,14034,14349,964,57.22
2801300,24718,44232,666,485,6034,0,18497,801,2657,10298,11404,938,35.85
2801400,21992,18222,923,138,9283,74,12553,877,2640,10781,10578,1162,54.69
2801500,24971,17408,1545,435,13641,0,11020,1071,3262,11554,11103,649,58.92
2801600,38448,27599,1271,738,23231,0,15945,526,2793,20225,17927,83,58.21
2801700,26221,19257,221,0,11515,55,14403,1331,2691,13825,10379,1106,57.66
2801800,34529,35508,1700,434,14887,0,21198,2487,3357,12592,15746,485,49.3
2801900,26343,29174,1032,128,4151,0,22917,812,4005,13625,15936,0,47.45
2802001,19261,21524,1281,1106,5898,98,13615,1197,4307,8560,10236,1063,47.23
2802002,19082,21356,1270,1091,5860,98,13476,1181,4257,8473,10145,1050,47.19
2802100,26306,30678,1738,892,7609,96,17360,3214,3157,11274,12219,1406,46.16
2900100,18311,24163,408,48,454,0,17759,1194,1607,7814,6575,265,43.11
2900200,19940,24077,860,318,2249,0,18104,1063,3171,8772,10630,515,45.3
2900300,18266,24945,187,188,980,0,17510,131,2377,7791,7045,215,42.27
2900400,20806,35079,501,433,899,313,20219,658,3222,9871,8987,477,37.23
2900501,24005,38355,982,808,3866,0,21020,1218,2175,9194,8761,844,38.49
2900601,21471,36353,433,2314,3458,0,17558,1394,1363,6172,7006,2078,37.13
2900700,21373,27990,1167,159,764,0,20759,873,2153,10291,8504,757,43.3
2900800,20412,34754,1124,407,1354,12,19499,849,3779,7631,8230,220,37.0
2900901,8979,34688,493,271,597,0,8452,1422,945,4004,4560,215,20.56
2900902,21430,34618,713,806,4982,0,16243,3597,1941,8231,8699,2541,38.24
2901000,13223,30996,516,341,3133,0,10908,1453,1560,4128,3632,1216,29.9
2901101,39538,45111,1615,1141,19035,141,18868,6935,3236,13503,13620,4332,46.71
2901102,24445,32949,916,177,8213,0,16632,3021,3545,11210,9024,983,42.59
2901103,16046,38503,679,796,3605,0,13665,1278,968,6278,5650,445,29.42
2901104,9437,33001,293,272,2734,0,6882,924,1523,3246,3388,596,22.24
2901105,25682,38134,1004,967,13890,89,12161,2925,2396,9923,7269,1326,40.24
2901200,13351,34722,972,242,768,0,12989,1048,1898,6763,6893,108,27.77
2901300,26116,24751,1942,95,108,0,25678,1381,3538,10812,11381,480,51.34
2901400,23397,21322,1037,453,223,97,22994,934,3287,12224,11219,319,52.32
2901500,16997,19501,920,235,1200,45,15608,671,2774,7223,7367,370,46.57
2901600,23997,26411,1119,751,1258,28,22517,902,3196,11061,11386,615,47.61
2901700,20806,29576,370,748,719,0,20140,728,2792,11888,9647,449,41.3
2901801,6590,39327,105,120,211,0,6328,0,1267,3773,3266,193,14.35
2901802,13307,44306,400,232,1090,0,12873,460,1950,5803,5880,326,23.1
2901803,13342,40998,832,259,1455,0,12191,671,1693,6183,7225,481,24.55
2901901,27115,22888,1063,620,20472,0,7125,671,3680,11840,13209,1104,54.23
2901902,15773,33587,520,603,7911,0,8437,1262,873,6921,5176,1110,31.96
2901903,35609,33618,1228,745,23801,0,12898,2046,3396,14371,14273,1730,51.44
2901904,9422,35078,78,983,1804,0,7295,520,841,4930,2429,736,21.17
2901905,10331,32624,200,2056,2327,1,6502,337,707,3805,1804,589,24.05
2901906,9904,37744,115,617,990,0,9035,561,1192,5721,3240,1017,20.79
2901907,18110,48820,545,738,2016,15,15786,1337,935,8588,6026,2706,27.06
2901908,8361,32801,285,615,398,0,7801,976,1201,4265,2987,1154,20.31
2902001,33735,23393,718,1319,27214,0,5893,874,3216,14496,13207,1097,59.05
2902002,33259,50246,779,1243,11794,0,22450,2054,2370,11660,14780,1757,39.83
2902101,14011,30131,579,326,627,0,13799,961,939,5255,3134,152,31.74
2902102,13921,30743,226,60,724,0,13793,764,2017,5558,6171,59,31.17
2902200,24055,24398,1542,666,743,0,23580,984,2925,9512,12861,188,49.65
2902300,23895,23695,1477,644,3492,0,21479,912,2523,9970,9184,160,50.21
2902400,23812,19523,1795,103,3224,85,21360,969,1994,10435,11735,411,54.95
2902500,24606,20221,1041,135,1587,0,23685,487,3457,11765,13966,88,54.89
2902600,24876,18676,2295,138,87,0,24340,445,4709,10690,12551,105,57.12
2902701,23319,41241,1156,1175,899,0,22670,1080,4012,12091,8869,400,36.12
2902702,28863,26184,1948,1325,2746,194,26354,2357,3388,8308,9589,1177,52.43
2902703,20849,37296,519,795,710,0,20546,1407,2187,6835,6032,192,35.86
2902800,28426,27792,1424,517,1436,0,26937,2444,3842,15001,11364,1308,50.56
2902900,31959,37686,2589,1111,1875,127,30446,4031,2595,14944,14527,1009,45.89
3000100,23264,32932,3301,87,210,99,21077,596,3346,11340,7695,171,41.4
3000200,30303,40801,3915,458,468,0,28200,2244,5021,13168,11386,370,42.62
3000300,20108,29946,2272,435,497,0,19196,1522,4047,9542,8804,194,40.17
3000400,18046,32376,801,644,295,0,17757,1108,1740,6720,4261,69,35.79
3000500,26530,36954,3868,693,454,0,24045,1776,5266,11781,10796,268,41.79
3000600,21611,31483,2883,616,272,0,19600,1356,3442,8848,7323,192,40.7
3000700,22466,35038,5440,278,109,0,18684,1574,2872,10997,9443,203,39.07
3000800,20389,26517,2399,1034,503,0,18852,2419,3596,7603,7461,498,43.47
3100100,19429,23567,1826,157,80,0,18791,3624,1589,8837,6905,1612,45.19
3100200,25658,45453,1900,299,1447,0,22124,5216,2408,13845,11381,5613,36.08
3100300,16537,27585,294,360,1013,0,13973,3766,1567,7390,5209,2500,37.48
3100400,17019,25360,621,630,813,103,15613,2379,1708,9446,6537,1291,40.16
3100500,16570,30460,213,205,705,0,15760,1615,1313,7973,6465,636,35.23
3100600,19970,36417,586,174,498,149,19265,1723,2670,9360,7803,211,35.42
3100701,14367,27637,738,333,430,0,13774,1884,2423,6068,5030,1022,34.2
3100702,17689,54733,826,568,1409,0,15263,3009,3218,5609,7852,1590,24.42
3100801,31284,40133,1264,2411,4645,0,28125,3232,2683,9007,11663,2409,43.8
3100802,16183,43817,274,2261,804,0,15050,1543,1009,5346,6682,1908,26.97
3100901,21760,59329,769,1108,4409,122,18083,1682,2292,8956,8273,1448,26.83
3100902,19778,44717,1648,1017,2896,0,16991,2229,2163,6610,6412,1532,30.67
3100903,24013,20648,212,2499,10552,27,11652,2626,1453,8026,8038,3396,53.77
3100904,21129,24737,940,647,1905,152,17196,7898,1157,7502,9181,4700,46.07
3200101,20429,41621,1655,1246,468,169,15841,7777,2811,8538,6987,2915,32.92
3200102,37329,44518,1518,4091,3252,215,26801,11389,4785,17388,11605,3317,45.61
3200103,17402,36691,912,2183,1351,105,14504,3206,2220,7718,5154,1366,32.17
3200200,30115,39896,4148,1250,1181,21,26138,8036,7121,15750,13728,2131,43.01
3200300,28565,40500,1914,1147,981,0,26776,4533,5299,17255,10976,2177,41.36
3200401,17990,33782,646,1551,4675,255,12260,6171,2470,7513,5182,2719,34.75
3200402,26619,22560,1855,1688,7037,309,15301,12699,3558,10192,9381,7916,54.13
3200403,35832,32724,2295,5201,12137,475,16642,17144,5006,11522,13716,12970,52.27
3200404,21640,38881,554,1682,5773,224,15076,6604,3420,7799,6277,3364,35.76
3200405,26612,40961,363,3316,4617,211,19483,5926,3699,13552,9010,2977,39.38
3200406,32182,21574,1922,4047,6952,467,17581,13459,2644,13914,10465,10437,59.87
3200407,33705,13105,3288,2790,10393,189,15688,16797,2983,12040,12088,12735,72.0
3200408,32362,23716,1796,3125,6618,49,18791,15616,4623,13596,12214,11100,57.71
3200409,43256,23592,1355,6260,13676,337,23464,14946,3841,15327,16781,12076,64.71
3200410,18692,25299,596,5578,3503,239,11515,4733,2054,7676,3748,4381,42.49
3200411,23620,32003,752,7049,4431,303,14540,5983,2600,9700,4741,5533,42.46
3200412,28311,37532,827,6404,6600,319,16892,7094,2382,10616,7018,5180,43.0
3200413,16344,29743,664,2626,1971,188,11979,3640,2026,7039,4513,1478,35.46
3200414,18001,32879,737,2898,2157,208,13206,4023,2237,7759,5022,1669,35.38
3200415,22235,48417,1189,4513,2624,265,15392,6115,2709,9193,9118,5444,31.47
3300100,24265,41055,852,213,513,11,23947,415,3466,12868,8655,535,37.15
3300201,20701,35230,751,552,572,0,20448,768,3615,9908,10520,248,37.01
3300301,17768,42232,1050,673,592,0,17410,415,2312,8982,6479,405,29.61
3300401,17005,28439,1103,1282,912,0,16110,1327,2109,8254,7765,619,37.42
3300501,14446,26555,253,471,557,20,14124,436,2409,7308,5116,285,35.23
3300601,17450,30606,282,626,2205,0,15076,3225,1292,7108,6100,3483,36.31
3300602,10759,31050,213,723,342,0,9939,1338,1467,5366,4439,662,25.73
3300603,12092,32673,248,908,527,0,11179,1951,1676,6424,5045,1222,27.01
3300701,14755,47029,586,643,77,0,14191,944,2938,7672,6644,954,23.88
3300801,20305,63211,446,815,627,0,19507,1518,2999,10892,6484,967,24.31
3400101,27270,33266,760,4459,7117,0,15929,6624,2111,14450,12041,7587,45.05
3400102,17803,28442,1242,1537,4803,0,11674,5581,1909,8802,7286,4054,38.5
3400301,15775,26335,439,2302,4806,0,6982,7074,641,7065,4973,7366,37.46
3400302,14546,33059,67,1434,942,70,11272,4908,485,7533,3833,4176,30.56
3400303,20388,34858,870,5784,1647,0,10644,8062,999,9567,5467,11281,36.9
3400304,17692,28111,370,1805,1429,0,13173,5456,1007,8107,4314,6598,38.63
3400305,10202,34721,77,2108,1118,0,6756,2806,557,5784,3031,3861,22.71
3400306,6595,31475,210,677,165,0,5501,787,439,4699,2134,1210,17.32
3400307,11744,28700,189,2868,1538,0,7452,4850,554,6389,4124,3479,29.04
3400308,5572,31991,43,848,337,0,4781,392,625,3453,1458,973,14.83
3400501,27933,18160,374,1201,4352,64,19704,18099,1731,12006,9328,16886,60.6
3400502,13231,26732,411,1688,1565,0,9773,3684,991,5636,3850,3014,33.11
3400503,40289,11545,873,1699,12424,73,13395,26672,484,15636,9178,22737,77.73
3400504,9941,30002,323,1272,462,440,8751,2218,662,5257,2869,1798,24.89
3400601,24944,46120,1062,6284,5289,0,11583,10637,821,9692,4728,10014,35.1
3400602,28514,19289,267,3288,12738,0,11525,10181,1556,11814,7118,6849,59.65
3400603,22810,37878,579,1213,4973,0,12642,16646,400,7436,5802,12946,37.59
3400604,29921,30053,860,2315,2407,0,19229,22299,342,14948,9067,19506,49.89
3400605,23284,29072,651,2006,3210,0,16623,11427,921,8840,6274,8062,44.47
3400800,9968,41136,312,568,934,0,8709,1103,784,7065,3812,881,19.51
3400901,15441,38749,107,1462,1905,0,12254,3178,886,9233,6262,3615,28.49
3400902,11318,32221,105,2957,3167,0,5251,1489,329,3843,2570,2003,26.0
3400903,12837,27053,42,3379,2416,0,6122,3028,682,6837,4943,5495,32.18
3400904,11563,29294,0,4153,1877,0,5470,2992,660,5295,2570,4187,28.3
3400905,13672,26423,715,3860,1372,0,7732,3867,1340,7887,5666,4742,34.1
3400906,23513,27409,1648,3943,2977,0,10919,9359,992,9371,8069,11851,46.17
3400907,19738,19144,526,1242,3826,0,10099,10765,1164,8801,6258,11266,50.76
3401001,6557,34963,183,814,929,0,5222,933,657,3788,2325,1230,15.79
3401002,8596,35396,74,1648,2573,0,3493,1252,638,5123,3945,2426,19.54
3401003,13678,31838,574,1679,1166,0,8435,5098,713,6420,3678,4946,30.05
3401101,13189,31002,516,640,3205,0,9906,1315,864,7531,4606,1232,29.85
3401102,11627,28650,75,1041,969,0,9727,1017,1311,7242,5696,1451,28.87
3401103,16620,29484,1077,815,3432,0,11682,4127,792,7422,5158,4904,36.05
3401104,11013,32255,171,477,1426,0,9130,2204,1171,6361,3484,1903,25.45
3401105,9593,29346,279,777,850,0,7972,1976,629,5519,3703,1115,24.64
3401106,7910,29229,234,497,876,0,6702,1184,937,4254,3109,1069,21.3
3401201,15497,37092,184,579,394,0,14647,1019,1876,8882,5953,1152,29.47
3401202,22155,40983,459,472,2412,10,19389,3786,2680,11912,8895,2240,35.09
3401203,20566,16645,81,172,1114,44,18935,1971,1443,7173,6147,2576,55.27
3401204,18356,29864,115,1431,863,0,16253,1842,2922,11239,7405,2894,38.07
3401205,12332,27223,452,347,503,6,10686,2441,1113,5553,4786,1155,31.18
3401401,20056,29344,455,2068,2504,0,12505,8793,1056,8756,6192,5464,40.6
3401402,19275,19766,510,483,16053,0,1656,3200,991,8416,7492,3718,49.37
3401403,8609,33402,307,336,1404,0,6908,683,482,5080,3102,744,20.49
3401404,7418,30012,211,853,1929,0,4190,1759,704,3751,2567,2291,19.82
3401405,18999,19602,504,482,15767,0,1667,3173,978,8311,7379,3666,49.22
3401406,37315,19217,425,633,8977,0,12712,23018,1095,11839,13593,19328,66.01
3401407,42258,15881,827,1821,34134,0,4799,8604,2215,14925,15676,8739,72.68
3401501,13163,36971,191,1039,453,0,10129,4882,1889,7320,4195,4532,26.26
3401502,11725,38576,184,534,1411,0,9244,2388,978,6308,2374,2285,23.31
3401503,10392,32188,171,2628,711,0,7667,1230,811,6876,3287,2839,24.41
3401504,8429,41275,68,577,511,0,7449,1494,991,5402,2202,1442,16.96
3401600,15581,43154,595,268,581,0,14921,2553,1238,7877,6157,885,26.53
3401700,16489,29739,935,173,3112,0,14523,3979,1576,7461,6351,1966,35.67
3401901,14349,22847,11,566,4946,0,5951,5715,421,7899,4827,7801,38.58
3401902,6873,28269,162,724,851,0,4916,1253,432,4447,2431,1926,19.56
3401903,11491,26429,379,534,3599,0,4387,4415,459,5359,3541,4788,30.3
3401904,15862,28856,540,883,6258,0,9011,4326,1055,7857,5723,3675,35.47
3401905,29860,16391,996,392,6131,0,10011,21468,594,9254,8924,18652,64.56
3402001,22243,41495,689,1626,7097,19,13745,3278,2588,9679,8690,2841,34.9
3402002,14679,49919,307,1125,1841,0,11229,1327,1828,8382,5484,1583,22.72
3402003,14320,32998,629,1039,4537,78,9923,2258,2107,7507,5790,1075,30.26
3402101,29114,15757,1256,931,11517,62,7835,15180,1347,11172,13376,9526,64.88
3402102,15519,29867,243,453,3427,0,10211,3003,1545,7555,5839,2152,34.19
3402103,26570,39444,628,2332,7564,1,18171,4175,2301,12306,10019,2645,40.25
3402104,13461,31445,95,1892,2072,0,9618,1864,1193,7110,5611,3162,29.98
3402201,18391,33849,444,1038,4001,0,13838,2784,2458,9769,9156,2797,35.2
3402202,19465,40636,369,906,3716,0,15364,2289,1380,9261,8364,2139,32.39
3402301,26545,20795,235,466,13649,0,8636,9780,1711,11857,9388,6330,56.07
3402302,9745,30438,285,2585,1693,0,6280,1938,173,4447,3302,3510,24.25
3402303,16914,39407,610,1842,2977,0,13057,3798,1354,8882,5963,3804,30.03
3402401,21596,18295,1101,566,6222,0,14893,8325,2879,8834,9071,3321,54.14
3402501,18085,20838,639,373,4594,0,12257,5748,848,6916,7504,3763,46.46
3402601,18311,36062,452,175,2080,0,15848,2917,1640,8492,7383,1578,33.68
3500100,27689,9158,22925,229,466,0,6238,5541,3064,11296,11551,6726,75.15
3500200,20330,14077,6335,361,111,0,11613,6889,1839,7593,8152,4191,59.09
3500300,26015,26387,3197,452,590,0,16145,16070,3495,15062,10175,2769,49.65
3500400,40225,24471,3679,309,2470,0,33335,21752,8085,15636,19912,3983,62.18
3500500,25931,39115,2624,831,1001,0,20033,15500,2753,11947,8088,3440,39.87
3500600,24477,32086,5957,1040,2638,0,18338,13177,3885,10007,10161,1340,43.27
3500701,22463,28430,2675,1127,1316,0,17879,14919,3823,9439,5664,2089,44.14
3500702,24124,22895,2311,682,1540,0,20257,16239,2511,10118,8209,2760,51.31
3500703,13888,31334,1822,1032,857,0,11364,5995,1959,7570,6706,752,30.71
3500704,22898,25168,2807,1647,1816,538,18097,10782,2239,9428,8197,2466,47.64
3500705,25387,18141,4083,1904,2208,0,17635,13472,2664,9024,10815,5110,58.32
3500706,26306,13527,1615,568,642,0,19990,23540,2251,8352,10387,7379,66.04
3500800,25947,23984,3891,433,1092,0,21683,15341,4107,13258,11847,2898,51.97
3500900,40178,25701,3527,445,1799,0,34906,22370,6815,19237,18432,6446,60.99
3501001,22489,16274,814,276,378,2,12810,19207,2424,8428,8101,10165,58.02
3501002,28781,17473,2599,2113,2794,60,18862,20581,3808,8367,8813,6365,62.22
3501100,25029,23502,955,877,1228,0,19560,16013,1311,8680,8986,6083,51.57
3600100,21321,21005,1174,369,919,57,21020,1122,2808,9337,8567,485,50.37
3600200,31922,40037,3311,739,1500,15,29853,1306,3362,12079,12372,559,44.36
3600300,23353,31230,531,530,974,0,23023,797,2434,11268,8856,55,42.78
3600306,115,73,2,6,24,0,74,23,4,34,21,80,61.17
3600400,0,2,0,0,0,0,0,0,0,0,0,0,0.0
3600401,20621,23814,659,216,732,0,20035,672,2141,10366,8780,341,46.41
3600402,31327,35360,1093,1565,5107,0,26286,3067,4351,14353,11421,3232,46.98
3600403,18115,22678,336,190,483,0,17869,1392,1870,8755,6071,538,44.41
3600500,25168,34719,1095,1049,2660,205,22721,2257,5593,9050,9095,1461,42.03
3600600,22522,24420,1015,290,895,62,22023,1043,2368,8282,8884,451,47.98
3600701,40403,23162,1202,2069,15438,0,25678,5380,3611,15091,17882,4280,63.56
3600702,19306,34227,406,920,2114,168,17824,960,1666,8424,7865,1319,36.06
3600703,24942,42706,1421,1248,3340,0,22469,1070,2636,12299,9209,1707,36.87
3600704,18991,26665,891,191,928,0,18282,1181,2525,9245,7421,964,41.6
3600800,27077,35698,1011,681,1730,136,25293,2342,2406,12140,9688,1616,43.13
3600901,20126,38902,242,1045,966,0,18979,2353,1468,10077,7224,1985,34.1
3600902,28869,20805,771,939,12090,142,14854,6423,1507,10616,12008,4893,58.12
3600903,28034,15062,594,1197,14441,0,12159,5558,1999,8307,11276,2787,65.05
3600904,24004,30527,915,599,4288,0,19710,3454,1723,11443,9977,2504,44.02
3600905,15306,27776,409,424,2590,0,13585,899,1637,7353,5027,898,35.53
3600906,17965,51396,344,2292,2349,1,14934,1758,1705,7127,4311,1765,25.9
3601000,23796,32451,846,160,1657,24,22751,1827,2428,10304,10728,424,42.31
3601101,23304,23830,2054,588,5322,375,19439,2343,2444,9843,11215,966,49.44
3601102,18902,24938,580,437,1487,0,17602,957,2284,9423,6687,458,43.12
3601201,17927,29718,362,1051,1398,0,16345,535,1314,8972,8253,1396,37.63
3601202,15695,39461,660,1810,2191,0,13213,745,1320,7113,6036,2115,28.46
3601203,15327,32515,66,347,393,0,15181,454,1378,8698,5803,690,32.04
3601204,25139,43140,636,694,3159,0,21131,3008,2965,11334,9311,2016,36.82
3601205,44946,19043,938,2703,25638,0,14746,4825,3219,17637,16072,5661,70.24
3601206,34369,24201,2121,2455,9298,29,22865,8035,1399,10182,13381,6265,58.68
3601207,23631,47748,707,239,217,92,22609,1000,2780,12768,9541,210,33.11
3601300,27143,43994,899,800,1958,36,25080,2033,3280,13058,11463,1433,38.16
3601500,19398,25227,899,358,517,0,18647,814,2058,10014,7851,405,43.47
3601600,18289,23486,1119,114,680,0,17128,1929,1828,9779,7412,1006,43.78
3601700,27044,39866,791,2285,6188,133,20636,3298,3336,12574,9605,2141,40.42
3601801,13168,37484,482,566,771,0,12152,1079,1457,5889,5876,961,26.0
3601802,16164,33410,859,318,536,0,15518,735,2635,8206,7027,641,32.61
3601900,26389,40043,476,1120,4516,0,21596,1878,2672,10001,10829,1887,39.72
3602001,26924,20689,883,4423,9599,0,15321,4221,1914,8821,10963,1802,56.55
3602002,24876,59681,175,2139,2715,0,20961,2420,1735,11450,8903,1787,29.42
3602100,18793,24992,757,367,1671,0,17210,1345,1891,10370,6964,776,42.92
3602201,26011,30360,128,2480,5137,0,21235,3218,1471,9017,11869,2207,46.14
3602204,31674,37428,892,639,1314,0,30705,1231,3072,15166,12300,661,45.84
3602300,17831,26638,101,1953,1160,0,16619,1830,709,4202,5579,966,40.1
3602403,25524,29959,300,781,3019,0,22959,1872,3162,12105,10286,962,46.0
3602404,20341,28186,772,331,750,0,19893,917,2551,9540,8705,487,41.92
3602500,24734,25516,1612,117,663,0,24027,515,3944,12142,11509,548,49.22
3602600,28661,24646,1184,188,2209,0,26490,3740,2450,12463,13675,1869,53.77
3602701,21267,26818,2507,744,1476,62,17587,5474,1495,8805,7631,2081,44.23
3602702,22236,37257,739,1194,2772,0,20418,3377,2122,11405,6772,763,37.38
3602803,15532,28829,78,429,1180,3,13474,2825,1352,7225,5313,1503,35.01
3602804,20198,38628,538,2487,5151,327,14251,3524,1942,10908,8724,2631,34.34
3602805,15938,34227,383,948,1600,66,12772,2580,1793,8597,6415,2194,31.77
3602901,17720,29196,842,758,4731,0,12646,4580,1476,7930,6056,2459,37.77
3602902,16830,30238,878,883,4277,216,11279,5380,1745,7692,6983,2842,35.76
3602903,18045,25618,589,264,893,0,15764,3364,1060,7403,5569,8937,41.33
3603001,11297,23180,829,801,2400,0,8385,4356,728,5198,4325,2996,32.77
3603002,11189,27011,246,779,1608,0,9261,1534,570,6385,5180,2843,29.29
3603003,17595,11920,288,757,2974,0,12263,3514,628,5157,3779,11275,59.61
3603102,17477,36709,1025,840,2985,0,9960,7983,2177,7471,5571,6885,32.25
3603103,10594,39911,88,465,702,0,9339,1949,808,5943,2275,1472,20.98
3603110,12822,39421,515,830,2130,0,7777,5534,455,7322,4234,4069,24.54
3603111,11775,31887,812,1137,2556,0,7680,4526,399,7021,3604,3554,26.97
3603112,43213,38648,1344,1610,12561,2,21768,22056,2537,19658,18147,15553,52.79
3603113,16969,28706,327,1000,7628,146,7956,4386,1187,9553,7393,4639,37.15
3603114,14203,29201,258,770,5388,96,6951,4322,896,7947,5936,4060,32.72
3603201,8137,33982,1,2107,205,44,5970,658,450,4374,1563,2669,19.32
3603202,12209,26533,0,1943,1198,0,9022,1999,1150,6701,4329,3954,31.51
3603203,9118,25217,125,2478,186,0,6069,1354,397,6092,3582,3470,26.56
3603204,12661,27201,2,2890,2431,0,7198,2205,521,8032,3767,4694,31.76
3603205,12817,24042,62,2563,1832,0,7936,3164,852,7626,4406,4812,34.77
3603206,23208,18928,415,575,11391,0,5348,10615,1389,12657,7280,10250,55.08
3603207,10776,27124,381,1561,610,0,9292,2083,863,8260,4160,1895,28.43
3603208,8582,28994,223,386,284,0,7561,1861,983,5520,3917,1081,22.84
3603209,7106,29231,85,332,295,0,6958,558,424,5000,2154,978,19.56
3603210,10938,25491,492,784,2473,0,7512,2319,893,7579,4916,2154,30.03
3603211,13668,25548,585,1751,3496,0,7489,4854,718,7186,3818,3561,34.85
3603212,12810,24840,85,1539,859,0,10439,3921,407,7881,3542,2733,34.02
3603301,8556,26069,500,342,929,0,7579,2491,554,5480,2331,1352,24.71
3603302,7784,27711,10,1408,498,0,6293,671,384,6030,2663,1403,21.93
3603303,8176,33557,41,446,325,0,7861,978,1012,5893,2496,697,19.59
3603304,9467,30894,286,619,804,0,8360,1541,645,5306,3523,1091,23.46
3603305,18086,43194,428,375,1967,0,14931,4783,1563,9495,4567,3914,29.51
3603306,16245,27971,133,631,1925,0,13921,3909,1080,7905,5490,2583,36.74
3603307,15720,31348,486,1194,1784,0,12644,3841,695,7513,6621,2906,33.4
3603308,12087,23038,494,960,1674,0,10575,2348,1325,6504,4002,1777,34.41
3603309,11224,25356,286,614,1626,0,8634,2705,1056,5758,3907,1471,30.68
3603310,17788,11916,1034,889,4091,0,9824,11413,1377,8579,6221,9634,59.88
3603311,9185,25934,199,148,1166,0,7570,2495,873,4557,3199,1341,26.15
3603312,9721,24859,240,596,731,0,7898,2145,823,5567,3827,1712,28.11
3603313,14460,22402,620,740,5090,0,9616,4344,941,6969,4702,4800,39.23
3604103,34836,32404,263,11877,6988,0,12543,10003,570,16765,11284,14985,51.81
3604104,20597,41369,261,3254,4037,55,14827,5132,1270,7465,4397,2142,33.24
3604107,28900,74543,275,4118,5503,5,15815,8535,2126,18253,8961,7089,27.94
3604108,22885,78870,448,2916,1572,1,17479,4111,1020,7592,6293,2790,22.49
3604109,21266,18624,1038,2884,8034,35,7409,10997,1063,9936,6143,8284,53.31
3604110,34375,20709,980,1811,22374,0,8022,10591,766,14269,10893,8062,62.4
3604111,34121,17759,1235,2807,15451,132,9061,17631,739,15539,14956,12075,65.77
3604112,49400,26844,2526,2288,12653,0,18305,37239,1226,26401,22192,26787,64.79
3604121,16466,58181,178,3373,797,0,12414,1480,4,7683,3554,2703,22.06
3604165,27255,78180,145,4615,2503,24,21258,4073,1500,10535,5164,5329,25.85
3604204,43890,10118,2828,1288,22441,0,9539,26641,2957,17748,19016,23042,81.27
3604205,38939,7129,3327,532,19522,10,7202,26977,1144,13153,15167,20635,84.53
3604207,40772,13480,2879,1621,12523,204,7679,29344,1106,13635,12172,18202,75.15
3604208,21490,17643,1444,1402,6220,173,9567,13943,1350,11151,6145,10126,54.92
3604209,46278,18371,1158,3420,16475,0,7944,30670,1848,24074,17003,19408,71.58
3604210,25758,27631,476,1987,8075,0,10807,11809,1101,13355,9186,7738,48.25
3604211,29950,16422,841,2636,8770,0,9736,16315,944,10818,10838,14187,64.59
3604212,30051,23227,324,905,18075,0,5084,11896,1215,13219,10970,8109,56.4
3604221,47111,9162,3555,1253,17902,92,10540,34319,1913,20013,19890,22885,83.72
3604263,54906,10741,3522,982,25951,0,11416,36156,1443,21634,23438,23762,83.64
3604301,36514,45402,1810,3656,6094,0,23958,12961,535,11889,10230,11562,44.57
3604302,17310,40371,705,3184,6596,0,7799,3457,518,7091,6521,4042,30.01
3604303,35772,25447,1660,1725,21402,0,12965,7931,809,10952,10965,7678,58.43
3604304,24476,15109,1271,3809,5603,0,11489,13103,578,8127,8860,10139,61.83
3604305,47863,24693,772,3813,28304,0,5813,16410,2549,24437,16662,14220,65.97
3604306,14591,36235,1076,1610,3513,0,9274,5251,430,5816,4390,2817,28.71
3604307,23824,15490,1443,7594,1911,0,7753,10385,515,9733,6921,15225,60.6
3604308,24506,23420,876,1454,16668,0,7086,5454,736,8737,8321,3316,51.13
3604309,23793,18067,549,1316,17053,0,6140,3684,816,12266,6312,3834,56.84
3604310,19052,25059,1072,4975,1309,0,10603,5504,488,10093,6023,9616,43.19
3604311,47174,22515,821,18580,2345,59,21616,9353,959,21444,12935,33705,67.69
3604312,38563,19261,1012,8096,2174,0,24295,7821,448,14212,10227,22883,66.69
3604313,30840,15964,516,3908,4139,0,20019,6290,794,18594,13603,19734,65.89
3604314,36907,26956,785,5289,15753,0,15493,7132,787,19391,13089,16303,57.79
3604315,36723,26349,553,7938,2816,0,25240,4168,524,19813,13514,22608,58.22
3604316,26275,10838,615,1699,21044,0,1703,6735,1381,13420,10737,3581,70.8
3604317,36471,21838,266,1705,30920,0,3429,2944,486,19545,10125,5294,62.55
3604318,33802,34353,321,3124,23712,0,7282,4257,2177,18286,10070,7057,49.6
3604401,35541,40028,706,6197,4613,0,22687,13428,327,15400,8819,14994,47.03
3604402,25854,27924,594,11032,617,0,13828,9555,290,9426,4170,15652,48.08
3604403,30892,17328,1177,7697,3842,272,12595,19824,621,13245,9486,23418,64.06
3604404,37169,16625,823,13186,4028,21,9744,19960,887,15977,10023,26626,69.1
3604405,32105,29239,956,4505,2617,0,22673,12843,1503,12187,6419,16275,52.34
3604406,22826,31397,476,7607,818,0,13861,6469,1296,13848,9151,11806,42.1
3604407,53005,41300,1427,32518,2427,0,13848,10726,1923,30521,12542,38577,56.21
