county,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
47079,6545,6426,262,97,776,0,5992,190,696,2928,3177,74,50.46
47081,3887,5640,312,46,511,0,3554,215,429,1790,1941,105,40.8
47083,1683,1652,67,25,199,0,1541,49,179,753,817,19,50.46
47085,3860,3790,155,57,457,0,3533,112,411,1726,1874,44,50.46
47087,2550,2060,80,13,171,0,2415,133,175,1257,1107,105,55.31
47089,11277,9495,383,78,717,3,10721,942,1544,5551,5468,798,54.29
47091,3941,3455,213,54,165,6,3865,188,539,1989,1898,49,53.29
47093,76302,122765,3554,2214,10028,72,67734,4872,6995,29893,26533,3770,38.33
47095,1414,1364,80,17,288,0,1184,64,126,630,646,24,50.9
47097,4914,4862,265,63,1348,0,3766,255,533,2179,2250,97,50.27
47099,7733,9145,423,90,758,0,7394,146,961,3890,3189,202,45.82
47101,2204,2607,121,26,216,0,2107,41,274,1109,909,58,45.81
47103,5780,8232,150,42,1089,0,4905,502,694,2512,2485,197,41.25
47105,8998,13469,579,27,257,0,8750,705,936,5018,4424,338,40.05
47107,9940,10780,520,56,596,0,9653,632,1245,5045,5084,367,47.97
47109,5671,4448,183,34,1181,0,4597,319,660,2810,2649,108,56.04
47111,5533,4470,175,27,371,0,5240,289,381,2727,2402,227,55.31
47113,19265,20166,131,245,9606,0,10351,818,1706,8612,8453,506,48.86
47115,5799,5473,277,20,323,1,5639,300,454,2860,2806,165,51.45
47117,5617,8000,146,41,1058,0,4767,488,675,2441,2415,192,41.25
47119,15685,24355,405,31,3562,0,12896,1666,1716,6204,6836,555,39.17
47121,2380,2582,125,13,143,0,2312,151,298,1208,1217,88,47.96
47123,7582,11349,487,23,217,0,7374,594,789,4229,3728,285,40.05
47125,37647,46485,1672,1904,11798,0,27959,6083,11099,11039,16556,2447,44.75
47127,1185,1380,31,21,130,0,1069,57,168,609,496,38,46.2
47129,3763,4694,228,32,221,3,3658,234,435,1883,1850,75,44.5
47131,6212,5989,352,74,1266,0,5202,282,554,2768,2836,107,50.91
47133,5016,4370,77,54,293,0,4773,288,546,2489,2119,37,53.44
47135,1465,1732,80,17,144,0,1401,28,182,737,604,38,45.82
47137,1114,971,17,12,65,0,1060,64,121,553,471,8,53.43
47139,3259,3655,133,28,231,0,3086,251,553,1690,1598,195,47.14
47141,17798,15504,272,190,1040,0,16935,1023,1938,8832,7517,132,53.44
47143,6132,6651,321,34,368,0,5955,390,768,3112,3136,226,47.97
47145,9554,11916,580,81,560,9,9286,594,1104,4781,4697,190,44.5
47147,10821,17528,600,368,1426,0,9571,855,1188,4907,4581,508,38.17
47149,42354,79615,1129,3304,10295,0,30590,6631,3895,13622,14168,6892,34.73
47151,5150,3906,321,108,177,22,5078,119,547,2337,2699,26,56.87
47153,3184,3004,152,11,177,0,3095,164,249,1570,1540,90,51.45
47155,19022,18250,853,264,775,10,18281,1494,2455,9608,8618,1288,51.04
47157,179830,186763,3451,4466,126865,87,47955,12201,14153,67887,53453,13446,49.05
47159,4368,3529,138,22,293,0,4137,228,301,2153,1896,179,55.31
47161,2776,2726,111,41,329,0,2541,81,295,1242,1348,31,50.45
47163,33806,33823,1634,287,848,12,33497,909,3835,16843,15961,212,49.99
47165,28330,48910,1133,1355,3722,0,24544,2658,3100,12731,10646,1678,36.68
47167,10295,12788,429,216,4121,0,6646,263,1595,4266,5146,115,44.6
47169,2548,2058,80,13,171,0,2413,133,175,1256,1106,104,55.32
47171,3936,3451,213,54,165,6,3861,188,539,1987,1896,49,53.28
47173,4668,3540,291,98,160,20,4603,108,496,2118,2447,24,56.87
47175,1241,1171,59,4,69,0,1207,64,97,612,601,35,51.45
47177,8237,7774,393,29,458,1,8009,425,645,4062,3985,234,51.45
47179,24982,31571,1290,733,2112,324,24104,1164,2983,10293,9914,626,44.17
47181,2842,3360,155,33,279,0,2717,53,353,1429,1172,74,45.82
47183,6639,6401,376,79,1354,0,5560,301,592,2958,3031,115,50.91
47185,5799,5999,115,12,68,12,5711,298,638,2651,2496,49,49.15
47187,16667,75164,818,439,1467,63,14831,980,1212,7521,4948,1564,18.15
47189,15675,39440,942,232,2658,0,14057,1008,2344,7802,7585,464,28.44
48001,10619,9859,515,24,1679,6,9148,1567,1441,5113,5435,481,51.86
48003,3345,3403,148,20,192,0,2775,2284,341,1556,1045,1332,49.57
48005,17905,15210,1324,194,3850,10,13346,4084,1514,5740,7954,1799,54.07
48007,4295,4375,148,78,100,47,3806,2815,609,1902,1846,609,49.54
48009,1465,1763,64,41,71,0,1369,295,183,737,717,171,45.38
48011,286,366,26,3,13,1,254,136,21,116,109,70,43.87
48013,7626,9028,173,92,115,38,6826,4803,1561,3837,3367,1265,45.79
48015,5292,6212,134,32,1133,33,3531,2187,647,2813,2148,1241,46.0
48017,1306,1135,40,5,62,0,1052,907,70,482,517,308,53.5
48019,3245,3842,74,39,49,16,2905,2044,664,1633,1433,538,45.79
48021,14629,21730,1252,268,2501,0,10701,5439,2650,7116,6761,3280,40.23
48023,593,714,26,17,29,0,555,119,74,298,291,69,45.37
48025,5594,5698,192,101,131,62,4957,3667,793,2477,2405,793,49.54
48027,61038,78815,3350,3383,20777,348,38082,20202,18547,19042,24019,6555,43.64
48029,336498,406296,16768,13397,44220,767,252490,244654,52169,113307,141893,79148,45.3
48031,1671,3151,107,10,22,0,1498,529,166,823,636,205,34.65
48033,117,123,3,2,9,0,94,62,11,54,42,22,48.75
48035,3128,3440,137,89,546,32,2395,724,308,1528,1387,309,47.62
48037,16123,18965,298,47,4476,0,11926,1467,1389,7183,5613,796,45.95
48039,41302,90291,1649,2085,6130,89,30703,18073,5709,17289,16097,8780,31.39
48041,41822,44332,1617,3470,8555,0,31638,12376,2580,10436,8569,4684,48.54
48043,1715,1745,76,10,99,0,1423,1172,175,798,536,683,49.57
48045,221,283,20,2,10,1,197,105,16,90,84,54,43.85
48047,1474,930,28,10,21,0,1385,1260,63,517,470,349,61.31
48049,7259,7359,415,58,461,0,6791,2481,784,3202,3411,681,49.66
48051,3217,3533,189,63,610,0,2514,911,247,1574,1453,273,47.66
48053,7463,10863,604,199,1052,5,6493,2316,1989,3180,3206,679,40.72
48055,6904,10255,591,126,1180,0,5050,2567,1250,3358,3191,1548,40.24
48057,3920,4199,132,31,403,0,3327,2219,636,1456,1542,548,48.28
48059,2613,2649,149,21,166,0,2445,893,282,1153,1228,245,49.66
48061,85602,50133,482,1082,626,0,76255,79547,4910,36307,30579,48045,63.07
48063,2289,2639,94,36,203,0,2009,414,516,1163,1068,169,46.45
48065,895,1146,80,8,41,4,797,427,66,365,341,220,43.85
48067,4939,5810,91,14,1371,0,3654,450,426,2200,1720,244,45.95
48069,1135,1453,102,10,53,5,1011,541,83,462,432,279,43.86
48071,7047,8460,165,141,1242,0,5038,2935,1095,2829,2745,1964,45.44
48073,8618,8828,529,64,2196,0,6406,1392,796,4375,3373,854,49.4
48075,1027,1315,92,9,48,4,915,489,75,418,391,253,43.85
48077,1751,2108,77,49,85,0,1637,352,218,881,857,205,45.37
48079,481,418,15,2,23,0,388,334,26,177,190,113,53.5
48081,608,639,17,8,45,0,486,320,55,280,218,114,48.76
48083,1463,1483,84,12,93,0,1369,500,158,645,688,137,49.66
48085,93969,304364,2745,12703,19670,168,63290,24324,7261,32471,25989,20883,23.59
48087,407,521,36,4,19,2,362,194,30,166,155,100,43.86
48089,3605,4232,91,22,772,23,2406,1490,441,1916,1463,845,46.0
48091,18772,48619,559,517,1549,0,17517,6310,3012,9746,8453,2188,27.86
48093,2591,2627,148,21,164,0,2424,886,280,1143,1218,243,49.66
48095,612,643,17,8,45,0,489,323,56,282,220,114,48.76
48097,6649,9961,594,132,684,5,5985,1070,778,3011,2600,743,40.03
48099,12622,18371,1021,336,1779,8,10982,3917,3363,5378,5422,1148,40.73
48101,235,283,10,7,11,0,220,47,29,118,115,28,45.37
48103,839,854,37,5,48,0,696,573,86,391,262,334,49.56
48105,574,604,16,7,43,0,459,303,52,265,206,107,48.73
48107,972,844,30,4,46,0,783,675,52,358,385,229,53.52
48109,393,400,17,2,23,0,326,268,40,183,123,157,49.56
48111,1094,1401,98,10,51,5,975,522,80,446,416,269,43.85
48113,421388,554749,15288,28717,144903,456,204977,185070,28092,136432,134283,147364,43.17
48115,2308,2426,66,30,171,0,1844,1217,209,1064,829,431,48.75
48117,2860,3662,256,26,133,12,2547,1363,210,1165,1088,704,43.85
48119,1081,947,76,12,170,2,904,234,151,471,440,99,53.3
48121,86758,262537,5356,8781,18896,0,60415,23238,8641,27048,27943,13979,24.84
48123,3689,4066,176,35,288,0,3110,2226,479,1901,1456,584,47.57
48125,335,291,10,1,16,0,270,232,18,123,132,79,53.51
48127,1816,761,17,1,5,0,1662,1718,86,770,828,975,70.47
48129,501,642,45,5,23,2,446,239,37,204,191,123,43.83
48131,2071,869,19,2,6,0,1896,1960,98,878,945,1112,70.44
48133,3377,3424,193,27,214,0,3160,1154,365,1490,1587,317,49.65
48135,29397,34772,909,362,3730,0,19249,21184,2385,8773,9232,9536,45.81
48137,291,182,11,2,4,0,241,260,34,140,147,148,61.52
48139,21368,48237,981,489,3440,1,15012,8249,1912,8681,8173,4684,30.7
48141,167564,130499,5780,3755,10174,45,128009,148301,23254,68388,62096,85177,56.22
48143,7784,9159,462,127,224,0,7018,2026,951,3638,2637,1187,45.94
48145,2912,3203,128,83,508,30,2230,675,286,1422,1292,288,47.62
48147,5691,8526,509,113,585,4,5122,916,666,2577,2225,636,40.03
48149,3678,5463,315,67,629,0,2690,1367,666,1789,1699,825,40.24
48151,699,709,40,6,44,0,654,239,76,308,329,66,49.64
48153,1022,888,31,4,48,0,823,710,55,377,405,241,53.51
48155,187,225,8,5,9,0,175,38,23,94,92,22,45.39
48157,99255,183629,2923,18248,29990,189,43006,36064,8783,45241,27984,30691,35.09
48159,2139,1875,150,23,336,4,1789,463,300,932,870,196,53.29
48161,3335,3668,146,95,582,34,2554,772,328,1629,1479,329,47.62
48163,2862,3388,65,35,43,14,2562,1803,586,1440,1264,475,45.79
48165,3881,3948,172,24,223,0,3220,2651,396,1806,1213,1546,49.57
48167,56067,88200,2520,3124,14620,435,39562,20117,6918,21434,19941,8186,38.86
48169,1100,956,34,4,52,0,886,764,59,406,435,259,53.5
48171,3924,7400,251,23,51,0,3518,1243,390,1934,1494,481,34.65
48173,208,218,6,3,15,0,166,109,19,96,75,39,48.83
48175,1304,1437,62,12,102,0,1099,787,169,672,515,207,47.57
48177,3659,4033,174,35,286,0,3084,2208,475,1886,1444,580,47.57
48179,3267,4183,292,30,151,14,2909,1557,239,1331,1243,804,43.85
48181,21633,32408,1934,428,2225,15,19471,3482,2532,9798,8459,2417,40.03
48183,22903,23862,1974,648,7227,0,16501,5690,2079,8501,8236,3856,48.97
48185,5337,5861,313,104,1012,0,4171,1511,410,2612,2411,452,47.66
48187,22799,38654,446,1117,3132,0,18921,11311,4318,9279,9724,4640,37.1
48189,6153,5346,188,22,291,0,4957,4272,331,2268,2436,1450,53.51
48191,434,556,39,4,20,2,386,207,32,177,165,107,43.84
48193,1249,1818,101,33,176,1,1087,388,333,532,537,114,40.72
48195,814,1042,73,7,38,3,725,388,60,332,310,200,43.86
48197,607,730,27,17,29,0,567,122,76,305,297,71,45.4
48199,9227,12168,462,216,1100,0,8272,1129,1142,4069,4155,687,43.13
48201,791626,942053,21519,64064,244742,1445,393138,395120,54396,268626,249456,295671,45.66
48203,13907,12132,293,152,3680,0,10129,1620,2883,7002,7300,927,53.41
48205,827,1060,74,8,38,3,737,394,61,337,315,204,43.83
48207,1031,1045,59,8,65,0,964,352,111,455,484,97,49.66
48209,41330,52288,2869,1379,4346,235,36026,21082,4408,12458,14725,6303,44.15
48211,520,666,47,5,24,2,463,248,38,212,198,128,43.84
48213,15061,13984,730,34,2381,8,12975,2222,2043,7252,7709,683,51.85
48215,176996,91602,1995,1712,3631,301,155684,166758,8487,63974,66032,104379,65.9
48217,6153,6768,270,175,1074,63,4712,1425,605,3006,2729,608,47.62
48219,4075,3540,125,15,192,0,3282,2829,219,1502,1613,960,53.51
48221,11270,13261,669,184,325,0,10162,2934,1377,5267,3818,1718,45.94
48223,7591,6654,533,83,1191,15,6350,1644,1063,3309,3089,694,53.29
48225,4320,3624,231,62,974,6,3429,795,500,1717,2027,253,54.38
48227,6457,6787,184,83,479,0,5158,3403,586,2977,2320,1206,48.75
48229,575,585,25,4,33,0,477,393,59,267,180,229,49.57
48231,13483,23464,498,400,1956,0,11483,2617,1471,6613,5256,1101,36.49
48233,3175,4066,284,29,147,13,2828,1513,233,1293,1208,782,43.85
48235,281,295,8,4,21,0,224,148,25,129,101,52,48.78
48237,1451,1747,63,40,70,0,1357,292,181,730,711,170,45.37
48239,2790,3076,133,26,218,0,2352,1684,362,1438,1101,442,47.56
48241,7278,5280,635,35,1435,0,5770,751,1213,3306,2864,351,57.96
48243,358,364,16,2,21,0,297,245,37,167,112,143,49.58
48245,42866,51962,1187,1583,19713,0,19949,9717,4440,17507,15273,6910,45.2
48247,1018,427,9,1,3,0,932,964,48,432,464,547,70.45
48249,8105,5112,153,53,116,0,7612,6924,345,2840,2584,1921,61.32
48251,20430,43518,640,785,1564,123,18164,5192,2043,9396,7816,3061,31.95
48253,3748,3800,214,30,238,0,3507,1281,405,1653,1761,352,49.66
48255,2739,3019,130,26,214,0,2309,1653,356,1412,1081,434,47.57
48257,17682,32541,530,361,4635,65,13175,4590,3332,7857,6342,2654,35.21
48259,6502,12262,416,38,85,0,5830,2060,646,3204,2476,797,34.65
48261,73,46,1,0,1,0,68,62,3,25,23,17,61.34
48263,144,146,8,1,9,0,135,49,16,64,68,14,49.66
48265,7723,14564,494,46,101,0,6925,2447,767,3806,2941,947,34.65
48267,795,835,23,10,59,0,635,419,72,366,286,148,48.77
48269,50,44,2,0,2,0,41,35,3,19,20,12,53.19
48271,640,399,24,4,9,0,530,571,76,307,322,325,61.6
48273,6467,4079,122,42,92,0,6073,5525,275,2266,2062,1533,61.32
48275,638,647,36,5,40,0,597,218,69,281,300,60,49.65
48277,10337,9060,726,112,1622,21,8646,2238,1448,4506,4206,945,53.29
48279,2468,2144,75,9,117,0,1988,1714,133,910,977,581,53.51
48281,3286,4783,266,87,463,2,2859,1020,876,1400,1412,299,40.72
48283,1404,589,13,1,4,0,1285,1329,66,595,640,754,70.45
48285,3784,4171,180,36,296,0,3190,2284,491,1951,1493,600,47.57
48287,2631,3908,225,48,450,0,1924,978,476,1280,1216,590,40.24
48289,2867,3149,168,56,544,0,2241,812,220,1403,1295,243,47.66
48291,13863,16643,325,278,2444,0,9911,5774,2155,5567,5401,3863,45.44
48293,3800,4179,167,108,663,39,2910,880,374,1856,1685,375,47.63
48295,472,604,42,4,22,2,420,225,35,192,179,116,43.87
48297,2361,1489,45,16,34,0,2218,2017,101,827,753,560,61.32
48299,3228,4698,261,86,455,2,2808,1002,860,1375,1386,293,40.73
48301,11,11,0,0,1,0,9,8,1,5,3,4,50.0
48303,57689,67000,2431,1392,8701,213,45447,27584,4214,16633,20499,7104,46.27
48305,1059,920,32,4,50,0,853,735,57,390,419,249,53.51
48307,1413,1485,40,18,105,0,1129,745,128,651,508,264,48.76
48309,41250,55810,882,945,8985,0,30906,12595,4744,13243,13403,6867,42.5
48311,126,53,1,0,0,0,115,119,6,53,57,67,70.39
48313,2453,2694,144,48,465,0,1917,695,188,1200,1108,208,47.66
48315,1964,1714,41,21,520,0,1431,229,407,989,1031,131,53.4
48317,971,1020,28,13,72,0,775,512,88,447,349,181,48.77
48319,732,769,21,9,54,0,584,386,66,337,263,137,48.77
48321,6358,7464,161,39,1361,40,4243,2628,778,3380,2580,1491,46.0
48323,11826,7374,444,68,169,0,9800,10556,1397,5675,5954,6011,61.59
48325,7901,9354,179,96,119,39,7072,4976,1617,3976,3489,1310,45.79
48327,363,381,10,5,27,0,290,191,33,167,130,68,48.79
48329,22213,43839,702,207,2169,0,17123,13864,1193,7589,7797,5002,33.63
48331,4515,4958,265,88,856,0,3529,1278,347,2209,2040,383,47.66
48333,676,984,55,18,95,0,588,210,180,288,290,61,40.72
48335,1712,1736,98,14,109,0,1602,585,185,755,804,161,49.65
48337,3419,4116,149,95,165,0,3196,688,426,1719,1674,400,45.37
48339,80406,152077,1915,3819,10421,2,68197,28175,11758,33608,25210,18810,34.59
48341,3288,4211,294,30,152,14,2929,1567,241,1340,1251,810,43.85
48343,2470,2165,173,27,388,5,2066,535,346,1077,1005,226,53.29
48345,202,175,6,1,10,0,162,140,11,74,80,48,53.58
48347,13397,11381,990,146,2881,8,9986,3055,1133,4295,5951,1346,54.07
48349,9028,9930,396,256,1576,93,6914,2091,888,4410,4005,892,47.62
48351,2697,1957,235,13,532,0,2138,278,449,1225,1061,130,57.95
48353,2808,2846,160,22,178,0,2627,960,303,1238,1319,263,49.66
48355,58808,68810,595,948,2901,0,53773,46056,6055,23902,21367,9445,46.08
48357,1542,1974,138,14,71,6,1373,735,113,628,587,380,43.86
48359,270,345,24,2,12,1,240,128,20,110,103,66,43.9
48361,13916,18350,697,327,1658,0,12476,1702,1723,6136,6267,1035,43.13
48363,5198,6116,309,85,150,0,4687,1353,635,2429,1761,793,45.94
48365,3846,3940,236,29,980,0,2859,621,355,1952,1505,381,49.4
48367,17117,38408,984,244,453,0,16212,3983,2906,8714,7126,1875,30.83
48369,1520,1947,136,14,70,6,1354,725,111,619,578,374,43.84
48371,2813,2957,80,36,209,0,2247,1483,255,1297,1011,525,48.75
48373,9812,8232,524,141,2213,14,7789,1806,1136,3900,4605,576,54.38
48375,25130,19342,968,1132,3293,0,19612,11102,2985,8551,8772,4253,56.51
48377,1102,1121,49,7,63,0,914,753,112,513,344,439,49.57
48379,2235,2576,91,35,198,0,1961,405,504,1135,1043,165,46.46
48381,17624,38885,732,373,1428,0,16845,7213,2657,6162,6026,2034,31.19
48383,627,659,18,8,46,0,501,330,57,289,225,117,48.76
48385,565,352,21,3,8,0,468,504,67,271,284,287,61.61
48387,2392,2097,168,26,375,5,2001,518,335,1043,973,219,53.29
48389,2650,2696,117,16,152,0,2199,1810,270,1233,828,1056,49.57
48391,1215,1237,42,22,28,13,1076,796,172,538,522,172,49.55
48393,127,162,11,1,6,1,113,60,9,52,48,31,43.94
48395,3055,3355,179,60,579,0,2387,865,235,1495,1380,259,47.66
48397,14542,25307,538,432,2109,0,12386,2822,1586,7132,5670,1187,36.49
48399,1885,1911,108,15,120,0,1764,644,204,831,886,177,49.66
48401,8926,9144,548,66,2274,0,6635,1441,824,4531,3494,884,49.4
48403,2183,1584,191,11,431,0,1731,225,364,992,859,105,57.95
48405,1747,1267,152,8,345,0,1385,180,291,794,687,84,57.96
48407,5363,4499,286,77,1209,8,4257,987,621,2131,2517,315,54.38
48409,12390,12621,426,225,290,137,10981,8122,1756,5487,5327,1757,49.54
48411,870,1266,70,23,123,1,757,270,232,371,374,79,40.73
48413,455,478,13,6,34,0,363,240,41,210,163,85,48.77
48415,3226,3270,184,26,205,0,3018,1102,349,1423,1516,303,49.66
48417,591,599,34,5,38,0,553,202,64,261,278,55,49.66
48419,5302,3846,463,26,1046,0,4204,547,883,2408,2087,256,57.96
48421,429,549,38,4,20,2,382,204,31,175,163,106,43.87
48423,33139,48013,971,1397,9043,44,23746,7203,2931,12857,10856,4846,40.84
48425,1683,1981,100,27,48,0,1518,438,206,787,570,257,45.93
48427,13885,5823,128,11,41,0,12709,13142,656,5886,6334,7456,70.45
48429,1734,1758,99,14,110,0,1622,592,187,765,815,163,49.66
48431,254,267,7,3,19,0,203,134,23,117,91,47,48.75
48433,238,241,14,2,15,0,223,81,26,105,112,22,49.69
48435,625,657,18,8,46,0,499,329,57,288,225,117,48.75
48437,1073,1374,96,10,50,4,955,511,79,437,408,264,43.85
48439,282874,489747,9138,19985,75606,255,162490,110121,24164,92633,83956,78936,36.61
48441,26012,29962,685,1253,3993,0,21378,10200,4150,7655,8741,1883,46.47
48443,140,148,4,2,10,0,112,74,13,65,50,26,48.61
48445,2239,1945,68,8,106,0,1804,1555,120,825,886,527,53.51
48447,274,278,16,2,17,0,256,94,30,121,129,26,49.64
48449,6449,5652,453,70,1012,13,5394,1396,903,2811,2624,590,53.29
48451,19329,26187,1454,453,1111,0,17159,9646,1152,7997,5564,2970,42.47
48453,165347,401003,6086,15427,24264,79,116798,73882,11783,48897,44416,41362,29.2
48455,2661,2232,142,38,600,4,2112,490,308,1058,1249,156,54.38
48457,4368,3169,381,21,862,0,3464,451,728,1984,1719,211,57.95
48459,8260,7206,174,90,2186,0,6016,962,1712,4159,4336,551,53.41
48461,612,643,17,8,45,0,489,323,56,282,220,114,48.76
48463,5020,3130,188,29,72,0,4159,4480,593,2409,2527,2551,61.6
48465,9724,6063,365,56,139,0,8057,8679,1148,4666,4895,4942,61.59
48467,10936,12606,447,170,968,0,9598,1980,2465,5555,5105,809,46.45
48469,17807,19075,601,142,1831,0,15116,10083,2892,6614,7004,2491,48.28
48471,14956,12547,799,215,3373,21,11872,2752,1731,5944,7019,877,54.38
48473,9960,11692,252,61,2132,63,6646,4116,1219,5294,4042,2335,46.0
48475,2092,2128,92,13,120,0,1736,1429,213,973,654,833,49.57
48477,6529,7170,383,128,1238,0,5103,1849,502,3195,2949,553,47.66
48479,49053,29677,165,412,33,0,44118,47843,2244,20268,19396,30854,62.31
48481,7291,8559,185,45,1561,46,4866,3013,892,3875,2959,1709,46.0
48483,768,984,69,7,36,3,684,366,56,313,292,189,43.84
48485,21758,27308,1179,490,3493,30,18430,6341,2680,8607,8534,1417,44.34
48487,2208,2658,96,61,107,0,2064,444,275,1110,1081,258,45.38
48489,4201,2650,79,28,60,0,3945,3589,179,1472,1340,996,61.32
48491,60890,182772,3215,5818,9261,220,45188,20425,9284,23433,22032,11144,24.99
48493,9258,10206,441,87,724,0,7805,5588,1202,4773,3654,1467,47.56
48495,1400,1424,62,9,80,0,1161,956,143,651,437,557,49.58
48497,11753,14150,514,327,569,0,10986,2365,1465,5911,5755,1375,45.37
48499,8237,9495,337,128,729,0,7229,1491,1857,4184,3845,609,46.45
48501,1455,1264,45,5,69,0,1172,1010,78,536,576,343,53.51
48503,3060,3685,134,85,148,0,2861,616,381,1539,1499,358,45.37
48505,2927,1227,27,2,9,0,2679,2770,138,1241,1335,1572,70.46
48507,1977,1232,74,11,28,0,1638,1764,233,949,995,1005,61.61
49001,957,1415,33,30,50,4,882,137,111,377,292,61,40.35
49003,5709,13254,54,172,81,22,5612,1372,631,2302,2589,499,30.11
49005,13964,29440,308,881,204,0,13080,1652,1159,3980,4575,991,32.17
49007,3333,4340,552,98,67,0,2747,492,253,1191,1414,290,43.44
49009,152,198,25,4,3,0,125,22,12,54,64,13,43.43
49011,29697,84081,1224,1671,1683,149,27905,5853,5115,10994,10553,2445,26.1
49013,3200,4167,530,94,65,0,2637,473,243,1144,1358,278,43.44
49015,1605,2089,266,47,32,0,1323,237,122,574,681,140,43.45
49017,687,1016,23,22,36,3,634,98,80,271,210,44,40.34
49019,1579,2055,261,46,32,0,1301,233,120,564,670,137,43.45
49021,7756,11462,263,247,403,30,7147,1107,900,3055,2368,493,40.36
49023,1596,2359,54,51,83,6,1471,228,185,629,487,101,40.35
49025,1037,1533,35,33,54,4,956,148,120,409,317,66,40.35
49027,1757,2596,60,56,91,7,1619,251,204,692,536,112,40.36
49029,1289,2718,28,81,19,0,1208,153,107,368,422,92,32.17
49031,194,287,7,6,10,1,179,28,23,76,59,12,40.33
49033,263,555,6,17,4,0,247,31,22,75,86,19,32.15
49035,132353,287974,7156,10369,7120,806,108629,36951,10804,46810,51058,25565,31.49
49037,2372,3088,393,70,48,0,1954,350,180,848,1006,206,43.44
49039,3850,5690,131,123,200,15,3548,550,447,1517,1176,245,40.36
49041,2914,4307,99,93,151,11,2686,416,338,1148,890,185,40.35
49043,4443,9367,98,280,65,0,4162,526,369,1266,1456,315,32.17
49045,7199,16712,69,217,103,28,7077,1730,796,2902,3265,629,30.11
49047,5817,7573,963,171,117,0,4793,859,442,2079,2468,506,43.44
49049,62211,132010,2333,3588,1565,402,57681,11121,3758,14969,19289,5914,32.03
49051,5681,7397,941,167,115,0,4682,839,432,2030,2410,494,43.44
49053,24600,43652,1113,1056,801,0,23335,3526,4383,10204,8500,1767,36.04
49055,337,499,11,11,18,1,311,48,39,133,103,21,40.31
49057,34768,58340,2398,1292,1261,91,30816,7895,4552,12520,13291,3483,37.34
50001,6966,8972,372,197,78,2,6885,198,547,3184,2977,147,43.71
50003,6687,8757,169,162,90,6,6586,138,540,3081,2656,156,43.3
50005,5673,7372,377,234,192,0,5540,243,446,2481,2315,199,43.49
50007,29260,40291,1120,1743,2291,0,27770,1517,2244,11759,9240,1802,42.07
50009,1110,1442,74,46,37,0,1084,48,87,485,453,39,43.5
50011,9374,12182,623,386,317,0,9155,402,737,4099,3826,328,43.49
50013,1369,1779,91,56,46,0,1337,59,108,599,559,48,43.49
50015,4869,6327,323,200,164,0,4755,209,383,2129,1987,170,43.49
50017,5457,7029,291,154,61,2,5393,155,428,2495,2333,115,43.7
50019,5141,6681,341,212,174,0,5021,220,404,2248,2098,180,43.49
50021,10844,14202,274,263,147,9,10680,223,876,4996,4307,253,43.3
50023,11150,14362,595,315,125,4,11020,317,875,5097,4766,235,43.7
50025,8217,10761,208,199,111,7,8093,169,664,3786,3264,191,43.3
50027,10339,13540,261,250,140,9,10182,213,835,4764,4106,241,43.3
51001,5880,8319,246,61,1948,0,4092,498,969,3281,2682,354,41.41
51003,14749,29756,339,1177,3775,0,10639,1251,1428,5808,5133,585,33.14
51005,2324,4092,44,14,217,0,2161,122,334,1276,953,92,36.22
51007,2600,2401,66,9,1128,8,1576,81,347,1479,1207,25,51.99
51009,4950,8340,106,131,985,1,4107,280,764,2081,1524,164,37.25
51011,2548,4293,55,67,507,1,2114,144,393,1071,785,84,37.25
51013,19155,89456,312,3911,4703,0,10206,4016,978,6298,3818,6034,17.64
51015,13565,17433,711,186,1073,0,12677,761,2387,6771,5770,518,43.76
51017,737,948,39,10,58,0,689,41,130,368,314,28,43.74
51019,12564,21169,270,332,2500,3,10424,710,1938,5283,3869,416,37.25
51021,1414,1224,36,15,57,2,1362,58,175,697,651,37,53.6
51023,5128,9028,96,31,479,0,4767,270,736,2815,2103,202,36.22
51025,3107,2869,79,10,1348,9,1884,96,415,1768,1442,30,51.99
51027,4625,3282,36,9,65,0,4587,81,355,2268,2610,30,58.49
51029,3298,3046,84,11,1431,10,2000,102,440,1877,1531,32,51.99
51031,8898,11756,291,538,2959,116,6262,656,1197,3349,2824,307,43.08
51033,3625,7849,121,216,1272,2,2307,435,763,1593,1167,485,31.59
51035,6570,5687,165,69,264,8,6327,269,811,3238,3024,173,53.6
51036,666,1954,19,14,190,0,492,42,106,349,285,17,25.42
51037,2259,2086,58,8,980,7,1370,70,301,1286,1049,22,51.99
51041,40929,94388,1399,1551,13714,0,23768,6046,6682,19343,15124,4221,30.25
51043,1941,3785,41,48,265,0,1615,327,194,790,656,249,33.9
51045,746,1313,14,5,70,0,693,39,107,409,306,29,36.23
51047,5991,13810,491,360,1182,0,4916,1009,916,3001,2200,724,30.26
51049,1897,1752,48,6,823,6,1151,59,253,1080,881,19,51.99
51051,3210,2278,25,6,45,0,3184,56,247,1574,1811,21,58.49
51053,5261,4904,180,177,2935,0,2567,315,707,2308,2316,150,51.76
51057,1865,2638,78,19,618,0,1298,158,307,1040,851,112,41.42
51059,87265,324056,3578,23615,18660,334,45894,22689,10535,38574,24479,36497,21.22
51061,8319,19176,681,500,1641,0,6826,1401,1272,4167,3055,1005,30.26
