sduni20,Num Eligible,Num Ineligible,Percentage Eligible
2314784,962,2817,25.46
2314785,3251,3184,50.52
2314787,2539,3906,39.39
2314788,1444,1994,42.0
2314789,1899,4172,31.28
2314790,1425,2020,41.36
2314791,750,1153,39.41
2314793,2512,7165,25.96
2314794,1819,1625,52.82
2314795,3195,2768,53.58
2314796,1499,2306,39.4
2314803,448,388,53.59
2314805,1953,2260,46.36
2314806,618,552,52.82
2314811,15,13,53.57
2314814,263,235,52.81
2314817,228,197,53.65
2314818,151,130,53.74
2314820,465,715,39.41
2314822,2086,3210,39.39
2314823,180,156,53.57
2314824,278,428,39.38
2314825,45,41,52.33
2314833,1278,1107,53.58
2314834,88,78,53.01
2314835,26,22,54.17
2314836,11,10,52.38
2314837,245,542,31.13
2314838,538,481,52.8
2314839,184,165,52.72
2382001,462,413,52.8
2382002,180,156,53.57
2382003,235,204,53.53
2382005,7,9,43.75
2382006,0,0,
2382007,0,0,
2382008,184,159,53.64
2382009,242,210,53.54
2382010,296,273,52.02
2382011,40,61,39.6
2382012,295,263,52.87
2382013,0,0,
2399999,6139,8925,40.75
2400030,12927,15618,45.29
2400060,62031,162772,27.59
2400090,138663,115707,54.51
2400120,126949,205576,38.18
2400150,8984,25317,26.19
2400180,5186,8234,38.64
2400210,16139,48023,25.15
2400240,16149,24851,39.39
2400270,18820,40661,31.64
2400300,5068,8047,38.64
2400330,28438,75247,27.43
2400360,5466,6604,45.29
2400390,31026,70170,30.66
2400420,28533,92012,23.67
2400450,2989,4746,38.64
2400480,117105,271104,30.17
2400510,145326,200979,41.96
2400540,7769,12337,38.64
2400570,4718,5132,47.9
2400600,11011,31021,26.2
2400630,5844,9279,38.64
2400660,28156,32485,46.43
2400690,19850,21590,47.9
2400720,10053,10934,47.9
2500001,2245,3829,36.96
2500002,1870,3530,34.63
2500013,2327,2215,51.23
2500067,1317,2358,35.84
2500542,1864,4152,30.98
2500544,3042,5879,34.1
2501650,1954,4303,31.23
2501710,2281,8458,21.24
2501780,2381,2725,46.63
2501800,5937,5653,51.23
2501860,2132,4456,32.36
2501950,6557,6564,49.97
2501980,4940,14071,25.98
2502040,2148,3616,37.27
2502100,2155,4742,31.25
2502160,1951,3285,37.26
2502190,6579,11324,36.75
2502220,2222,4194,34.63
2502250,819,1011,44.75
2502310,7740,14415,34.94
2502400,1300,4162,23.8
2502430,2490,3432,42.05
2502460,1569,4636,25.29
2502490,3044,8670,25.99
2502530,2196,2512,46.64
2502580,921,2135,30.14
2502640,6549,11372,36.54
2502670,3585,12092,22.87
2502715,1709,3096,35.57
2502790,128758,143306,47.33
2502820,3237,6029,34.93
2502940,5311,10629,33.32
2503030,5531,10432,34.65
2503090,22697,15660,59.17
2503150,7534,16702,31.09
2503240,2415,7694,23.89
2503270,16113,35524,31.2
2503300,4185,5169,44.74
2503360,1470,3120,32.03
2503390,2705,3126,46.39
2503510,4310,9601,30.98
2503540,8886,5602,61.33
2503660,9046,13776,39.64
2503750,2283,3843,37.27
2503780,1137,2276,33.31
2503990,3755,7059,34.72
2504020,7752,6080,56.04
2504050,3024,6705,31.08
2504140,6027,11647,34.1
2504200,3026,4887,38.24
2504230,1240,2246,35.57
2504320,2776,9364,22.87
2504360,3481,6306,35.57
2504410,1933,4549,29.82
2504440,1783,3928,31.22
2504500,2674,4072,39.64
2504590,2742,3930,41.1
2504620,3927,5752,40.57
2504770,9075,10767,45.74
2504800,3804,2985,56.03
2504830,22051,17686,55.49
2504860,5145,9583,34.93
2504890,7930,9894,44.49
2504950,1723,5092,25.28
2504980,10869,17001,39.0
2505010,3079,9100,25.28
2505070,3614,4820,42.85
2505130,3149,5300,37.27
2505160,1417,1521,48.23
2505220,1040,2174,32.36
2505270,1642,2264,42.04
2505280,4563,7924,36.54
2505340,12,22,35.29
2505370,2260,5232,30.17
2505400,1031,1478,41.09
2505490,2882,3973,42.04
2505500,1693,3771,30.98
2505580,878,1259,41.09
2505670,1676,3150,34.73
2505730,3189,4856,39.64
2505790,1698,3740,31.22
2505880,1294,1615,44.48
2505940,543,748,42.06
2505970,15140,8866,63.07
2506090,2860,6730,29.82
2506150,1955,2412,44.77
2506240,1736,3853,31.06
2506270,7913,7534,51.23
2506300,830,1503,35.58
2506330,2146,4723,31.24
2506390,1550,5749,21.24
2506420,1186,2791,29.82
2506480,1842,3463,34.72
2506660,15951,16008,49.91
2506690,1297,1484,46.64
2506720,1459,2754,34.63
2506750,1063,1216,46.64
2506780,8292,10347,44.49
2506840,3126,10007,23.8
2506960,783,2905,21.23
2506990,2582,3932,39.64
2507020,22563,20014,52.99
2507050,3419,5207,39.64
2507080,2210,2758,44.48
2507110,21089,17618,54.48
2507140,1737,3266,34.72
2507170,12536,14919,45.66
2507230,3784,5542,40.57
2507260,3137,5447,36.54
2507320,6277,9819,39.0
2507350,3042,7157,29.83
2507440,2384,4440,34.94
2507500,830,3078,21.24
2507530,944,3536,21.07
2507560,10951,13033,45.66
2507590,947,3546,21.08
2507620,4151,7977,34.23
2507680,1779,3686,32.55
2507740,11853,6940,63.07
2507770,3060,6497,32.02
2507860,3490,8080,30.16
2507890,1820,3435,34.63
2507920,624,2338,21.07
2507980,3409,7555,31.09
2507990,1355,1869,42.03
2508040,1320,2011,39.63
2508160,2252,2577,46.63
2508250,2165,4185,34.09
2508280,1461,2460,37.26
2508310,3221,5382,37.44
2508340,4234,9319,31.24
2508370,2367,8864,21.08
2508430,23588,18499,56.05
2508580,2245,4693,32.36
2508610,7416,26012,22.18
2508670,2712,3103,46.64
2508700,3828,7925,32.57
2508730,4366,7515,36.75
2508760,623,1177,34.61
2508790,2808,6254,30.99
2508820,2156,4144,34.22
2508850,4868,6983,41.08
2508940,2252,4079,35.57
2509000,2962,4338,40.58
2509030,1338,3147,29.83
2509060,5420,6688,44.76
2509270,1842,3336,35.57
2509300,2032,3094,39.64
2509360,7284,13694,34.72
2509420,2123,4996,29.82
2509450,2206,4611,32.36
2509600,1051,1449,42.04
2509630,9163,10483,46.64
2509720,7712,16374,32.02
2509840,556,1074,34.11
2509870,17131,22803,42.9
2509930,4747,9501,33.32
2509990,3536,6794,34.23
2510050,13549,8542,61.33
2510170,2097,4933,29.83
2510200,1073,1862,36.56
2510380,6827,11856,36.54
2510470,3207,5972,34.94
2510500,3825,7192,34.72
2510560,2245,5281,29.83
2510590,2199,3785,36.75
2510620,3185,3931,44.76
2510770,4402,10192,30.16
2510890,15406,18278,45.74
2510920,2964,4251,41.08
2511010,2447,4433,35.57
2511040,1663,1903,46.63
2511130,39954,17852,69.12
2511220,3221,6190,34.23
2511250,5021,6196,44.76
2511400,1290,2337,35.57
2511430,2320,4028,36.55
2511460,2579,4309,37.44
2511520,9308,13633,40.57
2511580,2667,8998,22.86
2511740,2715,5674,32.36
2511760,1423,3170,30.98
2511850,1957,3544,35.58
2511880,6166,11292,35.32
2511910,3735,7178,34.23
2511970,2442,7216,25.28
2512000,5439,19078,22.18
2512030,1633,2251,42.04
2512060,2992,6353,32.02
2512100,1159,2188,34.63
2512180,3577,10189,25.98
2512210,1634,3656,30.89
2512240,2452,4441,35.57
2512270,2180,8162,21.08
2512390,1037,1956,34.65
2512420,882,1942,31.23
2512510,5969,5683,51.23
2512600,2478,5737,30.16
2512630,8451,8045,51.23
2512660,2886,6428,30.99
2512750,1072,3431,23.81
2512780,3921,3075,56.05
2512810,1200,4492,21.08
2512840,7793,15596,33.32
2512930,2934,6462,31.23
2513050,2112,6760,23.81
2513080,1533,2581,37.26
2513110,2074,6625,23.84
2513170,4210,2654,61.33
2513200,5636,10830,34.23
2513230,44563,31718,58.42
2599999,53295,98248,35.17
2600005,6774,9761,40.97
2600006,593,665,47.14
2600007,806,1036,43.76
2600012,729,750,49.29
2600013,6368,7137,47.15
2600014,434,487,47.12
2600015,18579,18548,50.04
2600016,5625,4870,53.6
2600017,1159,1489,43.77
2600018,910,1020,47.15
2600019,426,439,49.25
2601103,181910,69218,72.44
2601890,565,634,47.12
2601920,1459,1593,47.8
2601950,5447,5948,47.8
2601980,3298,4968,39.9
2602010,533,685,43.76
2602040,275,363,43.1
2602160,1567,1636,48.92
2602190,2479,3510,41.39
2602220,2489,4120,37.66
2602520,4271,4120,50.9
2602550,2842,6098,31.79
2602640,3020,2857,51.39
2602670,1452,2099,40.89
2602730,7117,7429,48.93
2602790,4733,8838,34.88
2602820,27028,45449,37.29
2603240,1202,2212,35.21
2603480,363,346,51.2
2603510,759,1099,40.85
2603540,1687,1458,53.64
2603570,760,794,48.91
2603600,905,936,49.16
2603690,3798,7226,34.45
2603810,1555,1956,44.29
2603870,1430,1445,49.74
2603900,2558,3512,42.14
2603990,752,842,47.18
2604020,670,690,49.26
2604170,1262,2339,35.05
2604260,12734,17430,42.22
2604290,550,520,51.4
2604320,330,571,36.63
2604350,101,134,42.98
2604440,2283,2359,49.18
2604470,5079,7701,39.74
2604500,2251,1219,64.87
2604530,2165,2738,44.16
2604620,733,968,43.09
2604650,811,1354,37.46
2604740,1288,1114,53.62
2604800,1499,1296,53.63
2604830,5695,6741,45.79
2604950,2256,3902,36.64
2605010,4949,8179,37.7
2605430,2536,3001,45.8
2605690,431,444,49.26
2605780,2728,3184,46.14
2605820,1907,1873,50.45
2605850,5530,18185,23.32
2606000,1281,1399,47.8
2606090,3529,12440,22.1
2606270,1207,1562,43.59
2606500,1608,2123,43.1
2606510,368,486,43.09
2606570,1741,4840,26.45
2606600,1771,2041,46.46
2606630,1029,1143,47.38
2606720,2214,2481,47.16
2606780,3244,3160,50.66
2606840,985,1166,45.79
2606870,3664,11102,24.81
2606900,647,666,49.28
2606930,693,784,46.92
2606960,1172,1616,42.04
2606990,1792,2682,40.05
2607040,911,1201,43.13
2607080,1570,3068,33.85
2607140,2117,2506,45.79
2607170,531,772,40.75
2607320,1726,2369,42.15
2607410,283,390,42.05
2607470,82,85,49.1
2607530,954,1660,36.5
2607560,4117,6413,39.1
2607590,4171,5505,43.11
2607620,2858,7170,28.5
2607690,1621,1816,47.16
2607710,704,772,47.7
2607800,1463,2070,41.41
2607890,6848,6338,51.93
2608010,293,301,49.33
2608040,2097,2694,43.77
2608070,1226,1194,50.66
2608130,2264,2617,46.38
2608160,635,816,43.76
2608280,378,485,43.8
2608400,1499,1926,43.77
2608430,1632,1649,49.74
2608520,2863,5194,35.53
2608580,4162,4469,48.22
2608610,635,838,43.11
2608640,1891,2198,46.25
2608670,738,1018,42.03
2608730,1640,2165,43.1
2608770,2732,5064,35.04
2608880,379,425,47.14
2608910,3234,3376,48.93
2608940,1638,4735,25.7
2609150,2405,2388,50.18
2609560,3519,3797,48.1
2609570,16543,26666,38.29
2609750,1699,1606,51.41
2609840,1693,3197,34.62
2609900,4638,12801,26.6
2609930,2062,3408,37.7
2610020,577,930,38.29
2610050,1041,1333,43.85
2610080,3133,3643,46.24
2610110,3272,4947,39.81
2610140,3747,5167,42.04
2610200,1074,1413,43.18
2610380,1818,2152,45.79
2610410,885,1220,42.04
2610560,657,686,48.92
2610590,2517,3973,38.78
2610620,1979,3580,35.6
2610650,750,1170,39.06
2610750,1329,1613,45.17
2610830,1558,3240,32.47
2610860,1504,2457,37.97
2610980,546,553,49.68
2611030,2655,2781,48.84
2611140,2459,3192,43.51
2611190,869,974,47.15
2611400,721,1060,40.48
2611430,5490,7559,42.07
2611550,2174,4031,35.04
2611600,21064,18234,53.6
2611610,2334,2020,53.61
2611640,3836,3468,52.52
2611670,1041,1052,49.74
2611700,744,956,43.76
2611910,1872,2697,40.97
2611970,383,394,49.29
2612030,2037,6127,24.95
2612150,2925,2956,49.74
2612240,744,1040,41.7
2612300,1602,2430,39.73
2612330,1656,2706,37.96
2612420,4995,7070,41.4
2612450,7622,9902,43.49
2612480,1227,3225,27.56
2612540,1244,1939,39.08
2612560,1261,1664,43.11
2612600,8185,12171,40.21
2612690,2448,4403,35.73
2612810,661,782,45.81
2612930,1797,1733,50.91
2612960,1381,1497,47.98
2612990,2426,2451,49.74
2613050,1568,2264,40.92
2613090,1226,1575,43.77
2613110,313,413,43.11
2613500,3925,4039,49.28
2613530,1576,2163,42.15
2613560,1142,1327,46.25
2614070,14570,24700,37.1
2614100,2160,2042,51.4
2614230,1310,2168,37.67
2614250,2957,5783,33.83
2614280,4260,7039,37.7
2614460,3611,3878,48.22
2614520,22475,10704,67.74
2614550,4901,6379,43.45
2614570,867,1223,41.48
2614610,5515,13807,28.54
2614690,2017,2260,47.16
2614700,360,668,35.02
2614730,1638,4886,25.11
2614760,2052,2018,50.42
2614790,552,954,36.65
2614820,5864,6971,45.69
2615060,2742,2686,50.52
2615150,2482,3111,44.38
2615390,3561,4047,46.81
2615420,828,927,47.18
2615450,1090,1782,37.95
2615540,5918,5493,51.86
2615600,385,396,49.3
2615730,4919,5148,48.86
2615750,660,586,52.97
2615830,2620,2715,49.11
2615870,2869,6312,31.25
2615970,1929,1985,49.28
2615990,3084,3181,49.23
2616020,818,1414,36.65
2616050,1145,1158,49.72
2616080,1221,1752,41.07
2616110,1888,2711,41.05
2616320,1893,2479,43.3
2616350,11508,10381,52.57
2616380,6426,11272,36.31
2616410,5089,9412,35.09
2616440,31987,46096,40.97
2616470,6125,9127,40.16
2616500,1753,2139,45.04
2616830,1072,1680,38.95
2617160,3876,5067,43.34
2617220,1403,3088,31.24
2617250,3088,4918,38.57
2617370,1028,1064,49.14
2617400,2212,3662,37.66
2617520,5435,4399,55.27
2617550,1386,1553,47.16
2617640,1053,1586,39.9
2617700,1382,1825,43.09
2617730,2491,3589,40.97
2617760,1802,1458,55.28
2617820,2551,2422,51.3
2617860,1351,1700,44.28
2617880,1228,1241,49.74
2617910,2865,8682,24.81
2617940,2441,3798,39.12
2617970,3214,4630,40.97
2618030,3435,5677,37.7
2618180,1933,1915,50.23
2618270,942,1185,44.29
2618330,1715,1388,55.27
2618360,807,842,48.94
2618390,2672,2918,47.8
2618420,5354,9549,35.93
2618450,3031,8239,26.89
2618480,4629,7055,39.62
2618510,1251,1267,49.68
2618540,740,1065,41.0
2618570,1224,2027,37.65
2618600,3386,3552,48.8
2618720,5691,17245,24.81
2618810,1101,1202,47.81
2618840,5011,10751,31.79
2618930,2465,2871,46.2
2618990,6219,17086,26.69
2619050,1250,1896,39.73
2619100,1994,2787,41.71
2619170,1396,1457,48.93
2619250,4093,4758,46.24
2619410,1507,1689,47.15
2619470,1514,1696,47.17
2619530,1290,1445,47.17
2619580,1437,1359,51.39
2619620,8097,12621,39.08
2619800,1945,2949,39.74
2619830,3036,6515,31.79
2619890,1393,1454,48.93
2619920,1100,1204,47.74
2619950,20184,24460,45.21
2620010,876,1461,37.48
2620050,2547,3363,43.1
2620070,3735,3300,53.09
2620160,1689,3352,33.51
2620280,3797,5934,39.02
2620310,1159,1902,37.86
2620340,8240,18020,31.38
2620380,1219,2096,36.77
2620400,614,789,43.76
2620550,921,1586,36.74
2620610,1577,2081,43.11
2620670,1993,3173,38.58
2620700,776,869,47.17
2620730,4369,12604,25.74
2620820,3536,4185,45.8
2620850,3841,5534,40.97
2620880,3707,5053,42.32
2620910,1740,2044,45.98
2620940,1938,2709,41.7
2620980,2145,2872,42.75
2621120,2934,4848,37.7
2621150,26335,27379,49.03
2621180,6868,9602,41.7
2621210,766,774,49.74
2621240,1139,1155,49.65
2621390,530,916,36.65
2621420,424,436,49.3
2621450,1067,1580,40.31
2621570,4918,8165,37.59
2621600,8351,8055,50.9
2621690,2812,5123,35.44
2621750,578,662,46.61
2621810,762,1006,43.1
2621840,17523,29041,37.63
2621870,11841,17240,40.72
2622050,2413,5779,29.46
2622200,2791,3512,44.28
2622230,116,119,49.36
2622260,270,318,45.92
2622290,2123,3508,37.7
2622320,1434,1566,47.8
2622350,1301,1718,43.09
2622380,681,2031,25.11
2622410,1979,3398,36.8
2622470,1433,1475,49.28
2622500,1080,1427,43.08
2622620,1219,1975,38.17
2622740,983,1005,49.45
2622800,718,796,47.42
2622860,1168,1518,43.48
2622970,3903,5632,40.93
2622980,704,1147,38.03
2623040,2383,3374,41.39
2623070,3038,4466,40.49
2623100,1182,1792,39.74
2623130,1411,1775,44.29
2623160,852,1073,44.26
2623250,3476,4657,42.74
2623280,1195,1547,43.58
2623310,1100,1437,43.36
2623460,4026,3883,50.9
2623490,892,1359,39.63
2623520,537,740,42.05
2623550,2370,2439,49.28
2623580,1832,2515,42.14
2623610,973,1030,48.58
2623670,1069,1446,42.5
2623790,1143,1781,39.09
2623820,9790,13440,42.14
2623830,327,341,48.95
2623850,2017,4475,31.07
2623910,1614,2086,43.62
2624000,1131,1181,48.92
2624120,4610,4605,50.03
2624150,7721,11707,39.74
2624180,1612,1758,47.83
2624420,1217,1975,38.13
2624570,783,855,47.8
2624600,1662,1943,46.1
2624630,660,1081,37.91
2624690,4501,5233,46.24
2624720,3331,2499,57.14
2624750,7925,7492,51.4
2624810,1071,1102,49.29
2624840,7133,7126,50.02
2624870,1910,1908,50.03
2624960,1264,1970,39.08
2625020,1745,1955,47.16
2625140,852,1009,45.78
2625230,2389,5133,31.76
2625290,722,877,45.15
2625320,1940,2440,44.29
2625350,1279,1316,49.29
2625400,1379,1546,47.15
2625560,4913,5605,46.71
2625650,616,674,47.75
2625680,1865,2607,41.7
2625740,10046,8132,55.26
2625780,864,1111,43.75
2625800,789,788,50.03
2625920,308,532,36.67
2625950,2033,4368,31.76
2625980,4430,12488,26.19
2626010,4210,6561,39.09
2626040,1091,1219,47.23
2626130,4042,11760,25.58
2626190,3982,6588,37.67
2626220,2156,2155,50.01
2626280,4236,6227,40.49
2626370,989,1747,36.15
2626400,1256,1311,48.93
2626490,502,869,36.62
2626520,1731,1890,47.8
2626550,752,842,47.18
2626760,3224,3221,50.02
2626940,379,425,47.14
2626970,2916,3024,49.09
2627060,2100,3432,37.96
2627150,1357,2307,37.04
2627180,276,354,43.81
2627210,3854,6296,37.97
2627240,2680,7510,26.3
2627420,1526,2442,38.46
2627660,2748,2777,49.74
2627690,470,604,43.76
2627720,1038,1312,44.17
2627810,1468,2115,40.97
2627840,422,531,44.28
2627900,1465,2375,38.15
2627930,3718,4908,43.1
2627960,715,1133,38.69
2628020,696,716,49.29
2628140,2465,7469,24.81
2628170,2111,2833,42.7
2628200,1332,1587,45.63
2628500,619,676,47.8
2628530,2220,3656,37.78
2628560,13588,37754,26.47
2628740,16723,17851,48.37
2628830,11645,16483,41.4
2628890,2227,2496,47.15
2628950,10834,12038,47.37
2629120,2172,2673,44.83
2629130,458,478,48.93
2629160,854,1583,35.04
2629220,583,600,49.28
2629250,1275,1724,42.51
2629340,532,547,49.3
2629370,1175,1256,48.33
2629400,956,1073,47.12
2629460,3351,6716,33.29
2629490,1882,2225,45.82
2629520,1002,1166,46.22
2629540,4156,4152,50.02
2629580,279,313,47.13
2629670,1728,3037,36.26
2629760,1633,1575,50.9
2629790,1656,1961,45.78
2629910,1690,3718,31.25
2629940,9763,27931,25.9
2630030,6101,11078,35.51
2630060,1225,1278,48.94
2630090,4692,9408,33.28
2630120,4477,5033,47.08
2630210,8213,11194,42.32
2630300,10441,17338,37.59
2630360,1621,1667,49.3
2630390,11294,11003,50.65
2630450,8899,8669,50.65
2630480,459,514,47.17
2630660,3201,7690,29.39
2630780,654,714,47.81
2630840,1270,1632,43.76
2630930,1226,1425,46.25
2630960,769,1272,37.68
2630990,3868,3980,49.29
2631020,838,1353,38.25
2631320,1432,1801,44.29
2631380,1675,1622,50.8
2632220,3739,5096,42.32
2632250,5549,15620,26.21
2632280,3218,6449,33.29
2632300,2353,2595,47.55
2632310,12203,20383,37.45
2632340,4216,8891,32.17
2632370,1978,3614,35.37
2632550,1885,3439,35.41
2632610,863,1321,39.51
2632640,1340,1305,50.66
2632670,4180,5697,42.32
2632820,2813,5193,35.14
2632850,3780,4474,45.8
2632880,2107,2054,50.64
2632910,1469,1646,47.16
2632940,2525,2668,48.62
2633000,984,1012,49.3
2633030,1379,2565,34.96
2633090,2738,3775,42.04
2633120,707,1072,39.74
2633360,894,1546,36.64
2633410,1904,1855,50.65
2633420,4095,6085,40.23
2633510,2457,2542,49.15
2633540,11751,13542,46.46
2633720,3448,3764,47.81
2633750,327,469,41.08
2633810,2944,4293,40.68
2633840,2894,3944,42.32
2633870,13639,23588,36.64
2633900,2348,5166,31.25
2633930,2329,2844,45.02
2634260,6930,20205,25.54
2634380,725,932,43.75
2634410,976,1368,41.64
2634440,985,1265,43.78
2634470,27099,45255,37.45
2634560,5890,13758,29.98
2634620,479,515,48.19
2634650,721,1124,39.08
2634680,4304,4621,48.22
2634710,1654,2126,43.76
2634920,662,757,46.65
2634950,2415,3840,38.61
2635010,493,553,47.13
2635040,393,429,47.81
2635130,274,344,44.34
2635160,11608,33844,25.54
2635190,22704,25515,47.09
2635220,4437,4764,48.22
2635310,15311,16788,47.7
2635340,293,328,47.18
2635460,1225,1443,45.91
2635520,3321,5095,39.46
2635550,2842,4651,37.93
2635730,575,872,39.74
2635820,2803,9938,22.0
2635850,3756,3887,49.14
2635910,7491,13669,35.4
2635940,1985,3094,39.08
2635970,1460,695,67.75
2636060,1380,1736,44.29
2636120,1069,1376,43.72
2636240,92,95,49.2
2636270,683,1022,40.06
2636300,2384,2382,50.02
2636330,872,2627,24.92
2636390,1610,1666,49.15
2636420,1562,2297,40.48
2636480,685,716,48.89
2636485,4666,9876,32.09
2636540,5200,5016,50.9
2636570,5575,8002,41.06
2636600,1872,2647,41.43
2636630,10235,14649,41.13
2636660,4175,8298,33.47
2699997,0,0,
2699999,2455,2969,45.26
2700001,829,1213,40.6
2700005,950,1450,39.58
2700006,866,1424,37.82
2700007,843,1278,39.75
2700008,3086,4576,40.28
2700013,980,1527,39.09
2700017,3125,5601,35.81
2700019,1709,2426,41.33
2700022,1370,1921,41.63
2700023,590,1014,36.78
2700024,571,889,39.11
2700088,434,649,40.07
2700089,801,1241,39.23
2700090,753,1162,39.32
2700091,785,1182,39.91
2700099,1129,1608,41.25
2700100,807,1223,39.75
2700101,320,498,39.12
2700102,1153,1981,36.79
2700103,452,704,39.1
2700104,919,1305,41.32
2700105,622,1031,37.63
2700106,869,1495,36.76
2700107,401,625,39.08
2700108,1205,1861,39.3
2700109,1550,2104,42.42
2700110,374,597,38.52
2700123,1052,2554,29.17
2700124,2018,3078,39.6
2700125,1105,1568,41.34
2700126,405,631,39.09
2700127,283,441,39.09
2700128,1946,3348,36.76
2700130,1258,1920,39.58
2700132,518,799,39.33
2700148,386,589,39.59
2700150,423,600,41.35
2700162,919,1430,39.12
2700163,618,1063,36.76
2700182,1299,2027,39.06
2700183,449,693,39.32
2700231,1251,1932,39.3
2700287,1225,1995,38.04
2700294,547,845,39.3
2700326,802,1239,39.29
2700328,616,875,41.31
2700379,2055,3202,39.09
2700382,641,912,41.27
2700383,1352,1919,41.33
2700385,313,488,39.08
2700466,3407,4987,40.59
2702640,470,808,36.78
2702720,532,807,39.73
2702730,373,575,39.35
2702760,1503,2360,38.91
2702910,1257,1843,40.55
2702930,1353,2294,37.1
2702970,3818,5824,39.6
2703030,243,370,39.64
2703060,5572,7908,41.34
2703150,1107,2947,27.31
2703180,28233,63805,30.68
2703300,250,365,40.65
2703450,4779,7247,39.74
2703540,174,271,39.1
2703570,916,1427,39.1
2703660,779,1186,39.64
2703690,614,972,38.71
2703750,676,1030,39.62
2703870,1407,3137,30.96
2704050,1102,2603,29.74
