sduni20,Num Eligible,Num Ineligible,Percentage Eligible
3404980,4779,7589,38.64
3405070,2249,3842,36.92
3405220,1736,3239,34.89
3405280,273,435,38.56
3405310,6017,10277,36.93
3405490,5172,21265,19.56
3405760,4469,7096,38.64
3405790,301,1234,19.61
3405880,2643,5515,32.4
3405940,595,2307,20.5
3405970,642,3654,14.94
3406000,2632,1424,64.89
3406090,391,1083,26.53
3406120,829,1929,30.06
3406180,561,1170,32.41
3406210,822,1484,35.65
3406240,2392,2402,49.9
3406270,6644,11097,37.45
3406300,1541,2780,35.66
3406330,1095,2103,34.24
3406360,2260,4277,34.57
3406390,1408,3285,30.0
3406540,10895,25337,30.07
3406570,2220,3545,38.51
3406720,259,1267,16.97
3406810,376,678,35.67
3406870,3340,4168,44.49
3406930,1416,3219,30.55
3406990,2286,4599,33.2
3407080,135,260,34.18
3407170,2302,2684,46.17
3407230,2933,13679,17.66
3407290,3082,4905,38.59
3407320,225,1282,14.93
3407350,9419,15650,37.57
3407410,1660,5072,24.66
3407440,1551,4297,26.52
3407470,275,496,35.67
3407530,1876,5856,24.26
3407650,120,212,36.14
3407680,11221,11501,49.38
3407740,9409,15305,38.07
3407770,680,1703,28.54
3407800,2037,5715,26.28
3407830,53468,65418,44.97
3407860,1004,2938,25.47
3407890,7211,8999,44.48
3407920,1157,1841,38.59
3407950,687,2100,24.65
3408040,988,2772,26.28
3408100,3578,8567,29.46
3408160,423,688,38.07
3408220,20590,16669,55.26
3408280,290,556,34.28
3408310,248,459,35.08
3408340,431,828,34.23
3408370,590,500,54.13
3408400,2794,8722,24.26
3408520,1392,2377,36.93
3408580,961,2974,24.42
3408610,6147,11183,35.47
3408640,3162,6074,34.24
3408671,166,203,44.99
3408760,1276,2901,30.55
3408820,2162,8698,19.91
3408850,3587,5695,38.64
3408880,686,1431,32.4
3408940,4603,8172,36.03
3409000,1318,2378,35.66
3409030,293,338,46.43
3409120,2165,2496,46.45
3409210,2617,5948,30.55
3409240,1133,5539,16.98
3409270,7854,19670,28.54
3409330,1606,7667,17.32
3409420,756,1777,29.85
3409450,7251,11795,38.07
3409480,251,290,46.4
3409630,1249,2904,30.07
3409660,1821,6179,22.76
3409690,993,1211,45.05
3409750,2755,8419,24.66
3409780,1188,1007,54.12
3409810,1007,2457,29.07
3409960,876,474,64.89
3409990,1510,3822,28.32
3410020,3526,6948,33.66
3410050,1582,3335,32.17
3410110,6748,20012,25.22
3410140,442,2109,17.33
3410200,1499,6028,19.91
3410230,1085,2672,28.88
3410290,1074,1253,46.15
3410320,5253,4452,54.13
3410350,358,1177,23.32
3410470,4238,8843,32.4
3410500,5708,14294,28.54
3410530,410,1135,26.54
3410560,3119,12093,20.5
3410590,1849,7601,19.57
3410650,1977,6115,24.43
3410680,364,827,30.56
3410710,1946,6604,22.76
3410770,412,2014,16.98
3410810,2886,14112,16.98
3410860,526,1729,23.33
3410890,728,1081,40.24
3410980,2575,8461,23.33
3411010,394,1218,24.44
3411040,475,1944,19.64
3411130,589,1383,29.87
3411160,3572,8394,29.85
3411220,8438,9839,46.17
3411250,158,364,30.27
3411280,1690,4124,29.07
3411310,923,3781,19.62
3411340,79588,35114,69.39
3411370,203,423,32.43
3411400,905,2506,26.53
3411430,1912,4347,30.55
3411460,12608,12659,49.9
3411490,5208,10322,33.54
3411640,2599,6045,30.07
3411670,625,1233,33.64
3411880,4997,7294,40.66
3411940,575,1104,34.25
3411970,1942,3827,33.66
3412060,4023,7143,36.03
3412090,1103,2640,29.47
3412210,325,375,46.43
3412270,6298,6501,49.21
3412300,368,663,35.69
3412360,3037,5187,36.93
3412390,1007,1879,34.89
3412420,2667,6507,29.07
3412450,718,2439,22.74
3412480,4944,15294,24.43
3412540,13763,8947,60.6
3412690,40223,11540,77.71
3412720,866,1593,35.22
3412810,2763,6356,30.3
3412840,2299,2650,46.45
3412870,8496,4597,64.89
3412900,1545,4334,26.28
3412930,9930,9636,50.75
3412960,2292,4135,35.66
3412990,1685,2501,40.25
3413020,3,4,42.86
3413050,7018,13359,34.44
3413080,1003,2093,32.4
3413110,1727,1992,46.44
3413140,5313,12205,30.33
3413200,3734,4747,44.03
3413230,1298,2111,38.08
3413260,488,880,35.67
3413290,2254,4972,31.19
3413320,606,1338,31.17
3413350,1036,3121,24.92
3413380,205,250,45.05
3413410,2592,8092,24.26
3413500,441,508,46.47
3413530,4155,7559,35.47
3413590,932,4450,17.32
3413650,2362,7762,23.33
3413680,1919,5864,24.66
3413770,1723,2942,36.93
3413800,1909,3188,37.45
3413830,1373,7822,14.93
3413980,408,1144,26.29
3414010,1085,2024,34.9
3414040,373,697,34.86
3414070,581,1418,29.06
3414160,33,111,22.92
3414220,85,209,28.91
3414280,3189,5803,35.46
3414310,1918,3052,38.59
3414340,2045,6720,23.33
3414460,2189,4975,30.56
3414490,1956,3106,38.64
3414520,178,1016,14.91
3414550,904,1042,46.45
3414640,8122,7881,50.75
3414670,3187,7320,30.33
3414730,238,558,29.9
3414760,364,717,33.67
3414850,4413,4431,49.9
3415090,1407,3271,30.08
3415120,1686,1636,50.75
3415150,216,509,29.79
3415180,554,1288,30.08
3415210,4517,12847,26.01
3415240,314,715,30.52
3415330,8102,8305,49.38
3415360,2631,5545,32.18
3415390,2462,2870,46.17
3415510,2116,5863,26.52
3415540,1247,3123,28.54
3415570,355,834,29.86
3415600,623,1464,29.85
3415630,1162,4761,19.62
3415810,137,270,33.66
3415900,1536,6295,19.61
3416080,5953,9943,37.45
3416110,1246,4232,22.75
3416230,15416,28744,34.91
3416290,18845,14763,56.07
3416350,546,1668,24.66
3416380,10694,17767,37.57
3416470,3034,7265,29.46
3416500,8197,13048,38.58
3416560,942,2319,28.89
3416590,585,675,46.43
3416650,2169,4274,33.66
3416680,1722,2100,45.05
3416710,2414,6687,26.52
3416740,1111,4306,20.51
3416800,11613,9842,54.13
3416860,634,3024,17.33
3416890,3377,7935,29.85
3416920,1380,3136,30.56
3417040,73,169,30.17
3417070,6794,12507,35.2
3417100,1827,4249,30.07
3417250,1635,2426,40.26
3417280,5448,14711,27.03
3417310,2681,4454,37.58
3417430,3098,5704,35.2
3417520,2316,6979,24.92
3417580,10527,10569,49.9
3417610,3371,13561,19.91
3417670,93,184,33.57
3417700,4806,14361,25.07
3417760,3021,6939,30.33
3417820,1088,6193,14.94
3417850,394,629,38.51
3417910,692,1249,35.65
3417940,892,1759,33.65
3417970,536,1056,33.67
3418000,4319,8058,34.9
3418030,200,364,35.46
3418060,6260,9290,40.26
3418090,368,724,33.7
3418120,12072,24173,33.31
3418150,1391,2561,35.2
3418270,664,359,64.91
3418300,1179,2679,30.56
3418330,1341,1546,46.45
3434001,1167,2684,30.3
3499999,183218,460919,28.44
3500001,116,83,58.29
3500010,17477,22904,43.28
3500030,10020,6409,60.99
3500060,140797,145331,49.21
3500090,209,134,60.93
3500120,3592,3359,51.68
3500150,3359,2327,59.07
3500180,5923,5332,52.63
3500210,4117,5396,43.28
3500240,3227,2235,59.08
3500270,1049,671,60.99
3500300,7489,7032,51.57
3500330,342,218,61.07
3500390,6525,2776,70.15
3500420,586,594,49.66
3500480,809,492,62.18
3500510,865,526,62.19
3500540,755,483,60.99
3500570,11081,6743,62.17
3500600,1708,1092,61.0
3500630,92,63,59.35
3500660,641,840,43.28
3500690,5749,3678,60.98
3500720,129,78,62.32
3500750,1054,642,62.15
3500790,145,88,62.23
3500810,776,787,49.65
3500840,93,56,62.42
3500900,7484,8180,47.78
3500930,864,798,51.99
3500960,616,578,51.59
3500990,12029,8333,59.08
3501020,113,69,62.09
3501050,414,252,62.16
3501080,14514,10280,58.54
3501110,14966,4950,75.15
3501140,72,44,62.07
3501170,6161,2038,75.14
3501200,487,296,62.2
3501230,1067,771,58.05
3501260,9381,8809,51.57
3501290,201,128,61.09
3501320,64,39,62.14
3501350,423,397,51.59
3501380,289,293,49.66
3501410,832,1090,43.29
3501470,165,100,62.26
3501500,38280,24349,61.12
3501530,2622,2660,49.64
3501560,2018,2047,49.64
3501590,294,179,62.16
3501620,735,470,61.0
3501650,4023,4080,49.65
3501680,10287,9508,51.97
3501710,363,341,51.56
3501740,2986,2804,51.57
3501770,635,406,61.0
3501800,97,59,62.18
3501830,266,162,62.15
3501860,729,740,49.63
3501890,4667,4315,51.96
3501920,56,34,62.22
3501950,362,334,52.01
3501980,575,584,49.61
3502010,982,996,49.65
3502040,614,623,49.64
3502070,1748,2637,39.86
3502100,4277,2603,62.17
3502130,471,284,62.38
3502160,810,821,49.66
3502190,1718,1046,62.16
3502220,394,252,60.99
3502250,14155,8614,62.17
3502280,93,56,62.42
3502310,2929,1873,61.0
3502340,101,61,62.35
3502370,23000,34686,39.87
3502400,1053,660,61.47
3502430,4665,2984,60.99
3502460,2599,1663,60.98
3502490,402,245,62.13
3502520,5567,5647,49.64
3502550,220,207,51.52
3502580,487,296,62.2
3502610,2620,1676,60.99
3502640,1666,1014,62.16
3502670,1985,1270,60.98
3502730,107,108,49.77
3502800,1707,565,75.13
3600001,915,1071,46.07
3600002,1111,1352,45.11
3600003,642,632,50.39
3600004,3512,5299,39.86
3600005,1956,2565,43.26
3600006,675,847,44.35
3600007,555,769,41.92
3600008,3573,6508,35.44
3600009,2305,2891,44.36
3600010,2246,2811,44.41
3600011,1473,2133,40.85
3600012,851,878,49.22
3600013,2465,3114,44.18
3600014,2114,2788,43.13
3600015,1777,1832,49.24
3600016,3027,4593,39.72
3600017,730,753,49.22
3600018,1189,1023,53.75
3600019,1010,1213,45.43
3600020,920,1272,41.97
3600021,1060,2531,29.52
3600023,1847,2326,44.26
3600124,1012,1400,41.96
3600125,2302,4084,36.05
3600971,5169,12402,29.42
3601087,2588,3001,46.31
3601107,1025,1309,43.92
3601189,744,933,44.36
3602340,1879,2590,42.05
3602370,1197,1653,42.0
3602400,729,861,45.85
3602430,1335,2562,34.26
3602460,24781,19042,56.55
3602520,2401,3275,42.3
3602550,1773,3651,32.69
3602580,868,1185,42.28
3602670,634,874,42.04
3602700,1420,1502,48.6
3602730,1980,2339,45.84
3602820,1378,1495,47.96
3602880,251,600,29.49
3602920,2940,7391,28.46
3602940,3052,5837,34.33
3602970,4496,5779,43.76
3603000,203,240,45.82
3603030,395,409,49.13
3603060,395,495,44.38
3603180,1178,3180,27.03
3603210,705,943,42.78
3603240,516,692,42.72
3603270,7760,14599,34.71
3603420,1987,2714,42.27
3603480,5603,7865,41.6
3603630,592,820,41.93
3603660,1078,1761,37.97
3603720,1145,2927,28.12
3603810,1021,1208,45.81
3603840,3553,7795,31.31
3603870,5680,10069,36.07
3603930,3763,9578,28.21
3603960,839,1109,43.07
3603990,3183,4342,42.3
3604050,1862,2578,41.94
3604080,3079,8489,26.62
3604110,1599,3433,31.78
3604140,3881,7418,34.35
3604200,988,1362,42.04
3604290,2503,3139,44.36
3604350,450,464,49.23
3604370,574,792,42.02
3604530,1089,936,53.78
3604620,1040,1578,39.72
3604650,753,1804,29.45
3604710,3440,8254,29.42
3604740,1678,4638,26.57
3604757,502,614,44.98
3604758,4055,5753,41.34
3604800,92,109,45.77
3604870,9642,11254,46.14
3604920,1046,1694,38.18
3605010,315,422,42.74
3605040,1602,1899,45.76
3605220,338,468,41.94
3605280,12211,8378,59.31
3605310,2556,5491,31.76
3605340,854,1795,32.24
3605370,266,635,29.52
3605460,2476,7065,25.95
3605520,1378,2090,39.73
3605580,3812,6909,35.56
3605610,966,830,53.79
3605640,929,1571,37.16
3605670,206,267,43.55
3605820,931,1167,44.38
3605850,79314,43243,64.72
3605940,2846,5273,35.05
3606060,979,3297,22.9
3606090,1215,1681,41.95
3606160,1666,2229,42.77
3606180,859,1428,37.56
3606210,1150,1549,42.61
3606240,2422,2805,46.34
3606300,1156,1484,43.79
3606330,4205,6810,38.18
3606360,299,317,48.54
3606390,1598,2078,43.47
3606420,891,1226,42.09
3606470,2467,2431,50.37
3606500,1230,2350,34.36
3606540,1020,2188,31.8
3606570,3460,7432,31.77
3606630,3164,4364,42.03
3606660,1435,1235,53.75
3606690,970,1372,41.42
3606720,2054,2732,42.92
3606750,1309,1350,49.23
3606780,1699,2218,43.38
3606840,978,1684,36.74
3606870,5358,4115,56.56
3606900,4511,5497,45.07
3606990,1327,4748,21.84
3607020,3514,5825,37.63
3607050,591,702,45.71
3607080,571,717,44.33
3607110,1579,2099,42.93
3607170,546,685,44.35
3607230,3458,5932,36.83
3607260,1821,2152,45.83
3607290,2547,2998,45.93
3607320,1956,3347,36.88
3607380,827,1212,40.56
3607470,2273,2959,43.44
3607530,4078,7400,35.53
3607560,586,739,44.23
3607590,4092,8733,31.91
3607650,1313,1810,42.04
3607680,1974,3387,36.82
3607710,386,380,50.39
3607770,2234,2527,46.92
3607860,996,1314,43.12
3607890,725,623,53.78
3607980,2179,5228,29.42
3608010,757,2130,26.22
3608100,493,485,50.41
3608130,2699,10447,20.53
3608160,4209,9619,30.44
3608250,1042,1305,44.4
3608280,484,667,42.05
3608310,3899,6040,39.23
3608340,1171,1597,42.3
3608370,1028,2113,32.73
3608400,6308,7707,45.01
3608430,2446,3999,37.95
3608460,3892,5064,43.46
3608490,2071,2754,42.92
3608580,1102,2334,32.07
3608610,383,480,44.38
3608790,1546,2464,38.55
3608850,390,503,43.67
3608880,3261,5073,39.13
3608910,1524,1800,45.85
3608970,2881,3523,44.99
3609030,2436,4451,35.37
3609060,665,786,45.83
3609090,2943,4973,37.18
3609120,1018,2749,27.02
3609210,1305,2422,35.01
3609240,355,419,45.87
3609330,2067,3053,40.37
3609360,813,1197,40.45
3609390,1111,1477,42.93
3609420,3195,2747,53.77
3609540,1824,3688,33.09
3609630,5129,7782,39.73
3609660,1286,3071,29.52
3609690,4049,7818,34.12
3609720,2381,5535,30.08
3609840,4941,12436,28.43
3609870,802,1385,36.67
3609900,575,1374,29.5
3609930,913,2574,26.18
3609960,1152,2225,34.11
3609990,3367,5681,37.21
3610050,890,2211,28.7
3610080,2810,4752,37.16
3610170,1380,2788,33.11
3610200,813,2196,27.02
3610230,188,386,32.75
3610260,488,612,44.36
3610380,431,587,42.34
3610410,858,1085,44.16
3610500,2348,2961,44.23
3610530,636,656,49.23
3610560,8762,10286,46.0
3610590,1322,1552,46.0
3610650,998,2694,27.03
3610680,1026,3654,21.92
3610710,6322,7388,46.11
3610860,836,1170,41.67
3610890,4083,11652,25.95
3610920,1564,1345,53.76
3610950,2271,2864,44.23
3610980,3512,10557,24.96
3611070,1019,1054,49.16
3611100,47,112,29.56
3611190,1538,1975,43.78
3611250,824,713,53.61
3611280,1009,1349,42.79
3611310,539,721,42.78
3611370,959,1226,43.89
3611400,1285,1483,46.42
3611430,376,444,45.85
3611490,893,921,49.23
3611520,2902,2496,53.76
3611550,6230,5109,54.94
3611610,1078,930,53.69
3611640,411,424,49.22
3611670,5388,10887,33.11
3611700,3773,4091,47.98
3611730,945,1903,33.18
3611740,985,1299,43.13
3611760,2523,4720,34.83
3611860,331,712,31.74
3611880,5955,8401,41.48
3611910,1592,2196,42.03
3611940,1744,2824,38.18
3611970,2683,4341,38.2
3612030,808,1075,42.91
3612120,416,530,43.97
3612180,3014,6548,31.52
3612240,2833,3788,42.79
3612270,3277,4209,43.78
3612300,1598,2401,39.96
3612330,2500,4489,35.77
3612360,2044,2016,50.34
3612390,1812,2743,39.78
3612450,1308,1749,42.79
3612510,3467,13643,20.26
3612630,15763,20047,44.02
3612660,353,847,29.42
3612720,2358,6365,27.03
3612750,1299,1536,45.82
3612840,573,1369,29.51
3612870,1255,2067,37.78
3612900,1217,1627,42.79
3612960,728,1033,41.34
3612990,1851,3620,33.83
3613020,977,1450,40.26
3613080,4565,10951,29.42
3613110,1009,1587,38.87
3613230,659,1413,31.81
3613290,4107,12329,24.99
3613350,3478,7029,33.1
3613380,1159,1508,43.46
3613440,360,359,50.07
3613470,692,958,41.94
3613530,1637,3909,29.52
3613560,494,584,45.83
3613590,1491,1668,47.2
3613620,1560,4823,24.44
3613710,976,1153,45.84
3613740,2476,7612,24.54
3613770,410,504,44.86
3613830,544,728,42.77
3613950,960,2592,27.03
3613980,2018,6132,24.76
3614010,5236,10728,32.8
3614130,7309,5986,54.98
3614190,1824,3832,32.25
3614220,1782,2057,46.42
3614250,520,513,50.34
3614280,2580,5975,30.16
3614310,827,815,50.37
3614340,3594,9934,26.57
3614400,1945,3260,37.37
3614430,1591,2258,41.34
3614460,4572,7122,39.1
3614490,557,574,49.25
3614550,975,1892,34.01
3614580,1715,1975,46.48
3614610,1242,1696,42.27
3614640,2027,2651,43.33
3614670,918,1487,38.17
3614700,1620,3745,30.2
3614730,1063,1611,39.75
3614760,1279,1923,39.94
3614820,1843,2553,41.92
3614850,5148,6430,44.46
3614880,544,750,42.04
3614940,2659,3536,42.92
3614970,2878,3851,42.77
3615060,667,887,42.92
3615090,3024,9215,24.71
3615180,4572,8563,34.81
3615210,2316,3092,42.83
3615270,255,320,44.35
3615300,4403,6067,42.05
3615330,67,84,44.37
3615360,2361,4971,32.2
3615390,3515,6786,34.12
3615450,1005,2713,27.03
3615480,897,2091,30.02
3615510,1459,3673,28.43
3615540,1683,4745,26.18
3615570,11836,17681,40.1
3615630,6770,5823,53.76
3615720,305,378,44.66
3615780,2423,5533,30.46
3615810,1795,4063,30.64
3615870,434,581,42.76
3615900,3886,4542,46.11
3615980,1981,2544,43.78
3615990,1395,2036,40.66
3616080,1357,5115,20.97
3616140,217,272,44.38
3616170,1701,2134,44.35
3616200,819,1197,40.62
3616230,10916,18095,37.63
3616260,1569,6440,19.59
3616290,7953,13227,37.55
3616380,542,747,42.05
3616410,878,1253,41.2
3616440,3229,5540,36.82
3616470,1247,1668,42.78
3616500,1143,1433,44.37
3616530,169,212,44.36
3616560,2339,4727,33.1
3616620,3465,9372,26.99
3616680,6109,12611,32.63
3616710,1328,1985,40.08
3616740,2826,4289,39.72
3616800,420,526,44.4
3616830,4470,8662,34.04
3616950,1464,1997,42.3
3616960,799,1068,42.8
3616980,1502,1981,43.12
3617130,950,1292,42.37
3617160,4377,11018,28.43
3617190,3261,4302,43.12
3617220,2003,2526,44.23
3617380,4329,9627,31.02
3617430,821,809,50.37
3617460,1279,1476,46.42
3617520,7889,13875,36.25
3617580,625,786,44.29
3617640,1646,2666,38.17
3617670,6332,8354,43.12
3617700,1718,3732,31.52
3617730,4586,9052,33.63
3617760,124,156,44.29
3617820,1517,2092,42.03
3617880,428,591,42.0
3617910,2160,4077,34.63
3617940,586,998,36.99
3617970,704,961,42.28
3618030,1226,1623,43.03
3618080,512,656,43.84
3618090,864,851,50.38
3618120,3038,6525,31.77
3618150,2976,3495,45.99
3618180,3314,4156,44.36
3618210,1856,3469,34.85
3618240,3686,7579,32.72
3618270,1137,4737,19.36
3618330,4071,6792,37.48
3618450,792,1020,43.71
3618480,1610,2583,38.4
3618510,708,846,45.56
3618540,993,1310,43.12
3618570,1961,3271,37.48
3618600,3053,5238,36.82
3618630,3695,12485,22.84
3618660,3281,3233,50.37
3618690,6136,10563,36.74
3618750,1052,1350,43.8
3618840,568,739,43.46
3618900,1405,2869,32.87
3618960,1835,2503,42.3
3618990,478,1146,29.43
3619170,2363,2562,47.98
3619200,6991,13461,34.18
3619230,8010,15818,33.62
3619260,903,1220,42.53
3619320,5887,10576,35.76
3619350,482,604,44.38
3619380,1039,1929,35.01
3619410,1213,3951,23.49
3619500,2738,5872,31.8
3619530,146,183,44.38
3619560,3018,5366,36.0
3619650,4771,6768,41.35
3619680,3910,6496,37.57
3619710,485,1158,29.52
3619740,4351,5487,44.23
3619800,1227,1723,41.59
3619830,881,1105,44.36
3619860,426,533,44.42
3619890,529,521,50.38
3619920,942,1226,43.45
3619950,2189,8251,20.97
3620010,763,1236,38.17
3620040,1064,3269,24.56
3620100,10317,17447,37.16
3620160,1483,3116,32.25
3620190,1456,3501,29.37
3620220,831,1296,39.07
3620340,5195,10965,32.15
3620370,3265,3689,46.95
3620430,740,1016,42.14
3620460,3001,5028,37.38
3620490,9488,19510,32.72
3620520,45,108,29.41
3620580,1736950,1526176,53.23
3620610,983,1110,46.97
3620640,2612,3468,42.96
3620670,1328,1810,42.32
3620700,9675,15941,37.77
3620730,80,100,44.44
3620760,1813,2392,43.12
3620790,904,1351,40.09
3620820,10729,10971,49.44
3620850,5738,6087,48.52
3620880,4125,6304,39.55
3620910,2975,7580,28.19
3620970,584,1179,33.13
3621180,631,2066,23.4
3621210,8894,15592,36.32
3621240,6723,6875,49.44
3621250,1670,2094,44.37
3621260,1162,1457,44.37
3621270,2897,9316,23.72
3621300,507,648,43.9
3621330,2480,2931,45.83
3621360,1256,1237,50.38
3621450,730,1135,39.14
3621480,2366,5472,30.19
3621510,866,1181,42.31
3621540,103,242,29.86
3621570,3752,8741,30.03
3621630,964,1337,41.89
3621660,2077,2046,50.38
3621720,3056,3152,49.23
3621780,3327,4155,44.47
3621810,913,1416,39.2
3621840,2723,3640,42.79
3621900,4884,9689,33.51
3621930,219,523,29.51
3621960,863,978,46.88
3622020,4167,8982,31.69
3622050,6051,6562,47.97
3622100,424,518,45.01
3622140,1260,1663,43.11
3622170,2724,3203,45.96
3622200,292,349,45.55
3622260,969,1145,45.84
3622290,1446,3143,31.51
3622380,2295,3058,42.87
3622410,756,651,53.73
3622440,563,555,50.36
3622470,6469,12905,33.39
3622500,774,1063,42.13
3622530,1031,2195,31.96
3622560,1596,3845,29.33
3622650,2914,6122,32.25
3622680,1825,3087,37.15
3622710,4504,9041,33.25
3622740,2741,3618,43.1
3622770,1240,1699,42.19
3622830,2324,2915,44.36
3622890,1727,2790,38.23
3622920,2142,2469,46.45
3623010,4660,7587,38.05
3623040,1228,2065,37.29
3623070,854,805,51.48
3623130,54,68,44.26
3623160,3432,9697,26.14
3623190,1518,5128,22.84
3623220,2612,7220,26.57
3623280,3728,4676,44.36
3623310,1080,2268,32.26
3623340,379,879,30.13
3623370,749,866,46.38
3623430,1009,1415,41.63
3623460,3061,9409,24.55
3623490,613,1997,23.49
3623520,2263,3986,36.21
3623580,2242,9338,19.36
3623640,940,970,49.21
3623670,2714,2675,50.36
3623760,4510,8620,34.35
3623790,497,684,42.08
3623880,1124,1219,47.97
3623970,115,153,42.91
3624000,1266,2712,31.83
3624030,4220,5643,42.79
3624060,257,613,29.54
3624090,1279,1310,49.4
3624120,26,32,44.83
3624150,1747,3996,30.42
3624210,932,1277,42.19
3624240,1753,3120,35.97
3624270,929,1505,38.17
3624360,544,629,46.38
3624420,282,674,29.5
3624450,1509,2290,39.72
3624480,1311,2434,35.01
3624570,624,780,44.44
3624630,603,1853,24.55
3624660,433,372,53.79
3624690,4712,11152,29.7
3624750,56929,35921,61.31
3624780,2428,5600,30.24
3624840,1398,4554,23.49
3624900,7077,8021,46.87
3624930,798,1053,43.11
3624960,2815,4055,40.98
3624990,2921,2463,54.25
3625020,340,418,44.85
3625050,1267,5217,19.54
3625110,479,566,45.84
3625140,1569,2070,43.12
3625170,5638,16090,25.95
3625260,1359,4178,24.54
3625290,1033,2224,31.72
3625320,634,919,40.82
3625350,9078,18921,32.42
3625380,960,2294,29.5
3625410,92,220,29.49
3625440,1574,1623,49.23
3625470,698,934,42.77
3625500,1448,1808,44.47
3625650,1033,1123,47.91
3625740,2174,2727,44.36
3625770,6427,15827,28.88
3625800,3082,5136,37.5
3625920,2026,4577,30.68
3625950,1991,5317,27.24
3625980,2495,3701,40.27
3626010,11472,16911,40.42
3626070,1011,1532,39.76
3626100,1090,1370,44.31
3626130,399,500,44.38
3626160,1386,2763,33.41
3626190,426,439,49.25
3626310,3179,4688,40.41
3626370,1747,3874,31.08
3626400,1089,4478,19.56
3626430,1751,2309,43.13
3626580,333,418,44.34
3626640,365,872,29.51
3626670,7997,21667,26.96
3626700,1588,1910,45.4
3626730,627,540,53.73
3626760,2307,2670,46.35
3626840,1145,3313,25.68
3626850,1415,1684,45.66
3626880,1347,1158,53.77
3626940,1403,2153,39.45
3627000,1848,3171,36.82
3627060,3975,16315,19.59
3627120,1302,1717,43.13
3627150,1484,2539,36.89
3627180,1562,5889,20.96
3627210,6016,10392,36.67
3627240,2889,5970,32.61
3627300,3144,10369,23.27
3627330,478,565,45.83
3627360,1167,1609,42.04
3627450,2160,5203,29.34
3627540,1530,3654,29.51
3627570,1028,1445,41.57
3627620,742,1771,29.53
3627660,2229,1917,53.76
3627750,1078,1481,42.13
3627780,3886,6158,38.69
3627810,18217,17548,50.94
3627900,908,2168,29.52
3627960,1152,1136,50.35
3627990,397,474,45.58
3628020,483,575,45.65
3628050,3548,4428,44.48
3628110,1046,2146,32.77
3628140,459,593,43.63
3628200,4143,12471,24.94
3628320,4009,5008,44.46
3628380,2002,2365,45.84
3628500,5119,12001,29.9
3628560,3529,8250,29.96
3628590,40390,23155,63.56
3628620,2029,2706,42.85
3628650,2210,5295,29.45
3628680,1004,1269,44.17
3628710,1036,1222,45.88
3628740,2485,4119,37.63
3628800,412,476,46.4
3628890,1144,1443,44.22
3628950,6872,10427,39.72
3628980,1241,1799,40.82
3629040,1097,1855,37.16
3629070,414,989,29.51
3629130,990,1376,41.84
3629160,1022,1268,44.63
3629190,343,487,41.33
3629240,1069,1331,44.54
3629250,1016,1426,41.61
3629280,6604,5653,53.88
3629370,12438,14041,46.97
3629400,1029,2685,27.71
3629610,6560,7677,46.08
3629640,4149,6784,37.95
3629670,933,2238,29.42
3629760,107,255,29.56
3629790,3347,5587,37.46
3629820,1276,1508,45.83
3629850,1195,4917,19.55
3629880,10090,19971,33.57
3629910,1016,1359,42.78
3629940,1125,1535,42.29
3629970,2952,4187,41.35
3630030,3308,5034,39.65
3630060,657,1870,26.0
3630120,5241,7227,42.04
3630160,914,1145,44.39
3630210,1378,3306,29.42
3630240,1416,1961,41.93
3630270,1917,2250,46.0
3630330,2781,3679,43.05
3630360,8937,17225,34.16
3630390,831,1537,35.09
3630420,904,1269,41.6
3630450,176,220,44.44
3630480,1789,1845,49.23
3630540,2694,6879,28.14
3630600,829,957,46.42
3630630,4904,8399,36.86
3630660,2171,4034,34.99
3630690,2352,6631,26.18
3630780,8730,15091,36.65
3630900,398,411,49.2
3630930,1197,1504,44.32
3630960,2855,6204,31.52
3630990,1072,922,53.76
3631020,754,1801,29.51
3631050,1169,1320,46.97
3631170,838,1548,35.12
3631260,5227,16067,24.55
3631290,880,1177,42.78
3631320,4790,5423,46.9
3631350,217,234,48.12
3631380,1719,2036,45.78
3631410,327,497,39.68
3631440,1226,1617,43.12
3631470,9291,23050,28.73
3631500,453,569,44.32
3631560,1461,1928,43.11
3631590,534,710,42.93
3631710,2549,4909,34.18
3631740,401,501,44.46
3631800,1606,2517,38.95
3631830,575,873,39.71
3631860,274,373,42.35
3631920,43201,38652,52.78
3631950,757,1226,38.17
3631980,1597,5945,21.17
3632010,1254,1294,49.22
3699997,186,257,41.99
3699999,26464,60675,30.37
3700011,61376,60672,50.29
3700012,36486,39051,48.3
3700013,5075,6826,42.64
3700014,3686,4235,46.53
3700030,27569,41952,39.66
3700090,6980,7506,48.18
3700120,2477,2030,54.96
3700180,3212,4671,40.75
3700210,5525,5560,49.84
3700240,5097,6391,44.37
3700270,6150,10067,37.92
3700300,3702,3726,49.84
3700330,8217,11006,42.75
3700360,3301,4421,42.75
3700390,7225,3998,64.38
3700420,22691,42606,34.75
3700450,31824,50029,38.88
3700480,16762,19450,46.29
3700530,26540,41489,39.01
3700580,15448,16614,48.18
3700600,1923,2438,44.1
3700630,12938,15745,45.11
3700660,4167,4488,48.15
3700690,19634,24153,44.84
3700720,11874,22504,34.54
3700750,12611,17710,41.59
3700780,6491,6820,48.76
3700840,2546,3229,44.09
3700870,2501,2628,48.76
3700900,19819,21235,48.28
3700930,3581,2356,60.32
3700960,9151,5064,64.38
3701080,5218,6616,44.09
