sduni20,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
0505430,1881,1266,115,55,108,4,1717,255,277,765,883,194,59.77
0505470,1232,1004,21,4,602,0,652,33,104,620,579,5,55.1
0505500,2122,1728,36,7,1036,0,1123,56,180,1068,996,8,55.12
0505550,559,324,38,2,260,0,325,25,55,247,287,6,63.31
0505580,650,910,21,11,146,2,518,36,61,264,259,23,41.67
0505680,5331,4072,95,26,2460,0,2914,155,603,2416,2424,31,56.69
0505760,1049,1224,71,44,103,9,942,215,145,318,301,105,46.15
0505850,663,769,29,24,102,0,575,38,74,240,280,12,46.3
0505970,1979,1609,88,21,40,0,1944,138,274,934,865,81,55.16
0506060,3636,2778,65,18,1678,0,1988,105,412,1648,1654,21,56.69
0506090,2278,2658,154,96,223,19,2045,468,313,691,654,230,46.15
0506120,17619,20565,1188,741,1724,143,15819,3613,2423,5346,5054,1777,46.14
0506150,1740,1415,77,19,35,0,1709,121,241,821,760,71,55.15
0506210,985,752,18,5,454,0,538,29,111,446,448,6,56.71
0506240,602,433,37,3,103,0,471,61,73,298,264,48,58.16
0506270,4590,2662,314,20,2131,0,2669,207,453,2023,2355,50,63.29
0506330,19991,16098,1986,1198,1477,0,16720,3347,3218,7974,9152,2297,55.39
0506360,1301,934,79,7,221,0,1016,132,159,643,569,103,58.21
0506420,3099,3391,101,62,641,4,2552,138,352,1362,1358,110,47.75
0506540,1071,2033,65,43,35,17,992,256,129,411,371,137,34.5
0506630,1060,1114,35,22,218,1,874,46,124,470,470,37,48.76
0506690,1120,982,37,26,227,0,932,43,145,516,519,39,53.28
0506840,2125,4032,128,85,70,33,1968,508,256,815,736,271,34.51
0506870,1772,1441,78,19,36,0,1741,124,245,837,775,72,55.15
0506900,3170,3675,141,116,489,0,2749,184,354,1147,1341,56,46.31
0506930,1076,1256,72,46,105,8,965,221,148,326,308,108,46.14
0506990,4616,3717,459,277,341,0,3861,773,743,1841,2113,530,55.39
0507110,814,713,27,19,165,0,677,31,106,375,377,28,53.31
0507140,439,510,19,16,68,0,381,26,49,159,186,8,46.26
0507170,1235,994,123,74,91,0,1033,207,199,493,565,142,55.41
0507230,793,606,14,4,366,0,433,23,90,359,361,5,56.68
0507290,959,734,18,5,438,0,530,28,108,435,437,6,56.65
0507320,968,1371,31,16,206,3,784,53,87,395,388,35,41.39
0507350,1416,1138,74,20,325,0,1117,72,152,587,726,15,55.44
0507380,4914,3996,217,52,99,0,4828,343,680,2320,2148,201,55.15
0507530,931,787,77,6,154,0,802,74,119,419,403,11,54.19
0507560,2746,1829,120,7,61,14,2681,162,338,1287,1279,71,60.02
0507620,864,582,52,25,49,2,789,117,128,352,406,89,59.75
0507680,2609,1513,178,12,1211,0,1517,118,258,1150,1339,28,63.29
0507710,474,386,8,2,232,0,251,13,40,239,223,2,55.12
0507740,786,463,53,3,358,0,463,35,78,346,404,8,62.93
0507770,2684,2132,130,35,292,5,2408,153,305,1125,1315,39,55.73
0507840,2977,2274,53,15,1374,0,1627,86,337,1349,1354,17,56.69
0507860,828,595,50,5,141,0,647,84,101,409,362,66,58.19
0507890,6337,5556,208,144,1284,0,5273,241,823,2920,2937,222,53.28
0507920,1580,1392,51,36,321,0,1314,61,205,727,732,55,53.16
0507990,739,609,37,12,95,1,649,42,82,301,366,9,54.82
0508040,6044,3506,413,27,2806,0,3515,273,597,2664,3102,65,63.29
0508130,3610,2936,159,39,72,0,3546,252,500,1704,1578,148,55.15
0508240,1215,968,56,15,29,0,1184,95,170,565,536,59,55.66
0508280,7968,6403,417,115,1827,0,6285,404,855,3301,4084,82,55.44
0508340,657,502,12,3,303,0,359,19,74,298,299,4,56.69
0508400,1460,1233,120,9,241,0,1258,116,187,656,631,17,54.21
0508490,537,471,18,12,109,0,447,20,70,248,249,19,53.27
0508610,5833,5114,191,133,1182,0,4854,222,758,2688,2704,204,53.28
0508640,1478,1204,25,5,722,0,782,39,125,744,694,6,55.11
0508670,4139,3628,136,94,839,0,3444,157,538,1907,1918,145,53.29
0508700,1665,1121,102,48,95,4,1519,226,245,677,781,171,59.76
0508730,1082,871,108,65,80,0,905,181,174,432,495,124,55.4
0508940,1167,1362,79,49,114,9,1048,239,160,354,335,118,46.14
0509000,34223,44054,686,407,19972,0,14362,3544,4100,15667,10904,1222,43.72
0509060,1687,1958,75,62,261,0,1463,98,188,610,713,30,46.28
0509150,572,411,35,3,97,0,446,58,70,282,250,45,58.19
0509190,664,582,22,15,135,0,553,25,86,306,308,23,53.29
0509240,3901,3408,126,87,819,0,3215,147,505,1797,1808,134,53.37
0509270,685,473,31,4,27,3,657,40,83,315,323,16,59.15
0509330,1188,924,103,50,125,0,973,173,176,511,536,123,56.25
0509360,2017,1170,138,9,937,0,1173,91,199,889,1035,22,63.29
0509390,5087,2951,348,23,2362,0,2959,229,502,2243,2611,55,63.29
0509420,694,557,36,10,159,0,547,35,74,287,356,7,55.48
0509480,1487,1202,65,15,30,0,1461,103,204,702,651,60,55.3
0509510,704,412,47,3,326,0,410,31,70,311,361,7,63.08
0509540,1074,1246,48,39,166,0,931,62,120,388,454,19,46.29
0509570,703,580,35,11,91,1,617,40,78,286,349,8,54.79
0509600,633,535,52,4,104,0,545,50,81,285,274,7,54.2
0509630,1225,998,21,4,599,0,648,33,104,617,575,5,55.11
0509720,1206,804,53,3,28,6,1177,71,149,565,561,31,60.0
0509750,2916,2095,177,16,497,0,2278,296,355,1441,1276,231,58.19
0509780,759,554,39,4,180,0,553,65,92,368,335,48,57.81
0509840,2080,1694,35,7,1016,0,1101,55,176,1047,977,8,55.11
0509990,825,723,27,19,167,0,686,31,107,380,382,29,53.29
0510080,588,636,32,17,92,0,509,37,67,225,250,10,48.04
0510170,899,789,30,21,182,0,748,34,117,414,417,31,53.26
0510200,2873,1920,126,9,64,14,2805,170,355,1347,1337,75,59.94
0510260,979,788,97,59,72,0,819,164,158,390,448,112,55.4
0510290,840,676,83,50,62,0,702,141,135,335,384,96,55.41
0510320,1011,887,33,23,205,0,842,38,131,466,469,35,53.27
0510380,2110,1530,117,11,435,0,1589,194,255,1032,927,148,57.97
0510410,524,353,32,15,30,1,479,71,77,213,246,54,59.75
0510440,6162,4951,322,89,1412,0,4860,312,661,2553,3158,64,55.45
0510560,884,719,39,9,18,0,869,62,122,417,387,36,55.15
0510680,10952,12041,290,400,4942,0,6057,813,1909,4076,4158,450,47.63
0510920,638,519,28,7,13,0,627,44,88,301,279,26,55.14
0510950,1638,950,112,7,761,0,953,74,162,722,841,18,63.29
0510980,392,344,13,9,79,0,326,15,51,181,182,14,53.26
0511010,2238,1800,222,133,165,0,1873,374,360,893,1025,257,55.42
0511070,706,557,50,4,85,1,633,52,89,322,312,12,55.9
0511130,1542,1107,94,9,263,0,1204,156,188,762,674,122,58.21
0511220,601,459,11,3,277,0,328,17,68,272,273,3,56.7
0511340,823,1163,26,13,175,3,668,45,73,335,330,30,41.44
0511370,1153,952,57,18,149,1,1013,65,128,470,572,14,54.77
0511610,2592,2139,128,40,335,2,2277,146,288,1056,1286,31,54.79
0511700,1561,1051,95,45,89,3,1424,212,230,635,733,161,59.76
0511730,216,268,7,4,45,0,177,11,22,92,91,7,44.63
0511760,2237,2611,151,94,219,19,2008,458,307,678,642,226,46.14
0511820,1079,825,19,5,498,0,590,31,122,489,491,6,56.67
0511850,26379,29985,678,849,12241,2,14264,2061,4310,10188,9789,1057,46.8
0511880,1106,871,49,12,61,4,1052,65,133,490,504,27,55.94
0511970,12678,24126,764,505,414,196,11746,3036,1523,4868,4398,1621,34.45
0512000,932,743,66,5,117,1,833,68,118,423,412,15,55.64
0512060,8985,6048,548,261,515,19,8199,1218,1325,3654,4218,925,59.77
0512090,1140,759,50,3,25,6,1113,67,140,535,531,29,60.03
0512180,519,373,32,3,88,0,405,53,63,256,227,41,58.18
0512210,6769,5714,557,42,1113,0,5832,538,865,3043,2928,79,54.23
0512420,967,644,42,3,21,5,944,57,119,453,450,25,60.02
0512450,3209,5949,195,128,119,49,2966,761,389,1215,1100,404,35.04
0512480,841,694,42,13,109,1,739,47,94,343,417,10,54.79
0512510,1338,1022,24,7,617,0,732,39,151,607,609,8,56.69
0512520,3640,2450,222,106,208,8,3322,494,537,1480,1709,375,59.77
0512540,1314,875,58,4,29,6,1283,78,162,616,612,34,60.03
0512570,720,525,31,5,28,3,693,42,87,327,331,18,57.83
0512630,317,242,6,2,146,0,173,9,36,144,144,2,56.71
0512660,18558,23047,1236,776,1693,164,16717,3871,2519,5784,5437,1921,44.61
0512930,562,429,10,3,259,0,307,16,64,255,256,3,56.71
0512960,1890,1539,32,6,923,0,1000,50,160,952,888,7,55.12
0513080,4327,3570,215,68,565,4,3796,243,481,1764,2147,51,54.79
0513110,7405,5319,451,41,1261,0,5785,751,902,3658,3239,587,58.2
0513230,857,723,70,5,143,0,737,67,109,384,372,10,54.24
0513350,1080,878,48,12,22,0,1061,75,149,510,472,44,55.16
0513380,2667,2144,140,38,611,0,2104,135,286,1105,1367,28,55.44
0513410,7265,5850,722,436,537,0,6077,1216,1169,2898,3326,835,55.39
0513530,2895,3361,128,106,447,0,2511,168,323,1047,1225,51,46.28
0513560,750,519,33,3,17,3,733,46,94,353,346,21,59.1
0513680,1912,1374,116,11,326,0,1494,194,233,945,836,152,58.19
0513930,2952,2405,50,10,1442,0,1562,78,250,1487,1387,11,55.11
0514010,953,1112,64,40,93,8,855,195,131,289,273,96,46.15
0514020,845,568,52,25,48,2,771,115,125,343,396,87,59.8
0514040,1025,682,45,3,23,5,1000,61,126,480,477,26,60.05
0514140,2803,2283,47,9,1370,0,1484,74,237,1412,1317,11,55.11
0514370,655,441,40,19,38,1,598,89,97,267,308,68,59.76
0514400,516,420,9,2,252,0,273,14,44,260,242,2,55.13
0514430,3187,1850,218,14,1479,0,1855,144,315,1405,1635,34,63.27
0514490,1428,1161,63,15,29,0,1403,100,197,674,624,58,55.16
0600001,1269,2404,63,134,121,4,968,666,82,583,429,402,34.55
0600009,172,185,6,9,9,2,129,105,20,75,59,60,48.18
0600011,548,527,93,24,20,1,503,118,90,286,252,39,50.98
0600013,7726,18098,458,1142,312,111,6418,1846,975,3821,3514,560,29.92
0600014,18691,16048,1269,768,2292,0,14117,11616,2487,7034,7852,6188,53.8
0600015,1253,1025,91,80,128,8,1045,484,215,544,563,149,55.0
0600016,12079,11663,835,2268,913,133,6622,7627,627,5109,4080,5143,50.88
0600017,14502,12694,1001,604,1659,8,11162,8660,1993,5567,6090,4500,53.32
0600018,1190,891,107,15,12,4,1002,443,121,558,466,219,57.18
0600019,5657,19548,186,2039,393,0,3164,1511,314,2302,1991,1898,22.44
0600020,6264,21645,205,2259,435,0,3503,1672,347,2550,2204,2102,22.44
0600021,75,257,2,27,5,0,42,21,4,31,26,26,22.59
0600022,2822,1067,86,90,75,0,1591,2382,66,916,852,1450,72.56
0600025,2673,11038,56,488,112,58,2200,410,214,1076,590,441,19.5
0600026,1340,887,39,134,36,0,1026,928,61,451,356,720,60.17
0600027,19745,24607,649,1582,2576,2,13874,9650,3045,8335,7712,4091,44.52
0600028,19341,33583,998,3183,2410,7,14404,8634,2874,8008,7652,4590,36.54
0600029,14320,20956,453,1753,2339,6,10137,6395,2227,6591,5448,3295,40.59
0600031,40,44,2,1,0,0,20,32,1,16,13,23,47.62
0600032,5395,22267,113,985,226,116,4438,828,432,2173,1191,890,19.5
0600033,2245,1049,125,97,33,0,1175,1542,107,740,717,1035,68.15
0600034,3594,8016,209,247,97,0,3013,1155,350,1984,1282,776,30.96
0600035,2137,1035,108,73,40,0,1241,1787,58,727,692,1254,67.37
0600036,14705,19812,559,3204,3421,0,7467,5076,1509,6471,4690,4926,42.6
0600037,639,476,73,33,49,1,552,109,36,219,249,41,57.31
0600038,174,130,20,9,13,0,150,30,10,60,68,11,57.24
0600039,2538,1210,147,113,33,0,1317,1701,127,838,816,1156,67.72
0600040,1243,501,38,41,41,1,704,1040,38,402,378,628,71.27
0600042,233,497,12,18,2,0,210,81,39,125,87,51,31.92
0600043,2495,3483,147,119,81,0,1631,1537,157,1281,822,1031,41.74
0600044,1845,4116,107,127,50,0,1547,593,180,1019,658,399,30.95
0600045,2730,2044,245,34,27,9,2297,1016,278,1280,1068,501,57.18
0600046,1183,1318,67,36,9,0,588,956,34,480,373,687,47.3
0600047,9450,14651,553,2457,722,82,5336,4429,807,4315,3477,3524,39.21
0600048,5728,9053,183,294,408,2,5200,2140,837,3312,2471,1232,38.75
0600049,1048,1586,25,124,24,11,943,310,143,479,413,122,39.79
0600051,2102,2153,194,193,123,2,1858,598,206,808,767,192,49.4
0600052,7903,5882,909,409,602,13,6821,1342,444,2706,3085,513,57.33
0600060,1566,1921,92,92,77,10,1003,776,92,648,496,579,44.91
0600061,2382,2929,139,139,117,15,1522,1176,141,984,754,877,44.85
0600062,4668,5739,273,273,229,29,2982,2305,276,1927,1478,1719,44.85
0600063,1519,1868,89,89,75,9,971,750,90,627,481,559,44.85
0600064,9766,5911,451,348,446,0,7089,7222,689,3499,3259,4525,62.3
0600065,5267,2550,267,179,99,0,3058,4404,144,1793,1706,3091,67.38
0600067,1050,397,32,34,28,0,592,886,24,341,317,540,72.56
0600068,2034,1460,142,54,36,0,1232,1448,166,878,868,798,58.21
0600069,3025,6092,157,231,31,0,2676,1116,498,1582,1129,707,33.18
0600116,754,541,53,20,13,0,457,537,62,326,322,296,58.22
0600153,19383,20561,516,11860,915,69,5322,6906,981,10383,5976,10285,48.53
0600158,10962,13375,640,640,533,67,6988,5437,647,4515,3471,4047,45.04
0600159,967,930,164,43,36,2,887,208,158,504,445,69,50.98
0600160,1716,1232,119,46,31,0,1039,1222,140,741,732,673,58.21
0601331,821,615,74,10,8,3,691,306,83,385,321,151,57.17
0601332,34527,30096,2808,6194,7543,60,20425,10825,2894,12460,12682,9896,53.43
0601339,511,382,46,6,5,2,430,190,52,239,200,94,57.22
0601409,2290,2947,200,99,22,0,2074,380,364,1146,965,123,43.73
0601410,2931,4582,167,773,226,26,1644,1370,251,1343,1078,1094,39.01
0601414,11427,18707,576,1801,584,128,8880,5131,559,4468,3524,2588,37.92
0601415,1995,813,85,159,279,9,1315,1343,109,732,761,643,71.05
0601418,1874,907,95,64,35,0,1088,1567,51,638,607,1100,67.39
0601421,3946,5365,293,332,189,29,3186,2380,295,1876,1600,1604,42.38
0601423,2597,1258,132,88,49,0,1508,2171,71,884,841,1524,67.37
0601426,2238,4175,99,233,103,4,1913,902,438,1065,799,539,34.9
0601428,2924,1874,142,174,697,0,1124,1937,60,1074,890,1465,60.94
0601442,1218,1011,183,34,64,3,1030,338,147,640,569,155,54.64
0601620,14004,19428,767,4893,1335,2,5945,6025,994,8456,5507,6077,41.89
0601770,11129,17719,644,3855,2007,84,4744,3272,680,5314,4006,4489,38.58
0601860,2327,4963,38,805,470,13,1388,380,110,824,618,361,31.92
0602010,242,117,12,8,5,0,141,202,7,82,78,142,67.41
0602070,224,289,20,10,2,0,203,37,36,112,95,12,43.66
0602430,15464,16415,1139,1499,1304,8,7469,9803,877,5959,5723,6222,48.51
0602450,7511,9665,656,326,74,0,6801,1248,1195,3759,3166,403,43.73
0602730,675,560,102,19,36,2,570,187,81,354,315,86,54.66
0602850,19369,19112,1329,3842,5365,264,8426,6981,2733,8510,7659,5753,50.33
0602970,9142,9661,274,5436,602,17,2919,2504,638,4429,2650,5440,48.62
0603300,5080,8026,162,263,360,2,4611,1894,741,2932,2189,1088,38.76
0603600,10596,9393,946,2325,589,19,4950,7090,741,5266,4473,5815,53.01
0603610,120,82,8,7,16,2,98,42,22,49,55,10,59.41
0603690,11049,9139,978,2379,630,16,5018,7559,732,5492,4658,6240,54.73
0603840,6002,5288,551,343,860,16,4181,3459,692,2658,1894,1322,53.16
0604020,7681,5286,494,477,1021,102,6272,2726,1427,3151,3554,637,59.23
0604110,3701,2276,237,571,143,0,1121,2988,187,1936,1484,2247,61.92
0604230,3505,3320,283,227,254,0,2983,1465,553,1604,1528,543,51.36
0604290,11159,9706,1058,630,1634,29,7719,6514,1303,4890,3531,2472,53.48
0604440,14056,10379,841,1858,1980,27,6218,9263,546,6677,5246,6904,57.52
0604620,4448,5460,163,1099,1382,66,1929,1333,518,2177,1694,1130,44.89
0604740,14269,30437,233,4937,2882,82,8514,2331,677,5056,3789,2213,31.92
0604830,5840,11778,69,1182,810,0,4379,850,302,2141,1721,1833,33.15
0604950,367,472,32,16,4,0,332,61,58,184,155,20,43.74
0605010,300,288,51,13,11,1,275,65,49,156,138,21,51.02
0605040,695,712,64,64,41,1,614,198,68,267,254,64,49.4
0605240,1702,3490,148,136,35,11,1595,288,205,813,598,126,32.78
0605610,7508,13315,402,1355,544,90,4926,2635,919,4105,2581,1930,36.06
0605700,361,768,18,27,2,0,325,125,61,194,135,79,31.98
0605880,5286,9450,141,1005,189,1,3391,2356,549,2572,1898,1832,35.87
0606450,17994,25524,332,2734,1221,47,13775,4196,1081,10320,6583,7874,41.35
0606580,335,322,57,15,12,1,307,72,55,175,154,24,50.99
0606780,2186,7063,17,843,16,30,1114,600,200,1341,847,862,23.63
0606870,4801,6177,419,209,47,0,4347,797,764,2402,2023,258,43.73
0606900,6965,3553,148,218,237,18,2727,6187,414,3473,3219,4527,66.22
0606990,1527,779,33,48,52,4,598,1357,91,762,706,993,66.22
0607020,923,1527,64,98,22,7,716,389,67,444,380,314,37.67
0607440,35117,103861,1201,5336,1075,26,28741,9194,3347,17383,11078,7263,25.27
0607500,8178,24401,358,1784,474,1,6688,2131,1777,4001,2814,1483,25.1
0607530,3322,5291,192,504,274,16,2180,1470,433,1569,1147,1009,38.57
0607560,2464,4034,124,388,126,28,1915,1106,120,963,760,558,37.92
0607800,6787,10557,321,2193,1136,78,2529,2596,660,3347,2651,2929,39.13
0607900,4867,4157,495,686,837,30,3193,1596,355,1870,1933,1298,53.93
0607970,16114,11936,684,1751,2415,56,11181,8935,1169,6345,6535,3980,57.45
0608130,8123,7738,419,860,523,17,6132,5324,232,4004,2773,4065,51.21
0608190,4596,7216,226,1116,261,33,2582,1977,482,2501,1751,1486,38.91
0608370,22813,23363,2106,2092,1338,23,20160,6485,2241,8773,8323,2086,49.4
0608460,23508,35117,874,7152,1872,78,11658,13758,2787,10554,6468,9540,40.1
0608760,5420,8712,309,948,411,55,3396,2213,605,2842,1861,1644,38.35
0608970,1426,3181,83,98,38,0,1196,459,139,787,509,308,30.95
0609030,33727,45383,2002,5244,2881,8,24198,16455,3092,13373,12617,7637,42.63
0609070,16692,11508,566,413,464,3,8218,14200,459,7220,4419,9642,59.19
0609120,5061,1917,153,161,135,0,2853,4271,117,1643,1528,2601,72.53
0609390,20740,16312,957,1826,3673,326,8880,14550,2030,8980,5720,7983,55.98
0609570,1516,1135,136,19,15,5,1276,564,154,711,593,278,57.19
0609620,28862,15381,836,723,10308,4,11085,18786,1794,13499,10612,9245,65.24
0609640,13877,35310,1034,1618,465,0,12122,4701,1774,8405,5252,3088,28.21
0609665,132,109,20,4,7,0,111,36,16,69,61,17,54.77
0609690,3666,2902,127,201,486,29,2220,2666,536,1129,1215,1356,55.82
0609850,35757,44756,1235,4323,2376,0,18516,21512,2214,16007,12030,15798,44.41
0609870,2690,7090,126,247,321,7,2412,587,424,1034,684,376,27.51
0609940,7535,14183,719,653,379,66,5886,2275,303,3062,3171,1335,34.69
0610050,10880,12581,515,3312,518,6,4713,6098,801,5829,4622,4922,46.37
0610260,4781,12845,165,598,881,13,3340,979,178,2012,1184,508,27.12
0610350,3359,1664,170,115,66,0,1955,2802,97,1152,1096,1957,66.87
0610620,12838,15028,515,2841,1306,28,9156,5160,812,4420,4136,3976,46.07
0610680,157,202,14,7,2,0,142,26,25,78,66,8,43.73
0610770,5292,5091,900,234,195,11,4856,1140,867,2760,2434,377,50.97
0611040,1296,1593,76,76,64,8,828,640,77,535,410,477,44.86
0611100,50,35,2,1,1,0,25,43,1,22,13,29,58.82
0611110,37508,32560,1406,1861,1923,7,23073,22774,2490,18311,11094,14593,53.53
0611280,2617,5442,84,351,252,6,1821,963,443,1343,1072,680,32.47
0611460,20909,17915,1349,1828,1560,5,11871,14700,1128,10114,8105,9731,53.86
0611520,4344,3645,403,933,243,7,2014,2975,295,2143,1841,2450,54.37
0611730,1013,1037,93,93,59,1,895,288,99,390,370,93,49.41
0611870,794,1022,69,34,8,0,719,132,126,397,335,43,43.72
0612180,9640,6921,581,872,47,0,3448,8404,420,4453,3085,5400,58.21
0612210,1295,5349,27,236,54,28,1066,199,104,522,286,214,19.49
0612330,49577,64336,2871,17001,8896,424,23568,14408,5810,23857,20697,18419,43.52
0612630,1834,2920,106,635,331,14,782,539,112,876,660,740,38.58
0612840,3026,3152,371,319,139,3,2169,1556,232,1208,1134,1085,48.98
0612930,1076,1260,43,238,110,2,768,433,68,370,347,333,46.06
0613360,21642,23950,1409,4990,4912,84,10704,8419,2886,9167,9888,7349,47.47
0613470,1467,1606,167,73,65,9,1394,207,221,710,777,43,47.74
0613800,2846,3869,212,239,136,21,2298,1717,212,1353,1154,1156,42.38
0613840,1823,719,59,57,48,0,1032,1528,47,602,561,926,71.72
0613890,15721,34909,1147,3103,2099,135,11702,3643,1947,6497,5042,2919,31.05
0613920,28470,22008,1510,1589,4066,35,8509,21886,878,10271,7544,13377,56.4
0614070,3083,2560,464,87,163,9,2607,855,372,1619,1441,391,54.63
0614250,2155,846,71,129,76,0,1222,1778,62,716,677,1108,71.81
0614400,20595,54198,533,11894,1608,153,6953,4530,1311,11538,6472,9845,27.54
0614550,80875,49288,4004,11990,10548,196,50975,48262,5659,30503,31509,26170,62.13
0614880,45777,30869,1110,20537,1089,153,16964,19409,2817,22512,15363,29993,59.73
0614950,5593,6177,613,281,251,37,5330,761,841,2695,2992,147,47.52
0615150,212,472,12,15,6,0,178,68,21,117,76,46,30.99
0615180,8200,13452,392,1435,239,0,5400,5030,536,3105,2871,2998,37.87
0615240,36948,42050,807,4355,930,0,28661,8100,747,20006,14070,21761,46.77
0615270,4874,7802,297,911,338,49,3024,2011,547,2616,1747,1530,38.45
0616323,2050,977,119,91,27,0,1063,1374,103,677,659,934,67.72
0616325,14925,15503,825,2738,532,30,5455,11013,688,7908,5618,7832,49.05
0616740,25528,32073,1050,7993,3818,161,9123,10664,1716,11838,8284,13638,44.32
0616920,30200,22330,1409,2405,3796,64,21601,15220,4381,15522,13590,7702,57.49
0617220,1911,911,111,85,25,0,991,1281,96,631,614,870,67.72
0617430,1410,719,30,44,48,4,552,1253,84,703,652,917,66.23
0618210,4300,2193,92,134,146,11,1684,3820,256,2144,1987,2795,66.23
0618390,21224,17905,633,860,10549,3,5846,9391,1815,9190,7434,6922,54.24
0618990,1933,3403,110,644,468,3,936,501,121,1019,811,728,36.23
0619260,12305,15299,327,2058,1126,0,4728,8052,943,5914,3828,5039,44.58
0619320,2749,2283,414,78,145,8,2325,763,332,1444,1285,349,54.63
0619490,4319,1632,131,138,115,0,2434,3645,100,1402,1304,2220,72.58
0619700,7517,6085,418,318,341,8,4657,5908,579,3117,2953,3542,55.26
0619950,1478,1101,168,74,108,2,1275,267,87,516,577,105,57.31
0620070,5222,4336,786,148,276,15,4416,1448,630,2743,2441,663,54.63
0620130,1858,4707,65,279,269,0,1256,536,110,1039,605,470,28.3
0620220,303,976,3,115,2,4,155,85,27,185,117,121,23.69
0620370,3291,9039,91,786,96,13,2495,564,242,1817,979,705,26.69
0620640,3796,7785,331,303,77,25,3559,642,457,1815,1334,282,32.78
0620670,2402,1994,361,68,127,7,2031,666,290,1262,1123,305,54.64
0621000,7615,16948,275,1373,704,107,6321,1435,530,4018,1539,1357,31.0
0621150,661,258,20,21,20,0,374,556,18,214,200,337,71.93
0621690,8286,7888,1449,2744,1515,68,4147,3328,659,3106,3543,2628,51.23
0621810,2041,2118,256,237,106,3,1443,1039,157,813,770,728,49.07
0621870,3311,1604,168,113,62,0,1923,2769,90,1127,1073,1943,67.37
0622050,2118,1636,170,385,143,10,1320,797,219,948,1026,617,56.42
0622110,7069,24458,232,2549,490,0,3955,1887,393,2879,2488,2371,22.42
0622230,29907,29810,4456,6543,3430,140,18188,13690,2337,11576,12002,10105,50.08
0622410,9977,10202,336,550,504,120,7338,6191,1164,4204,3335,3485,49.44
0622440,452,582,40,20,4,0,410,75,72,226,191,24,43.71
0622500,87466,101623,4100,16783,18280,209,43510,40868,5014,36183,29084,30265,46.26
0622590,6198,10026,358,2588,361,68,3615,2261,530,3370,1980,2582,38.2
0622710,886954,742917,37773,123690,131928,1858,421705,476050,34583,365752,283727,445927,54.42
0622740,9798,4669,568,435,129,0,5082,6567,491,3234,3148,4462,67.73
0622860,716,536,64,9,7,2,602,266,73,336,280,131,57.19
